,name,nation,age,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_wins,2018_year_km,date,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
4611,A.Zeits,Kazakhstan,32,Astana Pro Team,2018,3,119,11399.0,71,33949.0,0,0,1,0,0,1,4,27,2015.7407407407406,7,64.03703703703704,142,1826.0,14102.962962962964,21754.0,6,59.25925925925926,129,9801.0,57041.222222222226,111005.0,1.0,0.0,19,51.0,91,11789.0,12925.666666666664,13834.0,26,35.666666666666664,47,63078.0,75548.66666666669,88701.0,0.0,0.0,0.037037037037037035,0.0,PRT,478.0,75.0,Astana Pro Team,1.0,11725.9,PRT,334.0,75.0,Astana Pro Team,0.0,11632.1,PRT,657.0,82.0,Astana Pro Team,1.0,13447.4,PRT,523.0,78.0,Astana Pro Team,0.0,12417.2,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4612,S.Modolo,Italy,31,Team EF Education First - Drapac,2018,3,4,11399.0,36,33949.0,0,6,0,0,2,24,5,30,2016.1333333333332,1,214.66666666666663,999,9829.0,179107.0,999999.0,3,232.6,999,9829.0,202827.53333333333,999999.0,8.0,1.0,67,401.33333333333326,999,12307.0,341983.0,999999.0,98,404.0,999,64134.0,380191.33333333326,999999.0,0.0,0.0,0.26666666666666666,0.03333333333333333,PRT,55.0,86.0,Lampre - Merida,6.0,13407.0,PRT,88.0,72.0,Lampre - Merida,3.0,11494.1,PRT,66.0,86.0,UAE Team Emirates,4.0,14071.1,PRT,115.0,63.0,Team EF Education First - Drapac,1.0,10337.2,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,1
4613,J.Tratnik,Slovenia,28,CCC Sprandi Polkowice,2018,3,33,11399.0,61,33949.0,1,4,2,0,4,11,2,14,2017.5,33,95.21428571428572,145,10576.0,13673.642857142857,20680.0,61,101.78571428571428,126,10576.0,52453.214285714275,100851.0,0.0,0.0,62,110.66666666666669,136,12966.0,13363.333333333336,13643.0,95,108.66666666666669,119,64112.0,77249.66666666669,90559.0,0.0,0.0,0.0,0.0,CONT,497.0,36.0,Amplatz - BMC,3.0,5172.5,CONT,404.0,42.0,Amplatz - BMC,3.0,6249.1,PROF,171.0,76.0,CCC Sprandi Polkowice,2.0,12087.8,PROF,140.0,55.0,CCC Sprandi Polkowice,3.0,7602.6,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4614,E.Gasparotto,Italy,36,Bahrain - Merida,2018,3,38,11399.0,30,33949.0,0,1,0,1,2,8,2,14,2016.0,5,25.07142857142857,58,1851.0,14118.428571428569,20870.0,8,21.0,46,10751.0,59982.857142857145,109778.0,4.0,0.0,5,9.0,15,11776.0,12660.333333333336,13154.0,8,10.666666666666666,13,63053.0,75254.0,87880.0,2.0,0.0,0.2857142857142857,0.0,PROF,193.0,61.0,Wanty - Groupe Gobert,0.0,9959.4,PROF,105.0,57.0,Wanty - Groupe Gobert,1.0,8817.5,PRT,927.0,65.0,Bahrain - Merida,0.0,10868.6,PRT,150.0,58.0,Bahrain - Merida,0.0,8934.3,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4615,G.Brambilla,Italy,31,Trek - Segafredo,2018,3,50,11399.0,31,33949.0,0,0,0,0,6,7,3,21,2015.666666666667,4,35.61904761904762,143,1880.0,13905.095238095239,21046.0,9,20.238095238095237,49,9793.0,58262.285714285725,109103.0,2.0,0.0,14,16.0,19,11776.0,12672.0,13154.0,13,15.0,16,63061.0,75273.66666666669,87923.0,0.0,0.0,0.09523809523809523,0.0,PRT,138.0,61.0,Etixx - Quick Step,0.0,9720.3,PRT,36.0,76.0,Etixx - Quick Step,3.0,12220.9,PRT,527.0,65.0,Quick-Step Floors,0.0,10500.9,PRT,86.0,79.0,Trek - Segafredo,0.0,12260.2,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4616,P.Niemiec,Poland,38,UAE Team Emirates,2018,3,115,11399.0,111,33949.0,11,2,0,1,1,5,5,33,2016.0,5,103.54545454545456,999,1841.0,44171.78787878788,999999.0,5,94.72727272727272,999,9801.0,83376.21212121213,999999.0,2.0,0.0,68,72.66666666666667,78,12491.0,13160.666666666664,13774.0,67,71.33333333333333,74,63307.0,76225.66666666669,89572.0,0.0,0.0,0.060606060606060615,0.0,PRT,411.0,70.0,Lampre - Merida,0.0,10773.8,PRT,368.0,59.0,Lampre - Merida,1.0,9615.5,PRT,1004.0,56.0,UAE Team Emirates,0.0,8901.0,PRT,1785.0,40.0,UAE Team Emirates,0.0,5610.0,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4617,M.Rutkiewicz,Poland,37,Wibatech Merx 7R,2018,3,85,11399.0,84,33949.0,7,7,0,0,1,10,5,29,2015.9310344827584,12,127.24137931034485,999,1869.0,82013.24137931035,999999.0,7,119.93103448275862,999,9801.0,119122.55172413793,999999.0,0.0,0.0,89,398.66666666666674,999,13305.0,343261.0,999999.0,86,391.66666666666674,999,50422.0,371382.66666666674,999999.0,0.0,0.0,0.0,0.0,PROF,1869.0,63.0,CCC Sprandi Polkowice,0.0,10059.4,CONT,532.0,22.0,Wibatech - Fuji,2.0,3325.9,CONT,320.0,40.0,Wibatech - Fuji,4.0,5798.9,CONT,682.0,38.0,Wibatech Merx 7R,0.0,5088.3,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4618,M.Paterski,Poland,32,Wibatech Merx 7R,2018,3,24,11399.0,21,33949.0,3,3,0,0,2,14,5,34,2016.0,9,58.32352941176471,149,1848.0,14202.764705882351,22838.0,4,55.029411764705884,150,9793.0,56700.41176470588,110311.0,1.0,0.0,67,79.0,93,12491.0,13109.0,13568.0,69,71.33333333333333,75,63374.0,76224.0,89433.0,0.0,0.0,0.029411764705882356,0.0,PROF,110.0,80.0,CCC Sprandi Polkowice,4.0,13947.8,PROF,263.0,60.0,CCC Sprandi Polkowice,1.0,9244.0,PROF,214.0,77.0,CCC Sprandi Polkowice,6.0,12259.3,CONT,260.0,44.0,Wibatech Merx 7R,6.0,6097.9,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4619,G.Preidler,Austria,28,Groupama - FDJ,2018,3,99,11399.0,59,33949.0,4,0,0,0,2,5,2,14,2016.0,1,34.57142857142857,99,1864.0,14087.928571428569,20870.0,6,26.714285714285715,59,10751.0,59920.214285714275,109356.0,2.0,1.0,1,9.0,17,11761.0,12656.0,13154.0,6,10.333333333333334,18,63061.0,75246.0,87865.0,2.0,1.0,0.14285714285714285,0.07142857142857142,PRT,428.0,82.0,Team Giant - Alpecin,0.0,12632.4,PRT,277.0,87.0,Team Giant - Alpecin,0.0,13640.8,PRT,737.0,52.0,Team Sunweb,0.0,8192.7,PRT,231.0,64.0,Groupama - FDJ,1.0,10165.3,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4620,S.Luis Henao,Colombia,31,Team Sky,2018,3,83,11399.0,60,33949.0,1,2,0,0,8,8,2,14,2016.5,1,33.785714285714285,83,1877.0,12993.714285714286,20936.0,1,28.07142857142857,60,9801.0,51850.857142857145,93932.0,3.0,1.0,12,21.33333333333333,34,11772.0,12690.0,13154.0,12,15.0,21,63053.0,75282.33333333331,87969.0,0.0,0.0,0.21428571428571427,0.07142857142857142,PRT,39.0,61.0,Team Sky,1.0,9416.3,PRT,43.0,50.0,Team Sky,0.0,7879.9,PRT,54.0,58.0,Team Sky,1.0,9920.6,PRT,101.0,76.0,Team Sky,0.0,12547.9,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4621,P.Cieslik,Poland,32,CCC Sprandi Polkowice,2018,3,25,11399.0,35,33949.0,1,0,0,0,1,2,4,27,2016.2592592592596,13,48.925925925925924,117,1849.0,14175.0,22144.0,14,41.14814814814815,67,10576.0,56637.59259259259,109505.0,0.0,0.0,13,20.33333333333333,30,11785.0,12673.0,13154.0,14,16.333333333333332,18,63061.0,75277.66666666669,87926.0,0.0,0.0,0.0,0.0,CONT,414.0,43.0,Whirlpool - Author,0.0,6554.2,PROF,436.0,47.0,Verva - ActiveJet Pro Cycling Team,0.0,7174.9,CONT,492.0,38.0,Elkov - Author,0.0,5848.4,PROF,433.0,38.0,CCC Sprandi Polkowice,0.0,5424.0,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4622,E.Capecchi,Italy,32,Quick-Step Floors,2018,3,39,11399.0,54,33949.0,1,1,0,0,1,2,4,26,2015.7307692307693,31,96.69230769230771,999,1841.0,52193.38461538462,999999.0,30,90.3846153846154,999,9801.0,91110.84615384617,999999.0,0.0,0.0,31,37.0,48,11809.0,12745.333333333336,13273.0,30,34.0,37,63086.0,75383.0,88168.0,0.0,0.0,0.0,0.0,PRT,2392.0,55.0,Movistar Team,0.0,8102.6,PRT,1609.0,54.0,Astana Pro Team,0.0,8406.0,PRT,2218.0,68.0,Quick-Step Floors,0.0,10760.2,PRT,654.0,64.0,Quick-Step Floors,0.0,10154.1,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4623,P.Franczak,Poland,27,CCC Sprandi Polkowice,2018,3,16,11399.0,131,34003.0,0,2,0,0,2,5,5,33,2015.969696969697,8,139.3030303030303,999,1927.0,74158.21212121213,999999.0,8,140.96969696969697,999,9793.0,111339.03030303029,999999.0,3.0,0.0,136,426.0,999,13295.0,342410.0,999999.0,136,425.66666666666674,999,65200.0,381231.33333333326,999999.0,0.0,0.0,0.09090909090909093,0.0,CONT,414.0,55.0,ActiveJet Team,0.0,8955.3,PROF,366.0,45.0,Verva - ActiveJet Pro Cycling Team,2.0,7338.6,CONT,481.0,33.0,Team Hurom,0.0,4805.2,PROF,591.0,48.0,CCC Sprandi Polkowice,0.0,7105.3,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4624,D.Villella,Italy,27,Astana Pro Team,2018,3,111,11399.0,90,33949.0,2,3,0,1,3,10,5,34,2016.0,10,63.441176470588225,114,1886.0,14062.764705882351,21801.0,10,54.147058823529406,115,9801.0,56331.882352941175,109536.0,1.0,0.0,25,46.33333333333334,70,11789.0,12729.0,13200.0,33,38.66666666666666,49,63128.0,75386.66666666669,88115.0,0.0,0.0,0.029411764705882356,0.0,PRT,637.0,84.0,Team Cannondale - Garmin,0.0,13392.9,PRT,182.0,68.0,Cannondale - Drapac Pro Cycling,1.0,10458.1,PRT,235.0,78.0,Cannondale - Drapac Pro Cycling,0.0,12737.9,PRT,355.0,74.0,Astana Pro Team,2.0,11974.9,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4625,K.Zielinski,Poland,30,Team Hurom,2018,3,123,11399.0,58,33949.0,0,2,0,0,0,8,4,27,2015.7407407407406,2,59.7037037037037,149,1908.0,14332.111111111111,24240.0,1,47.96296296296296,108,9793.0,57518.40740740741,109924.0,3.0,0.0,85,105.0,130,12491.0,13464.333333333336,14259.0,98,102.33333333333331,108,64071.0,77151.33333333331,90821.0,0.0,0.0,0.1111111111111111,0.0,CONT,576.0,33.0,Domin Sport,2.0,4799.4,CONT,813.0,33.0,Dare 2B,0.0,4842.0,CONT,388.0,33.0,Domin Sport,7.0,4648.0,CONT,1041.0,53.0,Team Hurom,1.0,7057.1,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4626,J.Fröhlinger,Germany,33,Team Sunweb,2018,3,42,11399.0,34,33949.0,0,0,0,0,0,0,5,34,2016.0,26,92.02941176470587,169,1954.0,14344.617647058823,22838.0,28,94.29411764705885,159,9843.0,57056.117647058825,110302.0,0.0,0.0,72,83.0,93,12491.0,13197.666666666664,13834.0,94,105.66666666666669,118,64221.0,77159.66666666669,90546.0,0.0,0.0,0.0,0.0,PRT,1869.0,82.0,Team Giant - Alpecin,0.0,12686.8,PRT,1340.0,86.0,Team Giant - Alpecin,0.0,13119.6,PRT,3265.0,82.0,Team Sunweb,0.0,12586.1,PRT,2618.0,75.0,Team Sunweb,0.0,11320.4,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4627,E.Boasson Hagen,Norway,31,Dimension Data,2018,3,15,11399.0,17,33949.0,1,18,1,6,53,31,2,14,2016.0,9,46.35714285714285,111,1859.0,14269.357142857143,20896.0,14,53.28571428571429,88,10751.0,60253.57142857143,110409.0,1.0,0.0,9,64.0,101,12491.0,13139.666666666664,13774.0,42,58.0,66,63097.0,76015.66666666669,89362.0,1.0,0.0,0.07142857142857142,0.0,PROF,27.0,82.0,MTN - Qhubeka,3.0,13587.2,PRT,17.0,70.0,Dimension Data,7.0,11377.7,PRT,25.0,71.0,Team Dimension Data,9.0,12064.4,PRT,79.0,71.0,Team Dimension Data,1.0,11874.2,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4628,F.Felline,Italy,28,Trek - Segafredo,2018,3,37,11399.0,48,33949.0,0,3,0,2,6,6,3,20,2016.0,4,45.05,91,1788.0,14207.55,21720.0,2,52.4,89,10751.0,57567.15,110239.0,2.0,0.0,23,23.33333333333333,24,11789.0,12695.666666666664,13154.0,23,25.66666666666667,30,63074.0,75314.66666666669,88007.0,0.0,0.0,0.1,0.0,PRT,33.0,72.0,Trek Factory Racing,3.0,12360.9,PRT,73.0,60.0,Trek - Segafredo,0.0,9393.6,PRT,99.0,60.0,Trek - Segafredo,2.0,9811.6,PRT,331.0,75.0,Trek - Segafredo,0.0,10689.5,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4629,S.Firsanov,Russia,36,Gazprom - RusVelo,2018,3,122,11399.0,121,33949.0,2,1,0,0,1,13,3,19,2016.1052631578948,11,180.94736842105263,999,1876.0,118696.26315789473,999999.0,17,176.4736842105263,999,10751.0,150113.57894736846,999999.0,0.0,0.0,76,387.0,999,12491.0,341919.33333333326,999999.0,96,399.0,999,63888.0,380088.66666666674,999999.0,0.0,0.0,0.0,0.0,PROF,225.0,49.0,RusVelo,4.0,7484.4,PROF,164.0,72.0,Gazprom - RusVelo,3.0,11043.4,PROF,679.0,76.0,Gazprom - RusVelo,0.0,12377.7,PROF,617.0,62.0,Gazprom - RusVelo,0.0,8785.1,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4630,S.Dillier,Switzerland,28,AG2R La Mondiale,2018,3,127,11399.0,101,33949.0,1,1,0,3,7,12,2,14,2016.5,8,45.35714285714285,127,1859.0,13148.928571428569,22174.0,19,43.42857142857143,101,9801.0,52253.785714285725,96091.0,1.0,0.0,21,24.0,26,11789.0,12695.666666666664,13154.0,19,20.33333333333333,23,63061.0,75301.66666666669,87994.0,0.0,0.0,0.07142857142857142,0.0,PRT,195.0,69.0,BMC Racing Team,2.0,11291.5,PRT,308.0,45.0,BMC Racing Team,0.0,7315.6,PRT,91.0,79.0,BMC Racing Team,2.0,13834.3,PRT,148.0,74.0,AG2R La Mondiale,1.0,11659.0,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4631,D.Formolo,Italy,26,Bora - Hansgrohe,2018,3,69,11399.0,57,33949.0,0,0,0,1,7,3,4,27,2015.7407407407406,2,37.22222222222222,86,1872.0,13959.888888888889,21670.0,2,23.555555555555557,78,9793.0,56706.037037037044,109117.0,6.0,0.0,3,14.0,23,11776.0,12659.666666666664,13154.0,8,11.0,14,63053.0,75252.0,87874.0,1.0,0.0,0.2222222222222222,0.0,PRT,136.0,68.0,Team Cannondale - Garmin,1.0,10476.6,PRT,128.0,74.0,Cannondale - Drapac Pro Cycling,0.0,11507.7,PRT,176.0,60.0,Cannondale - Drapac Pro Cycling,0.0,9670.3,PRT,51.0,77.0,Bora - Hansgrohe,0.0,12257.1,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4632,C.Verona,Spain,26,Mitchelton - Scott,2018,3,109,11399.0,116,33949.0,3,0,0,0,5,0,2,14,2016.5,33,82.07142857142857,126,1893.0,13221.0,22174.0,42,77.28571428571429,116,9801.0,52457.928571428565,95778.0,0.0,0.0,33,86.0,126,12491.0,13051.0,13518.0,65,78.0,85,63681.0,76389.0,89315.0,0.0,0.0,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,PRT,554.0,77.0,Orica - BikeExchange,0.0,11834.3,PRT,417.0,75.0,Orica - Scott,0.0,12090.9,PRT,426.0,49.0,Mitchelton - Scott,0.0,7738.7,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4633,E.Battaglin,Italy,29,Team LottoNL - Jumbo,2018,3,57,11399.0,69,33949.0,0,0,0,0,2,20,3,20,2017.05,3,65.2,145,1925.0,13925.85,24240.0,49,84.65,146,10751.0,52215.0,101087.0,4.0,0.0,3,39.66666666666666,66,12084.0,12935.333333333336,13568.0,49,51.33333333333334,53,63151.0,75729.66666666669,88803.0,1.0,0.0,0.2,0.0,PROF,362.0,70.0,Bardiani - CSF Pro Team,0.0,11368.8,PRT,430.0,67.0,Team LottoNL-Jumbo,0.0,10799.3,PRT,209.0,73.0,Team LottoNL - Jumbo,0.0,12362.0,PRT,156.0,74.0,Team LottoNL - Jumbo,1.0,11417.3,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4634,V.Agnoli,Italy,33,Bahrain - Merida,2018,3,62,11399.0,55,33949.0,0,0,0,0,2,1,2,12,2017.166666666667,43,249.0,999,10751.0,178309.0,999999.0,41,248.0,999,10751.0,199839.5,999999.0,0.0,0.0,49,372.33333333333326,999,12491.0,341881.33333333326,999999.0,41,368.0,999,63094.0,379558.66666666674,999999.0,0.0,0.0,0.0,0.0,PRT,268.0,65.0,Astana Pro Team,0.0,9650.2,PRT,2215.0,53.0,Astana Pro Team,0.0,8402.1,PRT,2269.0,79.0,Bahrain - Merida,0.0,12424.4,PRT,2832.0,43.0,Bahrain - Merida,0.0,5856.4,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4635,T.Leezer,Netherlands,33,Team LottoNL - Jumbo,2018,3,70,11399.0,82,33949.0,0,0,0,1,0,2,2,12,2017.166666666667,31,185.5,999,10751.0,96137.75,999999.0,82,191.66666666666663,999,10751.0,124119.58333333331,999999.0,0.0,0.0,71,85.33333333333333,100,12491.0,13147.0,13682.0,83,92.66666666666669,101,63865.0,76753.0,90038.0,0.0,0.0,0.0,0.0,PRT,1355.0,63.0,Team LottoNL-Jumbo,0.0,9964.2,PRT,873.0,60.0,Team LottoNL-Jumbo,0.0,9495.2,PRT,1901.0,61.0,Team LottoNL - Jumbo,0.0,10006.3,PRT,1100.0,73.0,Team LottoNL - Jumbo,0.0,10673.4,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4636,L.Vervaeke,Belgium,25,Team Sunweb,2018,3,84,11399.0,86,33949.0,0,1,1,1,5,3,2,13,2017.0769230769229,16,99.3846153846154,185,1836.0,13698.230769230771,23031.0,67,102.53846153846152,186,10751.0,51032.61538461538,89418.0,0.0,0.0,55,76.33333333333333,95,12087.0,13043.0,13774.0,68,71.33333333333333,78,63557.0,76206.33333333331,89418.0,0.0,0.0,0.0,0.0,PRT,1588.0,33.0,Lotto - Soudal,0.0,5522.7,PRT,490.0,62.0,Lotto - Soudal,0.0,9278.8,PRT,453.0,35.0,Lotto - Soudal,0.0,5306.6,PRT,998.0,63.0,Team Sunweb,0.0,9484.2,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4637,D.Wyss,Switzerland,33,BMC Racing Team,2018,3,102,11399.0,100,33949.0,0,1,0,0,1,1,2,12,2017.166666666667,54,176.0,999,10751.0,95951.66666666669,999999.0,55,178.58333333333337,999,10751.0,123761.5,999999.0,0.0,0.0,54,69.66666666666667,97,12087.0,12945.333333333336,13481.0,55,59.0,66,63274.0,75825.66666666669,88842.0,0.0,0.0,0.0,0.0,PRT,541.0,89.0,BMC Racing Team,0.0,13572.8,PRT,497.0,79.0,BMC Racing Team,0.0,12202.3,PRT,679.0,68.0,BMC Racing Team,0.0,10608.9,PRT,547.0,68.0,BMC Racing Team,0.0,10288.8,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4638,D.Van Poppel,Netherlands,25,Team LottoNL - Jumbo,2018,3,21,11399.0,16,33949.0,0,3,1,0,6,4,2,14,2017.5,1,188.64285714285717,999,10576.0,154671.7142857143,999999.0,1,200.14285714285717,999,10572.0,181699.42857142855,999999.0,5.0,1.0,138,428.0,999,13326.0,342504.0,999999.0,134,424.0,999,64790.0,380968.33333333326,999999.0,0.0,0.0,0.35714285714285715,0.07142857142857142,PRT,54.0,76.0,Trek Factory Racing,4.0,12202.0,PRT,123.0,59.0,Team Sky,4.0,9048.2,PRT,239.0,48.0,Team Sky,3.0,7266.9,PRT,49.0,78.0,Team LottoNL - Jumbo,3.0,12255.0,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4639,N.Haas,Australia,29,Katusha - Alpecin,2018,3,136,11399.0,53,33949.0,2,1,1,1,5,4,2,10,2017.4,6,233.2,999,10576.0,210181.1,999999.0,4,217.2,999,10575.0,226073.5,999999.0,2.0,0.0,19,384.66666666666674,999,11399.0,341065.66666666674,999999.0,18,356.66666666666674,999,22550.0,352166.0,999999.0,0.0,0.0,0.2,0.0,PRT,259.0,57.0,Team Cannondale - Garmin,0.0,8898.3,PRT,239.0,64.0,Dimension Data,1.0,9738.6,PRT,126.0,44.0,Team Dimension Data,0.0,7342.0,PRT,115.0,53.0,Team Katusha - Alpecin,1.0,8013.2,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4640,L.Owsian,Poland,28,CCC Sprandi Polkowice,2018,3,43,11399.0,38,33949.0,2,1,0,0,1,6,2,13,2017.0769230769229,32,75.84615384615384,179,1940.0,13664.384615384617,24240.0,32,71.0,165,10751.0,50761.38461538462,88963.0,0.0,0.0,55,62.33333333333334,72,12096.0,13005.333333333336,13766.0,44,48.66666666666666,57,63101.0,75753.66666666669,88963.0,0.0,0.0,0.0,0.0,PROF,957.0,67.0,CCC Sprandi Polkowice,0.0,11236.5,PROF,607.0,65.0,CCC Sprandi Polkowice,1.0,10402.4,PROF,521.0,77.0,CCC Sprandi Polkowice,1.0,12112.6,PROF,247.0,64.0,CCC Sprandi Polkowice,3.0,9718.6,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4641,A.Porsev,Russia,32,Gazprom - RusVelo,2018,3,17,11399.0,37,33949.0,0,1,0,0,1,2,2,12,2017.5,11,217.25,999,10576.0,177757.91666666663,999999.0,15,223.33333333333331,999,10576.0,198236.66666666663,999999.0,0.0,0.0,134,426.0,999,13643.0,343634.33333333326,999999.0,139,426.0,999,51210.0,372020.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,297.0,62.0,Team Katusha,0.0,9971.8,PRT,173.0,67.0,Team Katusha,1.0,11087.6,PROF,477.0,51.0,Gazprom - RusVelo,0.0,8757.6,PROF,727.0,47.0,Gazprom - RusVelo,0.0,7483.7,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4642,R.Costa,Portugal,32,UAE Team Emirates,2018,3,49,11399.0,44,33949.0,1,2,0,2,9,14,2,14,2017.5,4,38.92857142857143,71,10576.0,13326.071428571431,20329.0,9,35.785714285714285,71,10576.0,51482.642857142855,97749.0,2.0,0.0,56,59.66666666666666,62,12087.0,12911.666666666664,13481.0,54,57.0,63,63248.0,75799.66666666669,88816.0,0.0,0.0,0.14285714285714285,0.0,PRT,36.0,53.0,Lampre - Merida,1.0,8349.4,PRT,25.0,73.0,Lampre - Merida,0.0,11956.2,PRT,37.0,90.0,UAE Team Emirates,3.0,14340.4,PRT,102.0,50.0,UAE Team Emirates,0.0,7896.7,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4643,B.O'Connor,Australia,23,Dimension Data,2018,3,97,11399.0,97,33949.0,0,0,0,1,2,1,2,14,2017.5,17,50.64285714285714,118,10576.0,13284.428571428569,20329.0,20,45.0,97,10576.0,51434.785714285725,97972.0,0.0,0.0,17,32.0,53,11789.0,12681.0,13154.0,25,35.0,47,63121.0,75347.0,88010.0,0.0,0.0,0.0,0.0,CONT,1642.0,19.0,Navitas - Satalyst,0.0,2731.6,CONT,761.0,36.0,Avanti Isowhey Sport,2.0,4724.1,PRT,484.0,54.0,Team Dimension Data,1.0,8398.0,PRT,236.0,53.0,Team Dimension Data,1.0,8610.0,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4644,F.De Tier,Belgium,26,Team LottoNL - Jumbo,2018,3,107,11399.0,104,33949.0,0,0,0,0,2,0,2,14,2017.5,15,60.85714285714285,129,10576.0,13420.071428571431,20329.0,20,71.92857142857143,130,10576.0,51932.285714285725,99809.0,0.0,0.0,26,32.0,37,11867.0,12721.666666666664,13154.0,20,28.33333333333333,35,63061.0,75353.66666666669,88072.0,0.0,0.0,0.0,0.0,PROF,582.0,50.0,Topsport Vlaanderen - Baloise,0.0,8265.8,PROF,232.0,71.0,Topsport Vlaanderen - Baloise,0.0,11586.3,PRT,620.0,60.0,Team LottoNL - Jumbo,0.0,9696.3,PRT,509.0,69.0,Team LottoNL - Jumbo,0.0,10481.0,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
4645,M.Schlegel,Czech Republic,23,CCC Sprandi Polkowice,2018,3,40,11399.0,43,33949.0,0,0,0,6,6,3,2,14,2017.5,28,119.21428571428572,999,10576.0,83828.5,999999.0,31,113.21428571428572,999,10576.0,116707.21428571428,999999.0,0.0,0.0,38,363.0,999,11913.0,341688.66666666674,999999.0,36,357.66666666666674,999,63082.0,379358.66666666674,999999.0,0.0,0.0,0.0,0.0,CONT,626.0,55.0,AWT - GreenWay,0.0,7835.9,CONT,587.0,51.0,Klein Constantia,0.0,6978.7,PROF,478.0,68.0,CCC Sprandi Polkowice,0.0,10520.3,PROF,746.0,47.0,CCC Sprandi Polkowice,0.0,7364.5,2018-08-06,1,139.0,Zabrze,23.7,0,ESE,0,4,6,0
