,name,nation,age,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_wins,2018_year_km,date,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
1685,C.Ewan,Australia,21,Orica - GreenEDGE,2015,4,4,18889.0,3,54409.0,0,5,0,1,9,17,3,19,2016.0,1,121.05263157894736,999,2064.0,66581.68421052633,999999.0,2,105.84210526315788,999,9787.0,101250.68421052633,999999.0,6.0,1.0,83,116.0,138,11860.0,15158.0,20019.0,95,112.66666666666669,124,69347.0,87224.66666666669,102961.0,0.0,0.0,0.3157894736842105,0.05263157894736842,PRT,130.0,53.0,Orica - GreenEDGE,11.0,8169.8,PRT,91.0,56.0,Orica - BikeExchange,5.0,8437.2,PRT,77.0,53.0,Orica - Scott,10.0,8518.2,PRT,80.0,46.0,Mitchelton - Scott,3.0,6739.9,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,1
1686,K.Boeckmans,Belgium,28,Lotto - Soudal,2015,4,126,19417.0,112,54943.0,0,1,0,0,2,10,1,6,2015.0,4,231.16666666666663,999,9793.0,179631.33333333337,999999.0,6,210.16666666666663,999,9793.0,199975.8333333333,999999.0,2.0,0.0,126,419.66666666666674,999,19417.0,347420.66666666674,999999.0,112,409.33333333333326,999,54943.0,377577.0,999999.0,0.0,0.0,0.3333333333333333,0.0,PRT,72.0,45.0,Lotto - Soudal,8.0,7138.0,PRT,678.0,38.0,Lotto - Soudal,0.0,6430.9,PRT,1704.0,39.0,Lotto - Soudal,0.0,6291.1,PROF,1205.0,33.0,Vital Concept,0.0,5195.6,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1687,A.Guardini,Italy,26,Astana Pro Team,2015,4,134,20313.0,130,55839.0,0,5,0,0,3,18,2,10,2015.5,7,279.8,999,9793.0,212003.4,999999.0,7,270.8,999,9793.0,226524.9,999999.0,2.0,0.0,167,451.0,999,19834.0,347115.66666666674,999999.0,174,449.66666666666674,999,44363.0,369519.66666666674,999999.0,0.0,0.0,0.2,0.0,PRT,125.0,55.0,Astana Pro Team,8.0,8581.1,PRT,201.0,61.0,Astana Pro Team,4.0,9608.8,PRT,653.0,50.0,UAE Team Emirates,0.0,7629.5,PROF,405.0,46.0,Bardiani - CSF,2.0,7112.2,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1688,L.Manzin,France,21,FDJ,2015,4,9,18889.0,7,54415.0,0,0,0,0,1,1,3,19,2016.0526315789475,6,100.7894736842105,999,1872.0,66705.63157894737,999999.0,7,110.05263157894736,999,9793.0,100028.63157894736,999999.0,3.0,0.0,83,91.33333333333331,106,10784.0,14671.333333333336,19622.0,89,99.0,105,68517.0,86134.33333333331,101747.0,0.0,0.0,0.15789473684210525,0.0,PRT,426.0,59.0,FDJ,1.0,9467.4,PRT,239.0,67.0,FDJ,0.0,10599.7,PRT,285.0,65.0,FDJ,0.0,10153.7,PROF,208.0,60.0,Vital Concept,1.0,10207.9,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,1
1689,M.Kwiatkowski,Poland,25,Etixx - Quick Step,2015,4,26,18889.0,9,54415.0,0,4,0,3,18,27,3,19,2016.421052631579,1,75.6842105263158,999,1879.0,65881.31578947367,999999.0,1,70.26315789473685,999,9793.0,97542.47368421053,999999.0,7.0,2.0,1,3.333333333333333,6,11761.0,12655.333333333336,13154.0,1,1.0,1,63026.0,75214.33333333331,87834.0,3.0,1.0,0.3684210526315789,0.10526315789473684,PRT,28.0,68.0,Etixx - Quick Step,2.0,11053.8,PRT,85.0,49.0,Team Sky,1.0,7264.1,PRT,16.0,70.0,Team Sky,3.0,11398.9,PRT,15.0,87.0,Team Sky,8.0,13306.9,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1690,S.Erik Bystrøm,Norway,23,Team Katusha,2015,4,19,18889.0,16,54415.0,0,0,0,1,6,8,2,14,2016.5,11,62.64285714285714,102,1964.0,13368.142857142857,22174.0,11,50.85714285714285,97,9793.0,52720.714285714275,97094.0,0.0,0.0,90,96.66666666666669,102,12491.0,13197.666666666664,13834.0,86,88.66666666666669,92,63735.0,76673.66666666669,90060.0,0.0,0.0,0.0,0.0,PRT,388.0,61.0,Team Katusha,0.0,9733.3,PRT,416.0,64.0,Team Katusha,0.0,10277.3,PRT,573.0,61.0,Team Katusha - Alpecin,0.0,9933.3,PRT,762.0,75.0,UAE Team Emirates,0.0,11510.7,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1691,G.Nizzolo,Italy,26,Trek Factory Racing,2015,4,999,999999.0,999,999999.0,0,6,0,1,6,22,2,11,2016.909090909091,2,205.54545454545453,999,9793.0,191997.0,999999.0,2,212.0909090909091,999,9793.0,211378.45454545453,999999.0,6.0,0.0,8,372.0,999,12675.0,341942.66666666674,999999.0,95,397.0,999,63764.0,380067.33333333326,999999.0,1.0,0.0,0.5454545454545454,0.0,PRT,41.0,69.0,Trek Factory Racing,1.0,11120.2,PRT,13.0,68.0,Trek - Segafredo,6.0,11371.0,PRT,537.0,24.0,Trek - Segafredo,0.0,3858.7,PRT,85.0,63.0,Trek - Segafredo,1.0,9971.7,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1692,E.Alafaci,Italy,25,Trek Factory Racing,2015,4,11,18889.0,101,54652.0,0,2,0,0,0,1,2,10,2015.5,11,298.0,999,9931.0,211862.6,999999.0,101,308.7,999,9931.0,226417.9,999999.0,0.0,0.0,140,434.33333333333326,999,19834.0,347026.66666666674,999999.0,137,431.66666666666674,999,44142.0,369372.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,1276.0,72.0,Trek Factory Racing,0.0,11400.8,PRT,2731.0,60.0,Trek - Segafredo,0.0,9641.2,PRT,2672.0,41.0,Trek - Segafredo,0.0,6703.2,PRT,2529.0,38.0,Trek - Segafredo,0.0,5773.0,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1693,J.Jose Lobato Del Valle,Brazil,27,Movistar Team,2015,4,999,999999.0,999,999999.0,0,1,0,0,0,11,2,10,2014.4,16,288.5,999,9864.0,212771.6,999999.0,137,313.0,999,9864.0,235073.2,999999.0,0.0,0.0,130,421.0,999,12012.0,341926.66666666674,999999.0,137,426.33333333333326,999,21876.0,352506.66666666674,999999.0,0.0,0.0,0.0,0.0,PRT,999999,68.0,FDJ,0.0,10695.4,PRT,999999,49.0,FDJ,0.0,7937.7,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,Ind-Brasil,0.0,0.0,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1694,F.Beppu,Japan,32,Trek Factory Racing,2015,4,33,18889.0,59,54423.0,1,1,0,0,0,7,5,33,2016.060606060606,22,167.93939393939394,999,1916.0,104358.63636363637,999999.0,36,178.1818181818182,999,9801.0,137439.66666666663,999999.0,0.0,0.0,88,399.0,999,12491.0,341931.66666666674,999999.0,107,408.66666666666674,999,64258.0,380335.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,1610.0,57.0,Trek Factory Racing,0.0,9537.2,PRT,1002.0,60.0,Trek - Segafredo,0.0,8957.6,PRT,1431.0,51.0,Trek - Segafredo,0.0,7956.2,PRT,643.0,43.0,Trek - Segafredo,1.0,5804.0,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1695,K.Gradek,Poland,25,ActiveJet Team,2015,4,79,18889.0,96,54478.0,0,0,1,0,1,7,5,33,2016.0,33,165.75757575757575,999,1842.0,74337.54545454546,999999.0,6,163.0,999,9801.0,111717.87878787877,999999.0,0.0,0.0,112,408.33333333333326,999,12955.0,342086.33333333326,999999.0,132,422.66666666666674,999,64609.0,380724.0,999999.0,0.0,0.0,0.0,0.0,CONT,759.0,50.0,ActiveJet Team,0.0,7996.5,PROF,1024.0,41.0,Verva - ActiveJet Pro Cycling Team,0.0,6385.4,CONT,891.0,31.0,ONE Pro Cycling,1.0,4864.5,PROF,406.0,73.0,CCC Sprandi Polkowice,0.0,10643.0,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1696,D.Cataldo,Italy,30,Astana Pro Team,2015,4,83,18889.0,55,54423.0,2,1,0,1,1,4,3,20,2014.95,6,53.85,117,1786.0,14565.6,22174.0,9,52.85,117,9801.0,59721.85,109676.0,1.0,0.0,11,19.0,31,1834.0,14137.0,21801.0,9,11.666666666666664,17,62388.0,77533.33333333331,86023.0,0.0,0.0,0.05,0.0,PRT,366.0,72.0,Astana Pro Team,0.0,11496.6,PRT,260.0,67.0,Astana Pro Team,0.0,10051.1,PRT,260.0,66.0,Astana Pro Team,0.0,10674.1,PRT,406.0,71.0,Astana Pro Team,0.0,10596.2,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1697,A.Zeits,Kazakhstan,29,Astana Pro Team,2015,4,38,18889.0,77,54423.0,0,0,1,0,0,1,4,27,2015.7407407407406,7,64.03703703703704,142,1826.0,14102.962962962964,21754.0,6,59.25925925925926,129,9801.0,57041.222222222226,111005.0,1.0,0.0,19,51.0,91,11789.0,12925.666666666664,13834.0,26,35.666666666666664,47,63078.0,75548.66666666669,88701.0,0.0,0.0,0.037037037037037035,0.0,PRT,478.0,75.0,Astana Pro Team,1.0,11725.9,PRT,334.0,75.0,Astana Pro Team,0.0,11632.1,PRT,657.0,82.0,Astana Pro Team,1.0,13447.4,PRT,523.0,78.0,Astana Pro Team,0.0,12417.2,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1698,L.Warbasse,USA,25,IAM Cycling,2015,4,40,18889.0,70,54423.0,0,0,0,0,2,1,3,20,2014.95,6,56.5,111,1839.0,14510.4,21754.0,7,61.55,111,9801.0,59568.3,109404.0,1.0,0.0,6,21.0,39,1839.0,14123.0,21754.0,7,20.666666666666668,48,62397.0,77512.66666666669,85990.0,1.0,0.0,0.05,0.0,PRT,591.0,74.0,IAM Cycling,0.0,11508.7,PRT,409.0,66.0,IAM Cycling,0.0,10874.6,PROF,445.0,52.0,Aqua Blue Sport,1.0,7885.6,PROF,520.0,50.0,Aqua Blue Sport,0.0,8191.2,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1699,M.Fischer,Brazil,36,FDJ,2015,4,121,19412.0,126,55062.0,0,1,0,0,0,11,3,18,2014.888888888889,34,219.88888888888889,999,1887.0,125186.0,999999.0,92,227.61111111111111,999,9880.0,158042.05555555553,999999.0,0.0,0.0,147,431.66666666666674,999,19553.0,346933.0,999999.0,153,441.33333333333326,999,44333.0,369406.0,999999.0,0.0,0.0,0.0,0.0,PRT,999999,68.0,FDJ,0.0,10695.4,PRT,999999,49.0,FDJ,0.0,7937.7,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,Ind-Brasil,0.0,0.0,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1700,B.Lancaster,Spain,36,Orica - GreenEDGE,2015,4,135,20313.0,139,55947.0,0,1,0,0,5,4,2,13,2014.5384615384612,41,180.7692307692308,999,1981.0,91660.23076923077,999999.0,103,188.46153846153842,999,9864.0,129318.23076923074,999999.0,0.0,0.0,104,109.33333333333331,119,1981.0,14670.666666666664,22846.0,112,119.0,133,78793.0,92243.33333333331,99959.0,0.0,0.0,0.0,0.0,PRT,72.0,64.0,Movistar Team,3.0,10538.8,PRT,129.0,51.0,Movistar Team,4.0,7686.5,PRT,172.0,72.0,Team LottoNL - Jumbo,1.0,11221.3,PROF,203.0,38.0,Nippo Vini Fantini - Europa Ovini,1.0,6144.9,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1701,A.Vorobyev,Russia,25,Team Katusha,2015,4,132,20313.0,138,55910.0,1,1,0,0,0,7,3,17,2014.8823529411768,17,226.29411764705884,999,1810.0,131252.82352941178,999999.0,105,236.4705882352941,999,9864.0,162864.11764705885,999999.0,0.0,0.0,113,423.0,999,18806.0,346710.33333333326,999999.0,123,433.0,999,44363.0,369177.0,999999.0,0.0,0.0,0.0,0.0,PRT,354.0,45.0,Team Katusha,1.0,6533.8,PRT,404.0,78.0,Team Katusha,2.0,11419.1,PROF,1862.0,53.0,Gazprom - RusVelo,0.0,8027.2,NONE,1436.0,38.0,Moscow Region,1.0,5136.5,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1702,L.Mezgec,Slovenia,27,Team Giant - Alpecin,2015,4,5,18889.0,95,54478.0,0,2,0,1,3,8,5,30,2016.1,2,192.9333333333333,999,1913.0,145963.36666666667,999999.0,5,213.96666666666667,999,9801.0,172539.06666666668,999999.0,8.0,0.0,44,386.33333333333326,999,11989.0,341768.66666666674,999999.0,89,404.0,999,64271.0,380176.66666666674,999999.0,0.0,0.0,0.26666666666666666,0.0,PRT,254.0,83.0,Team Giant - Alpecin,1.0,13206.6,PRT,372.0,62.0,Orica - BikeExchange,0.0,10295.6,PRT,144.0,69.0,Orica - Scott,2.0,11838.3,PRT,355.0,68.0,Mitchelton - Scott,1.0,10260.4,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,1
1703,N.Arndt,Germany,24,Team Giant - Alpecin,2015,4,127,19422.0,118,54948.0,0,2,0,1,4,4,3,17,2014.8823529411768,8,172.58823529411762,999,1806.0,131163.58823529413,999999.0,6,182.4705882352941,999,9793.0,162612.76470588235,999999.0,2.0,0.0,139,429.33333333333326,999,19553.0,346933.0,999999.0,123,419.66666666666674,999,44087.0,369242.0,999999.0,0.0,0.0,0.1176470588235294,0.0,PRT,249.0,71.0,Team Giant - Alpecin,1.0,11254.2,PRT,99.0,70.0,Team Giant - Alpecin,1.0,11537.7,PRT,200.0,56.0,Team Sunweb,1.0,9286.0,PRT,327.0,67.0,Team Sunweb,0.0,10222.1,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1704,M.Docker,Australia,29,Orica - GreenEDGE,2015,4,101,19028.0,103,54673.0,0,0,1,0,1,0,4,25,2015.8,9,186.16,999,1921.0,93780.08,999999.0,57,195.44,999,9822.0,126702.12,999999.0,1.0,0.0,91,102.66666666666669,122,12491.0,13229.333333333336,13834.0,92,99.66666666666669,107,64022.0,76960.66666666669,90347.0,0.0,0.0,0.04,0.0,PRT,1058.0,53.0,Orica - GreenEDGE,0.0,8648.6,PRT,1372.0,42.0,Orica - BikeExchange,0.0,6785.0,PRT,640.0,47.0,Orica - Scott,0.0,7897.5,PRT,3348.0,79.0,Team EF Education First - Drapac,0.0,12688.5,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1705,Y.Popovych,Czech Republic,35,Trek Factory Racing,2015,4,120,19412.0,119,54964.0,0,0,0,1,3,2,2,14,2014.5,24,94.42857142857143,137,1905.0,14989.785714285714,22746.0,94,111.21428571428572,128,9801.0,64073.214285714275,111663.0,0.0,0.0,74,89.66666666666669,105,1943.0,14410.0,22746.0,94,100.66666666666669,113,77710.0,90718.33333333331,98194.0,0.0,0.0,0.0,0.0,PROF,499.0,63.0,CCC Sprandi Polkowice,0.0,9968.3,PROF,532.0,55.0,CCC Sprandi Polkowice,2.0,8634.1,PROF,156.0,70.0,CCC Sprandi Polkowice,0.0,10990.5,PRT,495.0,70.0,Astana Pro Team,0.0,11495.9,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1706,G.Bonnafond,Colombia,28,AG2R La Mondiale,2015,4,72,18889.0,86,54423.0,2,0,0,1,3,1,2,14,2014.5,63,100.42857142857143,142,1948.0,14897.071428571431,22746.0,68,99.71428571428572,123,9801.0,63818.642857142855,111486.0,0.0,0.0,63,81.33333333333333,93,1957.0,14216.666666666664,22746.0,68,75.66666666666667,90,77169.0,89786.0,97073.0,0.0,0.0,0.0,0.0,PRT,178.0,82.0,BMC Racing Team,0.0,12995.7,PRT,67.0,83.0,BMC Racing Team,1.0,13089.3,PRT,298.0,76.0,UAE Team Emirates,0.0,12256.0,PRT,1351.0,73.0,UAE Team Emirates,0.0,11317.6,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1707,S.Puccio,Italy,26,Team Sky,2015,4,25,18889.0,8,54415.0,0,1,0,0,0,4,5,34,2016.0,7,87.94117647058823,999,1854.0,43512.23529411765,999999.0,8,87.44117647058823,999,9793.0,82772.32352941176,999999.0,1.0,0.0,58,66.66666666666667,74,12090.0,13016.333333333336,13766.0,55,60.66666666666666,65,63271.0,75919.66666666669,89127.0,0.0,0.0,0.029411764705882356,0.0,PRT,369.0,85.0,Team Sky,0.0,13458.0,PRT,660.0,74.0,Team Sky,0.0,11459.0,PRT,1022.0,85.0,Team Sky,0.0,13666.3,PRT,1363.0,75.0,Team Sky,0.0,11749.3,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1708,S.Chernetski,Russia,25,Team Katusha,2015,4,93,18889.0,80,54423.0,0,2,0,3,1,3,4,27,2015.7407407407406,4,55.074074074074076,129,1818.0,14163.037037037036,22746.0,4,55.7037037037037,128,9801.0,57257.92592592593,110240.0,2.0,0.0,6,13.666666666666664,24,11761.0,12686.333333333336,13154.0,4,8.666666666666666,17,63050.0,75272.0,87955.0,1.0,0.0,0.07407407407407407,0.0,PRT,549.0,76.0,Team Katusha,1.0,12166.7,PRT,174.0,43.0,Team Katusha,0.0,6792.9,PRT,233.0,83.0,Astana Pro Team,0.0,12714.5,PRT,139.0,61.0,Astana Pro Team,1.0,9678.1,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1709,M.Moser,Italy,25,Cannondale - Garmin,2015,4,84,18889.0,62,54423.0,0,0,0,0,3,14,3,21,2015.333333333333,13,138.61904761904762,999,1885.0,61644.42857142857,999999.0,13,134.9047619047619,999,9801.0,103465.09523809524,999999.0,0.0,0.0,55,381.33333333333326,999,10784.0,343401.66666666674,999999.0,94,397.0,999,68419.0,385419.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,278.0,82.0,Team Cannondale - Garmin,1.0,12200.5,PRT,216.0,78.0,Cannondale - Drapac Pro Cycling,0.0,11755.5,PRT,2795.0,29.0,Astana Pro Team,0.0,4603.9,PRT,854.0,39.0,Astana Pro Team,1.0,5947.6,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1710,R.Flens,Latvia,32,Team LottoNL-Jumbo,2015,4,140,20313.0,137,55892.0,0,0,0,0,1,17,2,14,2014.5,3,112.85714285714286,154,1784.0,15191.928571428569,22846.0,111,134.5,154,9846.0,64836.42857142857,112980.0,1.0,0.0,3,75.66666666666667,118,1784.0,14605.0,22846.0,111,117.66666666666669,131,78738.0,92122.66666666669,99707.0,1.0,0.0,0.07142857142857142,0.0,PRT,788.0,74.0,Team Katusha,0.0,11465.5,PRT,635.0,83.0,Astana Pro Team,0.0,12134.4,PROF,2479.0,52.0,Delko Marseille - Provence KTM,0.0,8715.7,PROF,1436.0,53.0,Delko Marseille - Provence KTM,0.0,8398.9,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1711,S.Lagutin,Uzbekistan,34,Team Katusha,2015,4,15,18889.0,26,54423.0,0,2,1,0,0,9,4,26,2015.5,15,92.69230769230771,999,1879.0,52820.26923076923,999999.0,26,92.92307692307692,999,9801.0,91843.30769230767,999999.0,0.0,0.0,61,69.66666666666667,76,10873.0,14324.0,19003.0,50,54.66666666666666,58,67766.0,84800.0,99865.0,0.0,0.0,0.0,0.0,PRT,231.0,81.0,Team Katusha,0.0,13619.8,PRT,391.0,83.0,Team Katusha,1.0,12945.1,PROF,1364.0,65.0,Gazprom - RusVelo,0.0,11106.7,PROF,2437.0,50.0,Gazprom - RusVelo,0.0,8538.6,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1712,D.Van Winden,Netherlands,28,Team LottoNL-Jumbo,2015,4,37,18889.0,21,54415.0,0,0,0,1,1,2,2,13,2015.4615384615383,4,96.23076923076924,191,1927.0,14412.307692307693,24240.0,4,87.30769230769229,192,9793.0,54706.307692307695,97671.0,1.0,0.0,62,91.66666666666669,144,1927.0,15238.333333333336,24240.0,89,104.66666666666669,134,63522.0,80324.33333333331,89689.0,0.0,0.0,0.07692307692307693,0.0,CONT,746.0,74.0,Synergy Baku Cycling Project,0.0,11571.8,PRT,1919.0,57.0,Team LottoNL-Jumbo,0.0,8576.2,PROF,846.0,68.0,Israel Cycling Academy,0.0,10251.0,PROF,538.0,73.0,Israel Cycling Academy,0.0,11416.1,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,0
1713,S.Turgot,France,31,AG2R La Mondiale,2015,4,10,18889.0,6,54415.0,0,0,0,0,0,1,1,7,2015.0,5,53.57142857142857,126,1963.0,14058.428571428569,22846.0,5,45.42857142857143,99,9793.0,56236.428571428565,98409.0,3.0,0.0,97,111.66666666666669,126,1963.0,14664.666666666664,22846.0,96,97.66666666666669,99,77261.0,90705.33333333331,98409.0,0.0,0.0,0.42857142857142855,0.0,PRT,425.0,65.0,AG2R La Mondiale,0.0,10712.2,PRT,1258.0,40.0,AG2R La Mondiale,0.0,6245.6,NONE,999999,0.0,U.S.Saint-Herblain,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2015-08-05,1,220.0,Nowy Sącz,28.9,55,NNW,3,4,7,1
1714,R.Zoidl,New Zealand,27,Trek Factory Racing,2015,5,27,21046.0,25,75469.0,0,0,0,0,5,2,1,7,2015.0,9,54.42857142857143,116,1811.0,13436.0,21046.0,14,49.28571428571429,89,9801.0,54761.857142857145,94052.0,1.0,0.0,9,17.666666666666668,27,1811.0,13209.666666666664,21046.0,14,17.666666666666668,25,75469.0,87254.0,94052.0,1.0,0.0,0.14285714285714285,0.0,PRT,414.0,68.0,Team LottoNL-Jumbo,0.0,10554.5,PRT,146.0,83.0,Team LottoNL-Jumbo,0.0,13201.7,PRT,112.0,51.0,Team LottoNL - Jumbo,1.0,8275.0,PRT,31.0,79.0,Team LottoNL - Jumbo,0.0,12520.7,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
1715,C.Anker Sørensen,Belgium,31,Tinkoff - Saxo,2015,5,14,21021.0,14,75444.0,0,0,0,4,1,3,1,7,2015.0,14,53.85714285714285,101,1841.0,13435.714285714286,21021.0,13,48.14285714285714,78,9801.0,54753.428571428565,94050.0,0.0,0.0,14,19.666666666666668,29,1841.0,13209.0,21021.0,13,13.333333333333336,14,75444.0,87234.33333333331,94050.0,0.0,0.0,0.0,0.0,PRT,131.0,88.0,Lotto - Soudal,0.0,13413.3,PRT,175.0,87.0,Lotto - Soudal,0.0,13101.8,PRT,323.0,86.0,Lotto - Soudal,0.0,13211.7,PRT,430.0,70.0,Lotto - Soudal,0.0,10544.0,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
1716,K.Skjerping,Norway,22,Cannondale - Garmin,2015,5,109,22846.0,128,78693.0,0,0,0,0,3,6,1,7,2015.0,11,70.0,139,1886.0,14073.714285714286,22846.0,40,88.42857142857143,132,9801.0,56690.57142857143,98516.0,0.0,0.0,55,75.0,109,1886.0,14223.0,22846.0,101,110.0,128,78693.0,91279.66666666669,98516.0,0.0,0.0,0.0,0.0,PRT,1143.0,58.0,Team Cannondale - Garmin,0.0,9021.3,PRT,687.0,43.0,Cannondale - Drapac Pro Cycling,0.0,6349.3,CONT,616.0,40.0,Joker Icopal,0.0,6369.3,CONT,1183.0,44.0,Joker Icopal,0.0,6889.1,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
1717,I.Anton,Spain,32,Movistar Team,2015,5,53,22174.0,55,76597.0,1,0,0,0,4,3,1,7,2015.0,15,57.714285714285715,85,1934.0,13610.857142857143,22174.0,33,53.57142857142857,75,9801.0,55255.142857142855,95276.0,0.0,0.0,15,51.0,85,1934.0,13617.666666666664,22174.0,33,40.66666666666666,55,76597.0,88405.0,95276.0,0.0,0.0,0.0,0.0,PRT,338.0,75.0,Movistar Team,2.0,12325.5,PRT,322.0,68.0,Dimension Data,0.0,10996.2,PRT,616.0,78.0,Team Dimension Data,0.0,12397.1,PRT,444.0,77.0,Team Dimension Data,0.0,11959.8,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
1718,M.Bialoblocki,Poland,32,ONE Pro Cycling,2015,5,82,22746.0,110,77682.0,0,0,1,0,0,6,2,12,2015.416666666667,1,187.08333333333331,999,1725.0,96883.08333333331,999999.0,28,188.5,999,9801.0,128097.83333333331,999999.0,1.0,1.0,135,435.66666666666674,999,19834.0,347026.66666666674,999999.0,144,434.33333333333326,999,44164.0,369387.0,999999.0,0.0,0.0,0.08333333333333333,0.08333333333333333,CONT,398.0,31.0,ONE Pro Cycling,1.0,4637.5,PROF,800.0,45.0,ONE Pro Cycling,0.0,6640.0,PROF,817.0,67.0,CCC Sprandi Polkowice,0.0,10054.5,NONE,2047.0,1.0,Steele Davis Via Roma RT,0.0,45.7,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
1719,J.Van den Broeck,Belgium,32,Lotto - Soudal,2015,5,22,21046.0,20,75469.0,1,0,0,0,6,4,1,7,2015.0,5,35.285714285714285,73,1801.0,13442.714285714286,21046.0,15,37.714285714285715,73,9801.0,54776.714285714275,94099.0,1.0,0.0,5,15.333333333333336,22,1801.0,13225.333333333336,21046.0,15,16.666666666666668,20,75469.0,87288.66666666669,94099.0,1.0,0.0,0.14285714285714285,0.0,PRT,126.0,79.0,Lotto - Soudal,0.0,12201.1,PRT,340.0,54.0,Team Katusha,0.0,8723.4,PRT,2055.0,39.0,Team LottoNL - Jumbo,0.0,5769.4,NONE,999999,0.0,NONE,0.0,0.0,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
1720,D.Batek,Poland,29,Wibatech - Fuji,2015,5,84,22746.0,91,77169.0,0,1,0,0,0,0,2,12,2015.416666666667,72,187.91666666666663,999,1937.0,96808.58333333331,999999.0,72,184.66666666666663,999,9801.0,127842.0,999999.0,0.0,0.0,159,443.0,999,19834.0,347069.0,999999.0,156,440.0,999,44223.0,369426.33333333326,999999.0,0.0,0.0,0.0,0.0,CONT,779.0,38.0,Wibatech - Fuji,0.0,5471.6,CONT,696.0,28.0,Wibatech - Fuji,1.0,4464.8,NONE,999999,1.0,Ind-Pol,0.0,168.8,NONE,999999,0.0,Ind-POL,0.0,0.0,2015-08-06,2,223.0,Zakopane,30.4,51,SE,2,0,8,0
