,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,followers,height,mount_jerseys,nation,point_jerseys,sprint_jerseys,total_wins,youth_jerseys,name
293,CONT,1642.0,16.0,Team Raleigh - GAC,-,0.0,2890.6,PROF,299.0,71.0,ONE Pro Cycling,-,2.0,11189.6,CONT,578.0,32.0,ONE Pro Cycling,-,1.0,5029.2,CONT,688.0,36.0,ONE Pro Cycling,-,0.0,4737.9,0,,0,Poland,0,0,3,0,K.Domagalski
294,PRT,909.0,79.0,AG2R La Mondiale,-,0.0,12556.2,PRT,2096.0,62.0,AG2R La Mondiale,-,0.0,9618.8,PRT,1982.0,64.0,AG2R La Mondiale,422,0.0,10444.4,,,,,,,,0,1.85,0,France,0,1,1,0,J.Berard
295,PRT,185,79.0,Team Sky,108,1.0,12301.6,PRT,101,74.0,Team Sky,175,0.0,11390.1,PRT,76,90.0,BMC Racing Team,79,0.0,13963.0,PRT,310,75.0,BMC Racing Team,209,0.0,12141.7,5,1.78,0,Ireland,1,0,5,0,N.Roche
296,CONT,255,41.0,Hincapie Racing Team,-,2.0,5639.1,PRT,667,53.0,Cannondale - Drapac Pro Cycling,-,1.0,8426.9,PRT,437,59.0,Cannondale - Drapac Pro Cycling,-,1.0,9074.2,PRT,109,78.0,Trek - Segafredo,131,3.0,12151.7,2,,1,Latvia,1,0,7,1,T.Skujins
297,PRT,836.0,94.0,Tinkoff - Saxo,196,0.0,15126.4,PRT,962.0,60.0,Tinkoff,-,0.0,10091.9,PROF,1797.0,74.0,Gazprom - RusVelo,-,0.0,12589.1,,,,,,,,1,1.78,1,Russia,3,0,9,2,P.Brutt
298,PROF,423,73.0,MTN - Qhubeka,-,0.0,11458.6,PRT,1096,49.0,Dimension Data,-,0.0,8021.9,PRT,742,81.0,Team Dimension Data,253,0.0,13307.5,PRT,2618,57.0,Team Dimension Data,-,0.0,9572.3,0,,0,South Africa,0,0,3,1,J.Janse Van Rensburg
299,PROF,909.0,52.0,Cult Energy Pro Cycling,-,0.0,8620.7,PROF,552.0,42.0,Verva - ActiveJet Pro Cycling Team,-,0.0,6912.2,,1543.0,21.0,Topforex-Lapierre Pro Cy,-,0.0,3129.4,CONT,1613.0,32.0,Pardus Tufo - Prostejov,-,0.0,4963.4,0,,1,Czech Republic,0,0,2,0,K.Hnik
300,PRT,569,42.0,Etixx - Quick Step,-,0.0,6528.1,PRT,320,76.0,Etixx - Quick Step,-,0.0,12058.7,PRT,715,41.0,Team Sky,370,0.0,6962.2,PRT,400,44.0,Team Sky,116,0.0,6650.3,4,,0,Poland,0,0,5,0,L.Wisniowski
301,CONT,210,40.0,Team Vorarlberg,-,5.0,5974.7,PROF,265,57.0,CCC Sprandi Polkowice,-,0.0,9021.3,PRT,530,75.0,Movistar Team,180,0.0,11463.1,PRT,1267,82.0,Movistar Team,311,0.0,12261.9,2,,1,Spain,1,0,5,0,V.De La Parte
302,CONT,475,51.0,Team Felbermayr - Simplon Wels,-,2.0,7783.4,PROF,289,52.0,CCC Sprandi Polkowice,-,0.0,8224.2,PROF,234,65.0,CCC Sprandi Polkowice,-,0.0,10327.1,PRT,169,61.0,Bora - Hansgrohe,157,0.0,9406.0,3,,1,Austria,0,0,2,0,F.Grossschartner
303,PRT,312,56.0,Team Sky,157,1.0,8682.9,PRT,177,59.0,Team Sky,-,2.0,9103.1,PRT,927,55.0,Team Sky,177,1.0,8122.7,PRT,311,41.0,Bora - Hansgrohe,266,1.0,6141.7,4,1.73,0,Great Britain,1,0,10,0,P.Kennaugh
304,CONT,312.0,54.0,Itera - Katusha,-,2.0,7251.2,PROF,1656.0,48.0,Gazprom - RusVelo,-,0.0,7432.5,PROF,2795.0,45.0,Gazprom - RusVelo,-,0.0,7093.6,,3987.0,2.0,Samara Region,-,0.0,160.6,0,,2,Russia,2,0,0,0,S.Nikolaev
305,PRT,236.0,76.0,AG2R La Mondiale,-,2.0,11162.7,PRT,268.0,70.0,AG2R La Mondiale,115,0.0,10288.6,,,,,,,,,,,,,,,1,1.72,0,France,0,0,4,0,J.Péraud
306,,1072,17.0,Chambery Cyclisme Formation,-,0.0,2645.3,PRT,1340,78.0,AG2R La Mondiale,-,0.0,12006.4,PRT,770,71.0,AG2R La Mondiale,286,0.0,11775.7,PRT,480,65.0,AG2R La Mondiale,209,0.0,10510.2,0,,1,France,0,0,2,1,F.Bidard
307,PRT,1558.0,74.0,AG2R La Mondiale,-,0.0,12164.2,PRT,1096.0,62.0,AG2R La Mondiale,-,0.0,10098.9,,,,,,,,,,,,,,,0,1.77,0,France,0,0,3,0,S.Minard
308,PRT,1588.0,19.0,Team Katusha,-,0.0,3252.1,PROF,648.0,67.0,Gazprom - RusVelo,-,0.0,11055.4,,,,,,,,,,,,,,,0,1.74,1,Russia,0,0,8,1,A.Kolobnev
309,PRT,21,71.0,Etixx - Quick Step,13,1.0,11366.4,PRT,49,58.0,Cannondale - Drapac Pro Cycling,32,0.0,9410.5,PRT,14,65.0,Cannondale - Drapac Pro Cycling,20,2.0,10518.5,PRT,28,65.0,Team EF Education First - Drapac,50,2.0,10502.2,5,1.73,0,Colombia,0,0,4,1,R.Uran
310,PROF,1276,72.0,Team Novo Nordisk,-,0.0,11371.2,PROF,1131,68.0,Team Novo Nordisk,-,0.0,11369.3,PROF,1445,64.0,Team Novo Nordisk,-,0.0,9819.3,PROF,841,40.0,Team Novo Nordisk,-,1.0,5779.0,0,,0,Spain,0,0,2,0,D.Lozano Riba
311,CONT,193,56.0,Unieuro - Willier,-,2.0,8113.6,PRT,683,66.0,Lampre - Merida,-,0.0,11120.5,PRT,547,57.0,UAE Team Emirates,224,0.0,9667.4,PRT,943,38.0,UAE Team Emirates,388,0.0,5476.4,1,,1,Italy,0,0,1,2,S.Petilli
312,CONT,215,40.0,Optum p/b Kelly Benefit Strategies,-,3.0,6111.3,PRT,219,38.0,Cannondale - Drapac Pro Cycling,81,0.0,6291.5,PRT,59,82.0,Cannondale - Drapac Pro Cycling,71,0.0,12841.3,PRT,47,74.0,Team EF Education First - Drapac,57,1.0,11991.8,6,,0,Canada,0,0,2,0,M.Woods
313,PRT,-,54.0,Team Katusha,-,0.0,8212.4,PRT,-,43.0,Team Katusha,-,0.0,6288.8,PROF,-,58.0,Gazprom - RusVelo,-,0.0,9465.0,PROF,1744,49.0,Gazprom - RusVelo,-,0.0,8455.0,0,1.87,1,Russia,0,0,4,0,D.Kozontchuk
314,PRT,154,61.0,Team Katusha,78,0.0,9816.2,PRT,2047,62.0,Tinkoff,-,0.0,9686.5,PROF,1285,5.0,Caja Rural - Seguros RGA,-,2.0,542.9,CONT,-,11.0,RP - Boavista,-,0.0,1525.4,0,1.69,0,Russia,0,0,6,0,Y.Trofimov
315,CONT,245,50.0,Adria Mobil,-,5.0,7569.9,PRT,116,70.0,Team LottoNL-Jumbo,109,1.0,10598.9,PRT,27,70.0,Team LottoNL - Jumbo,27,6.0,10825.1,PRT,10,63.0,Team LottoNL - Jumbo,11,8.0,9433.8,13,,2,Slovenia,1,0,8,0,P.Roglic
316,PRT,99,74.0,Movistar Team,196,0.0,11307.2,PRT,112,53.0,Movistar Team,146,1.0,7737.1,PRT,73,79.0,Movistar Team,125,1.0,11549.6,PRT,135,83.0,Team Sky,145,0.0,11956.8,3,1.71,0,Spain,1,1,5,0,J.Castroviejo
317,PRT,104.0,86.0,Movistar Team,133.0,0.0,14078.6,PRT,40.0,85.0,Movistar Team,92.0,2.0,14322.5,PRT,60.0,89.0,Bahrain - Merida,131.0,1.0,14813.2,PRT,99.0,67.0,Bahrain - Merida,135.0,3.0,11068.9,2,1.75,1,Italy,2,0,28,0,G.Visconti
318,,1110,39.0,Chambery Cyclisme Formation,-,0.0,6069.9,PRT,782,60.0,AG2R La Mondiale,-,0.0,9505.9,PRT,2161,57.0,AG2R La Mondiale,396,0.0,9448.4,PRT,271,65.0,AG2R La Mondiale,217,1.0,11102.5,2,,1,Germany,1,0,5,0,N.Denz
319,CONT,469.0,55.0,Axeon Cycling Team,-,2.0,7764.9,PROF,691.0,58.0,ONE Pro Cycling,-,0.0,8880.6,CONT,569.0,35.0,ONE Pro Cycling,-,1.0,5039.2,CONT,895.0,38.0,ONE Pro Cycling,-,0.0,4936.4,1,,1,New Zealand,0,0,3,1,J.Oram
320,,1262.0,36.0,BMC Development Team,-,0.0,5410.6,PRT,1632.0,54.0,Team LottoNL-Jumbo,-,0.0,8068.0,PRT,975.0,60.0,Team LottoNL - Jumbo,123,0.0,9206.1,CONT,799.0,39.0,Interpro Stradalli Cycling,-,1.0,5787.5,1,,0,USA,0,0,1,0,A.Vermeulen
321,PRT,109,56.0,Lampre - Merida,87,2.0,9157.8,PRT,475,24.0,Lotto - Soudal,121,0.0,3248.7,PRT,292,36.0,Lotto - Soudal,106,0.0,5466.2,PRT,1062,40.0,Movistar Team,335,0.0,6111.2,2,1.79,1,Spain,0,0,1,0,R.Valls
322,CONT,1558.0,18.0,ONE Pro Cycling,-,0.0,3085.9,PROF,1131.0,47.0,ONE Pro Cycling,-,0.0,7885.7,,,,,,,,,,,,,,,0,,0,Great Britain,0,0,1,0,Y.Barker
323,PROF,957,67.0,CCC Sprandi Polkowice,-,0.0,11236.5,PROF,607,65.0,CCC Sprandi Polkowice,-,1.0,10402.4,PROF,521,77.0,CCC Sprandi Polkowice,-,1.0,12112.6,PROF,247,64.0,CCC Sprandi Polkowice,-,3.0,9718.6,1,,2,Poland,1,0,6,0,L.Owsian
324,PROF,409.0,51.0,Team Novo Nordisk,-,0.0,8331.0,PROF,538.0,60.0,Team Novo Nordisk,-,0.0,9690.8,PROF,1347.0,49.0,Team Novo Nordisk,-,0.0,7557.1,,,,,,,,0,,0,Spain,0,0,0,0,J.Mejias
325,PRT,1610,57.0,Tinkoff - Saxo,-,0.0,9312.0,PRT,-,57.0,Tinkoff,-,0.0,8905.5,CONT,861,35.0,Efapel,-,0.0,5295.4,CONT,1613,30.0,Efapel,-,0.0,4342.6,2,1.72,1,Portugal,0,2,1,0,S.Paulinho
326,PRT,316,79.0,Trek Factory Racing,-,0.0,12207.5,PRT,-,49.0,Trek - Segafredo,-,0.0,7654.6,PROF,1087,62.0,Veranda's Willems - Crelan,-,0.0,10905.1,PROF,1675,54.0,Verandas Willems - Crelan - Charles,-,0.0,8805.5,3,1.82,1,Belgium,0,0,22,0,S.Devolder
327,CONT,195.0,58.0,Team Marseille 13 - KTM,-,1.0,9179.7,PRT,1316.0,68.0,FDJ,-,0.0,11211.2,PRT,552.0,60.0,FDJ,290,1.0,9942.3,PRT,953.0,26.0,Groupama - FDJ,-,0.0,4525.9,2,,1,Lithuania,0,0,6,1,I.Konovalovas
328,PROF,1488.0,55.0,Team Novo Nordisk,-,0.0,8684.2,PROF,1475.0,68.0,Team Novo Nordisk,-,0.0,11278.5,PROF,1735.0,64.0,Team Novo Nordisk,-,0.0,9834.0,PROF,1326.0,45.0,Team Novo Nordisk,-,0.0,6840.1,0,,0,France,0,0,0,0,C.Planet
329,PROF,362,70.0,Bardiani - CSF Pro Team,-,0.0,11368.8,PRT,430,67.0,Team LottoNL-Jumbo,220,0.0,10799.3,PRT,209,73.0,Team LottoNL - Jumbo,183,0.0,12362.0,PRT,156,74.0,Team LottoNL - Jumbo,102,1.0,11417.3,2,,0,Italy,0,0,20,0,E.Battaglin
330,PRT,432,73.0,Tinkoff - Saxo,182,1.0,11459.1,PRT,120,53.0,Tinkoff,127,3.0,8496.5,PRT,243,80.0,Movistar Team,184,0.0,13530.2,PRT,759,71.0,Movistar Team,-,0.0,10871.6,2,1.84,0,Italy,12,0,12,0,D.Bennati
331,PROF,1218.0,52.0,CCC Sprandi Polkowice,-,0.0,8510.5,PROF,866.0,54.0,CCC Sprandi Polkowice,-,0.0,8549.0,CONT,1380.0,29.0,Domin Sport,-,1.0,4166.3,CONT,1675.0,28.0,Wibatech Merx 7R,-,0.0,3853.0,0,,0,Poland,0,0,8,0,J.Marycz
332,CONT,2103.0,39.0,ActiveJet Team,-,0.0,6365.0,PROF,1316.0,38.0,Verva - ActiveJet Pro Cycling Team,-,0.0,5736.9,,,,,,,,,,,,,,,0,,1,Poland,0,1,6,1,L.Bodnar
333,CONT,1058.0,24.0,ONE Pro Cycling,-,1.0,3844.0,PROF,728.0,52.0,ONE Pro Cycling,-,0.0,8531.7,CONT,1237.0,30.0,ONE Pro Cycling,-,1.0,4561.1,CONT,2108.0,34.0,ONE Pro Cycling,-,0.0,4512.4,0,,1,Great Britain,0,2,2,0,P.Williams
334,,3830,21.0,GFDD Altopack,-,0.0,2714.9,,3688,11.0,V.C.Coppi Lunata-Altopack,-,0.0,1703.1,,1901,26.0,Altopack Eppela,-,0.0,3407.4,,-,0.0,Guidon Chalettois,-,0.0,0.0,0,,0,Poland,0,0,0,0,G.Szelag
335,CONT,1342.0,30.0,Domin Sport,-,0.0,4225.8,CONT,992.0,34.0,Dare 2B,-,0.0,5049.4,CONT,1393.0,29.0,Domin Sport,-,0.0,4006.4,,1711.0,31.0,Domin Sport,-,0.0,4190.5,1,,0,Poland,0,0,2,0,A.Detko
336,PROF,1409,44.0,MTN - Qhubeka,-,1.0,6645.5,PRT,-,43.0,Dimension Data,-,0.0,7232.8,PROF,3491,30.0,Aqua Blue Sport,-,0.0,4956.2,PROF,2437,15.0,Aqua Blue Sport,-,0.0,2307.9,1,,1,Ireland,0,0,5,0,M.Brammeier
337,PROF,731.0,64.0,Bardiani - CSF Pro Team,-,0.0,10888.5,PROF,624.0,44.0,Bardiani - CSF,-,0.0,7288.2,PROF,329.0,86.0,Bardiani - CSF,-,1.0,14428.0,PROF,393.0,60.0,Bardiani - CSF,-,0.0,9824.4,0,,0,Italy,0,0,7,0,E.Barbin
338,CONT,1085.0,36.0,Rad-Net Rose Team,-,1.0,5110.3,PROF,630.0,47.0,Verva - ActiveJet Pro Cycling Team,-,0.0,7512.8,PROF,412.0,52.0,CCC Sprandi Polkowice,-,0.0,8171.8,PROF,249.0,57.0,CCC Sprandi Polkowice,-,0.0,8984.6,0,,0,Germany,1,0,0,2,J.Koch
339,PROF,299,65.0,Caja Rural - Seguros RGA,-,2.0,9958.6,PRT,517,64.0,Dimension Data,200,0.0,9964.8,PRT,218,63.0,Team Dimension Data,135,1.0,10104.3,PRT,211,79.0,Astana Pro Team,96,3.0,12055.6,3,,4,Spain,0,1,1,1,O.Fraile
340,PROF,2694.0,51.0,MTN - Qhubeka,-,0.0,7684.0,PRT,3189.0,32.0,Dimension Data,-,0.0,5154.5,PRT,2672.0,45.0,Team Dimension Data,-,0.0,6723.1,,2618.0,9.0,Sampada Cycling Team,-,0.0,986.7,0,,0,Rwanda,0,0,3,0,A.Niyonshuti
341,PROF,2255,47.0,Team Novo Nordisk,-,0.0,6874.6,PROF,-,36.0,Team Novo Nordisk,-,0.0,5679.9,PROF,2924,47.0,Team Novo Nordisk,-,0.0,6497.2,PROF,3594,19.0,Team Novo Nordisk,-,0.0,2101.0,0,,0,Ireland,0,0,0,0,S.Clancy
342,PROF,2045,84.0,MTN - Qhubeka,-,0.0,13190.4,PRT,-,58.0,Dimension Data,-,0.0,9074.3,CONT,-,6.0,Kuwait - Cartucho,-,0.0,902.4,,2707,4.0,Sampada Cycling Team,-,0.0,397.1,1,,0,South Africa,0,0,0,0,S.Jim
343,PRT,1488.0,58.0,IAM Cycling,-,0.0,9137.4,PRT,2435.0,46.0,IAM Cycling,-,0.0,7111.0,,,,,,,,,,,,,,,0,,0,Switzerland,0,0,0,0,M.Aregger
344,CONT,713,45.0,Itera - Katusha,-,2.0,6338.0,PRT,343,72.0,Team Katusha,-,0.0,11001.5,PRT,1057,86.0,Team Katusha - Alpecin,305,0.0,13331.9,PROF,-,5.0,Burgos - BH,-,0.0,879.4,1,,1,Russia,0,0,0,1,M.Mamykin
345,,1355,20.0,C.C. Nogent sur Oise,-,1.0,2979.5,PRT,385,21.0,FDJ,-,2.0,3241.7,PRT,1511,29.0,FDJ,-,0.0,4598.6,PROF,-,18.0,Vital Concept,-,0.0,3240.5,0,,0,France,0,0,5,2,M.Fournier
346,PRT,268.0,65.0,Astana Pro Team,-,0.0,9650.2,PRT,2215.0,53.0,Astana Pro Team,-,0.0,8402.1,PRT,2269.0,79.0,Bahrain - Merida,422,0.0,12424.4,PRT,2832.0,45.0,Bahrain - Merida,354,0.0,6109.0,2,1.70,0,Italy,0,0,1,0,V.Agnoli
347,PROF,821.0,61.0,Team Novo Nordisk,-,0.0,9791.1,PROF,920.0,71.0,Team Novo Nordisk,-,0.0,10779.3,PROF,1758.0,33.0,Team Novo Nordisk,-,0.0,5331.6,PROF,1086.0,39.0,Team Novo Nordisk,-,0.0,6382.0,0,,0,Italy,0,0,0,0,A.Peron
348,PROF,61,94.0,MTN - Qhubeka,-,1.0,15281.5,PRT,82,83.0,Dimension Data,185,0.0,13226.0,PRT,258,73.0,Team Dimension Data,175,0.0,12100.3,PROF,174,82.0,Israel Cycling Academy,-,0.0,13761.4,4,,0,Italy,0,0,6,0,K.Sbaragli
349,PRT,3101.0,69.0,AG2R La Mondiale,-,0.0,10763.5,PRT,3688.0,47.0,AG2R La Mondiale,-,0.0,7001.0,,,,,,,,,,,,,,,0,1.76,1,France,0,0,5,0,B.Kadri
350,PROF,1834.0,43.0,MTN - Qhubeka,-,0.0,6541.2,PROF,2522.0,33.0,ONE Pro Cycling,-,0.0,5233.8,,,,,,,,,,,,,,,4,1.77,0,Australia,4,1,8,0,M.Goss
351,PRT,518.0,70.0,BMC Racing Team,157,2.0,11351.0,PRT,381.0,57.0,BMC Racing Team,-,0.0,9006.3,PRT,1057.0,55.0,BMC Racing Team,319,0.0,9235.5,,,,,,,,0,1.85,0,Italy,0,1,6,0,M.Quinziato
352,PROF,836.0,53.0,Bardiani - CSF Pro Team,-,1.0,8325.4,PROF,1475.0,70.0,Bardiani - CSF,-,0.0,11012.1,PROF,1347.0,54.0,Bardiani - CSF,-,0.0,8830.9,,,,,,,,0,,0,Italy,0,1,8,0,N.Boem
353,PROF,3301.0,51.0,Bardiani - CSF Pro Team,-,0.0,7919.4,PROF,1239.0,52.0,Bardiani - CSF,-,0.0,8281.3,PROF,3265.0,52.0,Bardiani - CSF,-,0.0,8465.0,PROF,675.0,64.0,Bardiani - CSF,-,1.0,10083.3,1,,0,Italy,0,0,7,0,A.Tonelli
354,PROF,1203.0,9.0,Bardiani - CSF Pro Team,-,0.0,1506.5,PROF,985.0,64.0,Bardiani - CSF,-,0.0,10062.1,PROF,896.0,84.0,Bardiani - CSF,-,0.0,13658.3,PROF,612.0,62.0,Bardiani - CSF,-,2.0,9736.7,0,,1,Italy,0,1,5,0,M.Maestri
355,PROF,509.0,67.0,Team Novo Nordisk,-,0.0,10113.1,PROF,1037.0,64.0,Team Novo Nordisk,-,0.0,9704.7,PROF,1285.0,39.0,Team Novo Nordisk,-,0.0,6462.4,,,,,,,,0,,0,Netherlands,0,0,0,0,M.Verschoor
356,PROF,2789.0,61.0,Team Novo Nordisk,-,0.0,9549.3,PROF,2047.0,71.0,Team Novo Nordisk,-,0.0,10950.8,PROF,4203.0,55.0,Team Novo Nordisk,-,0.0,7790.7,PROF,3964.0,29.0,Team Novo Nordisk,-,0.0,3811.7,0,,0,Australia,0,0,0,0,C.Williams
357,PROF,1314.0,37.0,Bardiani - CSF Pro Team,-,0.0,5846.4,PROF,330.0,74.0,Bardiani - CSF,-,0.0,11433.8,PROF,609.0,63.0,Bardiani - CSF,-,0.0,10293.3,PROF,261.0,64.0,Bardiani - CSF,-,1.0,10444.5,1,,0,Italy,0,0,16,0,P.Simion
358,PRT,354,70.0,Team Giant - Alpecin,-,0.0,11462.9,PRT,322,64.0,Team Giant - Alpecin,220,1.0,10095.5,PRT,1268,34.0,Team Sunweb,-,0.0,5410.2,PROF,786,32.0,Verandas Willems - Crelan - Charles,-,0.0,5471.4,2,,0,Belgium,0,1,3,0,Z.Waeytens
359,PRT,1834.0,59.0,Lampre - Merida,-,0.0,8702.8,PRT,1048.0,76.0,Lampre - Merida,-,0.0,11606.5,,,,,,,,,,,,,,,0,,0,Portugal,0,0,0,0,M.Costa
360,PROF,94,70.0,Bardiani - CSF Pro Team,-,3.0,11617.6,PROF,19,72.0,Bardiani - CSF,-,7.0,12126.6,PRT,32,80.0,Bahrain - Merida,41,3.0,13695.6,PRT,20,67.0,Bahrain - Merida,45,4.0,11040.4,3,,0,Italy,0,0,23,1,S.Colbrelli
361,PRT,1355,63.0,Team LottoNL-Jumbo,-,0.0,9964.2,PRT,873,60.0,Team LottoNL-Jumbo,-,0.0,9495.2,PRT,1901,61.0,Team LottoNL - Jumbo,-,0.0,10006.3,PRT,1100,73.0,Team LottoNL - Jumbo,403,0.0,10673.4,0,1.85,0,Netherlands,0,0,2,1,T.Leezer
362,PRT,665.0,59.0,Astana Pro Team,-,0.0,9221.9,PRT,1609.0,58.0,Astana Pro Team,-,0.0,9069.6,PRT,606.0,73.0,Astana Pro Team,374,1.0,11046.0,PRT,1949.0,47.0,Astana Pro Team,403,0.0,7765.8,2,,2,Kazakhstan,0,0,1,1,B.Kozhatayev
363,PRT,1588,33.0,Lotto - Soudal,-,0.0,5522.7,PRT,490,62.0,Lotto - Soudal,-,0.0,9278.8,PRT,453,35.0,Lotto - Soudal,321,0.0,5306.6,PRT,998,63.0,Team Sunweb,280,0.0,9484.2,5,,0,Belgium,1,1,3,1,L.Vervaeke
364,PRT,541,89.0,BMC Racing Team,-,0.0,13572.8,PRT,497,79.0,BMC Racing Team,158,0.0,12202.3,PRT,679,68.0,BMC Racing Team,271,0.0,10608.9,PRT,547,68.0,BMC Racing Team,301,0.0,10288.8,1,1.76,0,Switzerland,1,0,1,0,D.Wyss
365,PRT,1164,29.0,FDJ,-,0.0,4741.5,PRT,360,67.0,FDJ,-,0.0,10878.5,PROF,398,66.0,Wanty - Groupe Gobert,-,0.0,11330.3,PROF,574,65.0,Wanty - Groupe Gobert,-,0.0,10866.2,3,1.89,0,France,0,0,1,0,Y.Offredo
366,PRT,52,66.0,Team Sky,106,8.0,10606.1,PRT,175,56.0,Team Sky,141,2.0,8957.1,PRT,18,79.0,Team Sky,35,10.0,12161.7,PRT,5,81.0,Quick-Step Floors,6,17.0,12973.9,9,1.78,0,Italy,8,0,24,1,E.Viviani
367,PRT,85.0,58.0,Astana Pro Team,196,3.0,8753.4,PRT,196.0,68.0,Team Katusha,132,3.0,10492.7,PRT,467.0,90.0,Team Katusha - Alpecin,232,0.0,13581.2,PROF,154.0,56.0,Direct Energie,-,0.0,8793.8,5,,1,Estonia,0,0,6,3,R.Taaramäe
368,PRT,1058.0,15.0,GFDD Altopack,-,0.0,2425.2,,1357.0,17.0,GFFD Altopack,-,0.0,2460.4,CONT,830.0,47.0,Leopard Pro Cycling,-,1.0,7258.9,CONT,686.0,46.0,Leopard Pro Cycling,-,1.0,6918.5,0,,0,Poland,0,0,7,0,S.Rekita
369,PROF,294.0,45.0,MGFSO,-,8.0,6158.6,PROF,418.0,47.0,Gazprom - RusVelo,-,0.0,7824.7,PROF,456.0,62.0,Gazprom - RusVelo,-,1.0,10422.5,PROF,3594.0,2.0,Gazprom - RusVelo,-,0.0,325.0,2,,0,Russia,2,0,2,1,I.Savitsky
370,PRT,1110,61.0,Orica - GreenEDGE,-,0.0,9073.5,PRT,730,61.0,Orica - BikeExchange,-,1.0,9451.1,PRT,1237,53.0,Orica - Scott,-,0.0,8812.0,PRT,2047,47.0,Mitchelton - Scott,-,0.0,6880.7,1,1.80,0,Canada,0,0,21,0,S.Tuft
371,PROF,-,29.0,Team Novo Nordisk,-,0.0,4668.8,PROF,-,18.0,Team Novo Nordisk,-,0.0,2863.0,,,,,,,,,,,,,,,0,,0,France,0,0,0,0,N.Lefrancois
372,PRT,3,77.0,Tinkoff - Saxo,17,8.0,12134.7,PRT,1,70.0,Tinkoff,1,14.0,11435.3,PRT,7,56.0,Bora - Hansgrohe,4,12.0,8894.3,PRT,3,79.0,Bora - Hansgrohe,2,7.0,12571.0,43,1.84,0,Slovakia,36,0,33,5,P.Sagan
373,PRT,54,76.0,Trek Factory Racing,105,4.0,12202.0,PRT,123,59.0,Team Sky,89,4.0,9048.2,PRT,239,48.0,Team Sky,154,3.0,7266.9,PRT,49,78.0,Team LottoNL - Jumbo,126,3.0,12255.0,6,1.84,0,Netherlands,3,1,4,0,D.Van Poppel
374,,1355.0,3.0,Team Colpack,-,1.0,501.2,,1173.0,17.0,Team Colpack,-,0.0,2672.7,PRT,241.0,59.0,Astana Pro Team,370,0.0,9782.6,PRT,183.0,60.0,Astana Pro Team,-,2.0,9307.9,3,,0,Italy,0,0,17,0,R.Minali
375,PRT,259,57.0,Team Cannondale - Garmin,196,0.0,8898.3,PRT,239,64.0,Dimension Data,85,1.0,9738.6,PRT,126,44.0,Team Dimension Data,49,0.0,7342.0,PRT,115,53.0,Team Katusha - Alpecin,73,1.0,8013.2,5,1.78,2,Australia,1,1,4,1,N.Haas
376,PRT,40,92.0,Lotto - Soudal,78,4.0,15382.7,PRT,87,69.0,Lotto - Soudal,185,1.0,11689.7,PRT,149,64.0,Lotto - Soudal,150,2.0,10488.3,PRT,110,70.0,Lotto - Soudal,96,1.0,12174.7,3,1.83,0,Belgium,2,0,10,1,J.Debusschere
377,,,,,,,,PROF,655.0,29.0,CCC Sprandi Polkowice,-,1.0,4002.9,PROF,247.0,52.0,CCC Sprandi Polkowice,-,5.0,7821.9,PROF,722.0,23.0,CCC Sprandi Polkowice,-,0.0,3762.8,7,,0,Poland,2,0,5,1,A.Banaszek
378,PRT,534,40.0,IAM Cycling,-,1.0,6661.6,PRT,106,60.0,IAM Cycling,132,1.0,9668.1,PRT,1412,31.0,AG2R La Mondiale,-,0.0,4801.1,PROF,278,54.0,Israel Cycling Academy,-,0.0,8005.0,13,,0,Norway,3,0,5,2,S.Holst Enger
379,PRT,146.0,56.0,Team Katusha,182,0.0,9204.6,PRT,191.0,50.0,Team Katusha,158,1.0,8045.1,PROF,621.0,63.0,Gazprom - RusVelo,-,0.0,10242.2,,,,,,,,2,1.69,0,Russia,1,0,4,0,A.Tsatevitch
380,PROF,198,66.0,Caja Rural - Seguros RGA,-,1.0,10350.7,PROF,195,59.0,Caja Rural - Seguros RGA,-,3.0,9040.1,PRT,322,68.0,Team Katusha - Alpecin,187,2.0,10961.9,PRT,174,79.0,Team Katusha - Alpecin,139,0.0,12400.2,5,,1,Portugal,0,0,5,1,J.Goncalves
381,PRT,297.0,62.0,Team Katusha,169,0.0,9971.8,PRT,173.0,67.0,Team Katusha,190,1.0,11087.6,PROF,477.0,51.0,Gazprom - RusVelo,-,0.0,8757.6,PROF,727.0,47.0,Gazprom - RusVelo,-,0.0,7483.7,1,1.85,0,Russia,1,0,2,0,A.Porsev
382,PRT,155,81.0,Lampre - Merida,112,1.0,12566.8,PRT,191,68.0,Movistar Team,175,0.0,9994.7,PRT,330,69.0,Movistar Team,242,0.0,10583.3,PRT,282,64.0,Movistar Team,246,0.0,9941.2,8,1.80,1,Portugal,0,0,6,0,N.Oliveira
383,PRT,68,81.0,Astana Pro Team,146,1.0,12824.6,PRT,58,89.0,Astana Pro Team,125,2.0,13743.7,PRT,86,91.0,Astana Pro Team,120,1.0,14696.7,PRT,59,66.0,Astana Pro Team,109,3.0,10668.4,6,,1,Spain,0,0,14,3,L.León Sánchez
