,name,nation,age,height,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,biker_sys_nr,team_sys_nr,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,date,stage_type,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
1878,S.Clancy,Ireland,24,,Team Novo Nordisk,2016,4,176,19834.0,177,64243.0,0,0,0,0,0,0,18129,8462,1,5,2016.0,149,332.2,999,10879.0,212848.4,999999.0,144,330.4,999,10879.0,228485.0,999999.0,0.0,0.0,176,452.6666666666667,999,19834.0,347115.6666666667,999999.0,177,452.6666666666667,999,44409.0,369550.3333333333,999999.0,0.0,0.0,0.0,0.0,PROF,2255,47.0,Team Novo Nordisk,-,0.0,6874.6,PROF,-,36.0,Team Novo Nordisk,-,0.0,5679.9,PROF,2924,47.0,Team Novo Nordisk,-,0.0,6497.2,PROF,3512,19.0,Team Novo Nordisk,-,0.0,2101.0,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1879,S.Jim,South Africa,26,,Dimension Data,2016,4,145,19548.0,151,63820.0,0,0,0,0,1,0,8239,10078,1,6,2016.0,94,138.0,182,2123.0,15030.5,24240.0,94,137.33333333333334,167,10879.0,53360.0,90183.0,0.0,0.0,94,111.33333333333333,145,2123.0,15303.666666666666,24240.0,94,114.0,151,63820.0,80687.66666666667,90183.0,0.0,0.0,0.0,0.0,PROF,2045,84.0,MTN - Qhubeka,-,0.0,13190.4,PRT,-,58.0,Dimension Data,-,0.0,9074.3,CONT,-,6.0,Kuwait - Cartucho,-,0.0,902.4,,2630,4.0,Sampada Cycling Team,-,0.0,397.1,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1880,M.Aregger,Switzerland,26,,IAM Cycling,2016,4,128,19548.0,148,63741.0,0,0,0,0,0,0,6263,6417,1,6,2016.0,57,125.66666666666667,184,1980.0,14993.5,24240.0,92,135.16666666666666,169,10879.0,53283.5,89961.0,0.0,0.0,57,89.33333333333333,128,1980.0,15256.0,24240.0,92,112.0,148,63741.0,80561.0,89961.0,0.0,0.0,0.0,0.0,PRT,1488.0,58.0,IAM Cycling,-,0.0,9137.4,PRT,2435.0,46.0,IAM Cycling,-,0.0,7111.0,,,,,,,,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1881,M.Mamykin,Russia,22,,Team Katusha,2016,4,108,18776.0,97,62538.0,1,0,0,1,1,0,20705,8441,2,13,2016.5384615384614,9,91.07692307692308,157,1899.0,14341.153846153846,21774.0,13,83.38461538461539,158,10576.0,53334.230769230766,100224.0,1.0,0.0,45,73.33333333333333,125,11531.0,14345.666666666666,18659.0,64,84.66666666666667,112,68718.0,85439.66666666667,100224.0,0.0,0.0,0.07692307692307693,0.0,CONT,713,45.0,Itera - Katusha,-,2.0,6338.0,PRT,343,72.0,Team Katusha,-,0.0,11001.5,PRT,1057,86.0,Team Katusha - Alpecin,305,0.0,13331.9,PROF,-,5.0,Burgos - BH,-,0.0,879.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1882,M.Fournier,France,22,,FDJ,2016,4,163,19834.0,176,64239.0,0,0,0,2,0,5,19766,8437,2,11,2016.5454545454545,92,299.1818181818182,999,10576.0,194030.27272727274,999999.0,40,288.27272727272725,999,10576.0,212868.63636363635,999999.0,0.0,0.0,135,425.0,999,11860.0,344100.6666666667,999999.0,139,426.3333333333333,999,58233.0,376108.3333333333,999999.0,0.0,0.0,0.0,0.0,PRT,1355,20.0,C.C. Nogent sur Oise,-,1.0,2979.5,PRT,385,21.0,FDJ,-,2.0,3241.7,PRT,1511,29.0,FDJ,-,0.0,4598.6,PROF,-,18.0,Vital Concept,-,0.0,3240.5,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1883,V.Agnoli,Italy,31,1.70,Astana Pro Team,2016,4,155,19834.0,169,64124.0,0,0,0,0,1,1,776,10073,2,12,2017.1666666666667,43,249.0,999,10751.0,178309.0,999999.0,41,248.0,999,10751.0,199839.5,999999.0,0.0,0.0,49,372.3333333333333,999,12491.0,341881.3333333333,999999.0,41,368.0,999,63094.0,379558.6666666667,999999.0,0.0,0.0,0.0,0.0,PRT,268.0,65.0,Astana Pro Team,-,0.0,9650.2,PRT,2215.0,53.0,Astana Pro Team,-,0.0,8402.1,PRT,2269.0,79.0,Bahrain - Merida,422,0.0,12424.4,PRT,2754.0,43.0,Bahrain - Merida,352,0.0,5856.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1884,A.Peron,Italy,28,,Team Novo Nordisk,2016,4,999,999999.0,999,999999.0,0,0,0,0,0,0,23358,8462,2,10,2016.6,101,315.2,999,10576.0,211490.7,999999.0,101,317.8,999,10576.0,227882.1,999999.0,0.0,0.0,131,424.3333333333333,999,11914.0,344114.0,999999.0,144,430.0,999,58586.0,376361.6666666667,999999.0,0.0,0.0,0.0,0.0,PROF,821.0,61.0,Team Novo Nordisk,-,0.0,9791.1,PROF,920.0,71.0,Team Novo Nordisk,-,0.0,10779.3,PROF,1758.0,33.0,Team Novo Nordisk,-,0.0,5331.6,PROF,1045.0,38.0,Team Novo Nordisk,-,0.0,6171.2,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1885,K.Sbaragli,Italy,26,,Dimension Data,2016,4,9,18776.0,39,62397.0,0,0,0,0,4,6,10862,10078,2,11,2016.5454545454545,4,236.1818181818182,999,10576.0,193693.81818181818,999999.0,39,255.54545454545453,999,10576.0,212295.72727272726,999999.0,3.0,0.0,61,385.3333333333333,999,10873.0,343733.6666666667,999999.0,84,390.6666666666667,999,57364.0,375200.0,999999.0,0.0,0.0,0.2727272727272727,0.0,PROF,61,94.0,MTN - Qhubeka,-,1.0,15281.5,PRT,82,83.0,Dimension Data,185,0.0,13226.0,PRT,258,73.0,Team Dimension Data,175,0.0,12100.3,PROF,191,78.0,Israel Cycling Academy,-,0.0,12983.0,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,1
1886,B.Kadri,France,30,1.76,AG2R La Mondiale,2016,4,999,999999.0,999,999999.0,1,0,0,0,0,5,845,10072,1,4,2016.0,130,359.75,999,10879.0,261035.25,999999.0,140,362.25,999,10879.0,269478.75,999999.0,0.0,0.0,130,425.0,999,12016.0,344420.6666666667,999999.0,140,428.3333333333333,999,22895.0,355678.6666666667,999999.0,0.0,0.0,0.0,0.0,PRT,3101.0,69.0,AG2R La Mondiale,-,0.0,10763.5,PRT,3688.0,47.0,AG2R La Mondiale,-,0.0,7001.0,,,,,,,,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1887,M.Goss,Australia,30,1.77,ONE Pro Cycling,2016,4,181,19834.0,182,64285.0,0,4,1,0,4,8,512,10462,1,5,2016.0,165,342.8,999,10879.0,212856.8,999999.0,165,344.8,999,10879.0,228538.2,999999.0,0.0,0.0,176,452.0,999,19834.0,347069.0,999999.0,182,456.3333333333333,999,44451.0,369578.3333333333,999999.0,0.0,0.0,0.0,0.0,PROF,1834.0,43.0,MTN - Qhubeka,-,0.0,6541.2,PROF,2522.0,33.0,ONE Pro Cycling,-,0.0,5233.8,,,,,,,,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1888,M.Quinziato,Italy,37,1.85,BMC Racing Team,2016,4,97,18776.0,88,62443.0,0,0,1,0,0,6,362,10075,1,5,2016.0,65,294.8,999,10879.0,212488.4,999999.0,88,299.8,999,10879.0,227976.6,999999.0,0.0,0.0,65,387.0,999,18776.0,346515.6666666667,999999.0,88,395.0,999,43667.0,368703.0,999999.0,0.0,0.0,0.0,0.0,PRT,518.0,70.0,BMC Racing Team,157,2.0,11351.0,PRT,381.0,57.0,BMC Racing Team,-,0.0,9006.3,PRT,1057.0,55.0,BMC Racing Team,319,0.0,9235.5,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1889,N.Boem,Italy,27,,Bardiani - CSF,2016,4,153,19834.0,167,64102.0,0,0,1,0,0,8,6518,6430,1,5,2016.0,153,331.2,999,10879.0,212820.2,999999.0,161,331.4,999,10879.0,228438.0,999999.0,0.0,0.0,153,438.3333333333333,999,19834.0,347053.0,999999.0,161,442.3333333333333,999,44268.0,369456.3333333333,999999.0,0.0,0.0,0.0,0.0,PROF,836.0,53.0,Bardiani - CSF Pro Team,-,1.0,8325.4,PROF,1475.0,70.0,Bardiani - CSF,-,0.0,11012.1,PROF,1347.0,54.0,Bardiani - CSF,-,0.0,8830.9,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1890,A.Tonelli,Italy,24,,Bardiani - CSF,2016,4,119,18958.0,125,63189.0,0,0,0,0,1,7,20471,6430,1,5,2016.0,119,320.0,999,10879.0,212637.6,999999.0,125,320.0,999,10879.0,228240.6,999999.0,0.0,0.0,119,424.6666666666667,999,18958.0,346761.0,999999.0,125,427.3333333333333,999,44231.0,369139.6666666667,999999.0,0.0,0.0,0.0,0.0,PROF,3301.0,51.0,Bardiani - CSF Pro Team,-,0.0,7919.4,PROF,1239.0,52.0,Bardiani - CSF,-,0.0,8281.3,PROF,3265.0,52.0,Bardiani - CSF,-,0.0,8465.0,PROF,640.0,61.0,Bardiani - CSF,-,1.0,9455.0,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1891,M.Maestri,Italy,25,,Bardiani - CSF,2016,4,37,18776.0,86,62421.0,1,0,1,0,0,5,22010,6430,1,6,2016.0,14,73.83333333333333,169,1871.0,14366.0,21904.0,13,83.83333333333333,169,10879.0,51723.166666666664,86196.0,0.0,0.0,14,30.0,39,1871.0,14183.666666666666,21904.0,13,37.666666666666664,86,62421.0,77647.33333333333,86196.0,0.0,0.0,0.0,0.0,PROF,1203.0,9.0,Bardiani - CSF Pro Team,-,0.0,1506.5,PROF,985.0,64.0,Bardiani - CSF,-,0.0,10062.1,PROF,896.0,84.0,Bardiani - CSF,-,0.0,13658.3,PROF,706.0,60.0,Bardiani - CSF,-,2.0,9349.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1892,M.Verschoor,Netherlands,31,,Team Novo Nordisk,2016,4,161,19834.0,179,64265.0,0,0,0,0,0,0,3210,8462,2,11,2016.5454545454545,89,300.3636363636364,999,10576.0,194021.81818181818,999999.0,124,304.90909090909093,999,10576.0,212839.81818181818,999999.0,0.0,0.0,89,410.6666666666667,999,11914.0,344080.6666666667,999999.0,137,424.6666666666667,999,58063.0,376013.0,999999.0,0.0,0.0,0.0,0.0,PROF,509.0,67.0,Team Novo Nordisk,-,0.0,10113.1,PROF,1037.0,64.0,Team Novo Nordisk,-,0.0,9704.7,PROF,1285.0,39.0,Team Novo Nordisk,-,0.0,6462.4,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1893,C.Williams,Australia,35,,Team Novo Nordisk,2016,4,160,19834.0,184,64320.0,0,0,0,0,0,0,7632,8462,2,12,2016.5833333333333,123,290.8333333333333,999,10720.0,179545.91666666666,999999.0,127,297.0833333333333,999,10720.0,202728.33333333334,999999.0,0.0,0.0,123,419.0,999,11854.0,343957.3333333333,999999.0,127,422.3333333333333,999,70214.0,386815.3333333333,999999.0,0.0,0.0,0.0,0.0,PROF,2789.0,61.0,Team Novo Nordisk,-,0.0,9549.3,PROF,2047.0,71.0,Team Novo Nordisk,-,0.0,10950.8,PROF,4203.0,55.0,Team Novo Nordisk,-,0.0,7790.7,PROF,3885.0,29.0,Team Novo Nordisk,-,0.0,3811.7,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1894,P.Simion,Italy,24,,Bardiani - CSF,2016,4,152,19834.0,166,64098.0,0,0,0,0,1,16,14160,6430,1,6,2016.0,63,119.16666666666667,173,1928.0,15044.333333333334,24240.0,96,138.33333333333334,176,10920.0,53462.666666666664,90266.0,0.0,0.0,63,95.0,152,1928.0,15334.0,24240.0,96,120.33333333333333,166,64098.0,80900.66666666667,90266.0,0.0,0.0,0.0,0.0,PROF,1314.0,37.0,Bardiani - CSF Pro Team,-,0.0,5846.4,PROF,330.0,74.0,Bardiani - CSF,-,0.0,11433.8,PROF,609.0,63.0,Bardiani - CSF,-,0.0,10293.3,PROF,258.0,63.0,Bardiani - CSF,-,1.0,10253.5,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1895,Z.Waeytens,Belgium,25,,Team Giant - Alpecin,2016,4,6,18776.0,116,63027.0,0,0,1,0,2,3,6097,6422,1,6,2016.0,6,108.0,175,1931.0,14866.333333333334,24240.0,81,129.16666666666666,178,10939.0,52934.5,89198.0,1.0,0.0,6,59.0,100,1931.0,14982.333333333334,24240.0,81,92.66666666666667,116,63027.0,79830.66666666667,89198.0,1.0,0.0,0.16666666666666666,0.0,PRT,354,70.0,Team Giant - Alpecin,-,0.0,11462.9,PRT,322,64.0,Team Giant - Alpecin,220,1.0,10095.5,PRT,1268,34.0,Team Sunweb,-,0.0,5410.2,PROF,744,32.0,Verandas Willems - Crelan - Charles,-,0.0,5471.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,1
1896,M.Costa,Portugal,31,,Lampre - Merida,2016,4,157,19834.0,175,64231.0,0,0,0,0,0,0,11262,6418,1,5,2016.0,157,337.4,999,10956.0,212846.0,999999.0,175,342.6,999,10956.0,228521.2,999999.0,0.0,0.0,157,443.0,999,19834.0,347069.0,999999.0,175,450.6666666666667,999,44397.0,369542.3333333333,999999.0,0.0,0.0,0.0,0.0,PRT,1834.0,59.0,Lampre - Merida,-,0.0,8702.8,PRT,1048.0,76.0,Lampre - Merida,-,0.0,11606.5,,,,,,,,,,,,,,,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1897,S.Colbrelli,Italy,26,,Bardiani - CSF,2016,4,114,18816.0,118,63126.0,0,0,0,1,3,22,2338,6430,1,6,2016.0,55,278.5,999,10958.0,181227.5,999999.0,83,288.0,999,10958.0,204790.5,999999.0,0.0,0.0,55,389.3333333333333,999,18816.0,347685.0,999999.0,83,400.0,999,63126.0,383497.0,999999.0,0.0,0.0,0.0,0.0,PROF,94,70.0,Bardiani - CSF Pro Team,-,3.0,11617.6,PROF,19,72.0,Bardiani - CSF,-,7.0,12126.6,PRT,32,80.0,Bahrain - Merida,41,3.0,13695.6,PRT,23,65.0,Bahrain - Merida,42,3.0,10653.1,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1898,T.Leezer,Netherlands,31,1.85,Team LottoNL-Jumbo,2016,4,177,19834.0,136,63616.0,0,0,0,1,0,2,368,6425,2,12,2017.1666666666667,31,185.5,999,10751.0,96137.75,999999.0,82,191.66666666666666,999,10751.0,124119.58333333333,999999.0,0.0,0.0,71,85.33333333333333,100,12491.0,13147.0,13682.0,83,92.66666666666667,101,63865.0,76753.0,90038.0,0.0,0.0,0.0,0.0,PRT,1355,63.0,Team LottoNL-Jumbo,-,0.0,9964.2,PRT,873,60.0,Team LottoNL-Jumbo,-,0.0,9495.2,PRT,1901,61.0,Team LottoNL - Jumbo,-,0.0,10006.3,PRT,1058,73.0,Team LottoNL - Jumbo,401,0.0,10673.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1899,B.Kozhatayev,Kazakhstan,24,,Astana Pro Team,2016,4,94,18776.0,124,63181.0,2,0,0,1,2,1,18571,10073,1,5,2016.0,94,323.6,999,10879.0,212636.8,999999.0,124,322.0,999,10879.0,228271.0,999999.0,0.0,0.0,94,427.6666666666667,999,18776.0,346763.0,999999.0,124,434.6666666666667,999,44405.0,369195.0,999999.0,0.0,0.0,0.0,0.0,PRT,665.0,59.0,Astana Pro Team,-,0.0,9221.9,PRT,1609.0,58.0,Astana Pro Team,-,0.0,9069.6,PRT,606.0,73.0,Astana Pro Team,374,1.0,11046.0,PRT,1897.0,47.0,Astana Pro Team,401,0.0,7765.8,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1900,L.Vervaeke,Belgium,23,,Lotto - Soudal,2016,4,178,19834.0,150,63792.0,0,1,1,1,5,3,8078,10080,2,13,2017.076923076923,16,99.38461538461539,185,1836.0,13698.23076923077,23031.0,67,102.53846153846153,186,10751.0,51032.61538461538,89418.0,0.0,0.0,55,76.33333333333333,95,12087.0,13043.0,13774.0,68,71.33333333333333,78,63557.0,76206.33333333333,89418.0,0.0,0.0,0.0,0.0,PRT,1588,33.0,Lotto - Soudal,-,0.0,5522.7,PRT,490,62.0,Lotto - Soudal,-,0.0,9278.8,PRT,453,35.0,Lotto - Soudal,321,0.0,5306.6,PRT,974,57.0,Team Sunweb,274,0.0,8534.2,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1901,D.Wyss,Switzerland,31,1.76,BMC Racing Team,2016,4,106,18776.0,101,62579.0,0,1,0,0,1,1,912,10075,2,12,2017.1666666666667,54,176.0,999,10751.0,95951.66666666667,999999.0,55,178.58333333333334,999,10751.0,123761.5,999999.0,0.0,0.0,54,69.66666666666667,97,12087.0,12945.333333333334,13481.0,55,59.0,66,63274.0,75825.66666666667,88842.0,0.0,0.0,0.0,0.0,PRT,541,89.0,BMC Racing Team,-,0.0,13572.8,PRT,497,79.0,BMC Racing Team,158,0.0,12202.3,PRT,679,68.0,BMC Racing Team,271,0.0,10608.9,PRT,517,62.0,BMC Racing Team,295,0.0,9338.8,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1902,Y.Offredo,France,30,1.89,FDJ,2016,4,18,18776.0,70,62397.0,0,0,0,0,3,1,858,8437,1,5,2016.0,18,266.2,999,10879.0,212479.2,999999.0,70,290.8,999,10879.0,227949.0,999999.0,0.0,0.0,18,345.6666666666667,999,18776.0,346515.6666666667,999999.0,70,385.3333333333333,999,43621.0,368672.3333333333,999999.0,0.0,0.0,0.0,0.0,PRT,1164,29.0,FDJ,-,0.0,4741.5,PRT,360,67.0,FDJ,-,0.0,10878.5,PROF,398,66.0,Wanty - Groupe Gobert,-,0.0,11330.3,PROF,600,62.0,Wanty - Groupe Gobert,-,0.0,10267.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1903,E.Viviani,Italy,27,1.78,Team Sky,2016,4,135,19548.0,149,63778.0,0,8,0,1,9,24,1310,10086,1,5,2016.0,2,293.4,999,11019.0,212756.6,999999.0,149,334.4,999,11019.0,228401.8,999999.0,1.0,0.0,135,425.3333333333333,999,19548.0,346931.3333333333,999999.0,149,435.0,999,44230.0,369335.6666666667,999999.0,0.0,0.0,0.2,0.0,PRT,52,66.0,Team Sky,106,8.0,10606.1,PRT,175,56.0,Team Sky,141,2.0,8957.1,PRT,18,79.0,Team Sky,35,10.0,12161.7,PRT,4,81.0,Quick-Step Floors,6,17.0,12973.9,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1904,R.Taaramäe,Estonia,29,,Team Katusha,2016,4,46,18776.0,79,62397.0,1,0,0,3,5,6,346,8441,1,6,2016.0,40,83.33333333333333,190,1872.0,14751.5,24240.0,54,97.0,173,10879.0,52482.0,88509.0,0.0,0.0,40,58.0,88,1872.0,14962.666666666666,24240.0,54,65.33333333333333,79,62397.0,79181.0,88509.0,0.0,0.0,0.0,0.0,PRT,85.0,58.0,Astana Pro Team,196,3.0,8753.4,PRT,196.0,68.0,Team Katusha,132,3.0,10492.7,PRT,467.0,90.0,Team Katusha - Alpecin,232,0.0,13581.2,PROF,182.0,54.0,Direct Energie,-,0.0,8393.4,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1905,S.Rekita,Poland,22,,GFFD Altopack,2016,4,132,19548.0,152,63830.0,0,0,0,0,0,7,16680,6703,1,5,2016.0,125,317.4,999,11019.0,212765.8,999999.0,152,338.0,999,11019.0,228433.0,999999.0,0.0,0.0,125,418.6666666666667,999,19548.0,346931.3333333333,999999.0,152,438.3333333333333,999,44282.0,369370.3333333333,999999.0,0.0,0.0,0.0,0.0,PRT,1058.0,15.0,GFDD Altopack,-,0.0,2425.2,,1357.0,17.0,GFFD Altopack,-,0.0,2460.4,CONT,830.0,47.0,Leopard Pro Cycling,-,1.0,7258.9,CONT,650.0,44.0,Leopard Pro Cycling,-,1.0,6513.7,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1906,S.Tuft,Canada,39,1.80,Orica - BikeExchange,2016,4,184,19834.0,183,64287.0,0,0,0,0,1,21,304,6421,1,6,2016.0,7,126.0,197,1810.0,14854.666666666666,23031.0,78,153.83333333333334,196,11021.0,53268.833333333336,89128.0,1.0,0.0,7,80.33333333333333,184,1810.0,14891.666666666666,23031.0,78,114.33333333333333,183,64287.0,80244.33333333333,89128.0,1.0,0.0,0.16666666666666666,0.0,PRT,1110,61.0,Orica - GreenEDGE,-,0.0,9073.5,PRT,730,61.0,Orica - BikeExchange,-,1.0,9451.1,PRT,1237,53.0,Orica - Scott,-,0.0,8812.0,PRT,1992,47.0,Mitchelton - Scott,-,0.0,6880.7,2016-07-15,hilly,2,218.0,Rzeszów,21.0,50, NW,4,7,4,0
1907,R.Maikin,Russia,26,,Gazprom - RusVelo,2016,5,999,999999.0,999,999999.0,0,2,0,0,2,0,14004,10098,3,17,2015.8235294117646,2,215.64705882352942,999,10576.0,189751.35294117648,999999.0,2,212.05882352941177,999,10576.0,212703.17647058822,999999.0,2.0,0.0,120,415.3333333333333,999,11649.0,343756.6666666667,999999.0,118,416.6666666666667,999,69665.0,386317.0,999999.0,0.0,0.0,0.11764705882352941,0.0,PROF,301.0,54.0,RusVelo,-,1.0,8473.1,PROF,161.0,63.0,Gazprom - RusVelo,-,2.0,10287.0,PROF,428.0,52.0,Gazprom - RusVelo,-,0.0,8936.9,PROF,756.0,44.0,Gazprom - RusVelo,-,0.0,7349.7,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
1908,M.Mori,Italy,36,1.72,Lampre - Merida,2016,5,46,23031.0,39,85428.0,0,0,0,0,0,4,492,6418,3,20,2014.95,3,99.05,999,1916.0,64551.9,999999.0,3,88.85,999,9801.0,104339.8,999999.0,1.0,0.0,46,66.66666666666667,79,1963.0,14590.0,23031.0,39,41.333333333333336,45,62397.0,78405.33333333333,87391.0,0.0,0.0,0.05,0.0,PRT,640.0,73.0,Lampre - Merida,-,0.0,11960.4,PRT,375.0,70.0,Lampre - Merida,-,0.0,11537.7,PRT,1257.0,55.0,UAE Team Emirates,330,0.0,8602.1,PRT,1174.0,65.0,UAE Team Emirates,295,0.0,10322.1,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
1909,N.Maes,Belgium,30,1.90,Etixx - Quick Step,2016,5,999,999999.0,999,999999.0,0,1,0,1,0,4,762,6415,2,12,2014.8333333333333,6,139.58333333333334,999,1976.0,97913.66666666667,999999.0,8,140.58333333333334,999,10870.0,136984.91666666666,999999.0,3.0,0.0,29,377.6666666666667,999,18776.0,346525.3333333333,999999.0,85,392.3333333333333,999,43641.0,368685.6666666667,999999.0,0.0,0.0,0.25,0.0,PRT,243,83.0,Etixx - Quick Step,182,0.0,13853.0,PRT,648,53.0,Etixx - Quick Step,-,0.0,9654.4,PRT,541,66.0,Lotto - Soudal,197,0.0,11288.0,PRT,847,55.0,Lotto - Soudal,287,0.0,9365.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
1910,D.Formolo,Italy,24,1.81,Cannondale - Drapac,2016,5,2,21670.0,2,84059.0,0,0,0,1,7,3,11011,8434,4,27,2015.7407407407406,2,37.22222222222222,86,1872.0,13959.888888888889,21670.0,2,23.555555555555557,78,9793.0,56706.03703703704,109117.0,6.0,0.0,3,14.0,23,11776.0,12659.666666666666,13154.0,8,11.0,14,63053.0,75252.0,87874.0,1.0,0.0,0.2222222222222222,0.0,PRT,136,68.0,Team Cannondale - Garmin,108,1.0,10476.6,PRT,128,74.0,Cannondale - Drapac Pro Cycling,47,0.0,11507.7,PRT,176,60.0,Cannondale - Drapac Pro Cycling,129,0.0,9670.3,PRT,44,74.0,Bora - Hansgrohe,51,0.0,11619.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,1
1911,A.Amador,Costa Rica,30,1.80,Movistar Team,2016,5,999,999999.0,999,999999.0,0,0,0,0,5,1,745,10081,2,12,2014.8333333333333,9,135.91666666666666,999,1814.0,97621.25,999999.0,6,126.33333333333333,999,10879.0,136264.66666666666,999999.0,1.0,0.0,64,380.3333333333333,999,18776.0,346515.6666666667,999999.0,77,387.0,999,43621.0,368672.3333333333,999999.0,0.0,0.0,0.08333333333333333,0.0,PRT,100,77.0,Movistar Team,50,0.0,11990.4,PRT,138,60.0,Movistar Team,73,0.0,9743.8,PRT,159,80.0,Movistar Team,169,0.0,12523.3,PRT,215,82.0,Movistar Team,199,1.0,12664.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
1912,P.Niemiec,Poland,36,1.84,Lampre - Merida,2016,5,999,999999.0,999,999999.0,11,2,0,1,1,5,1836,6418,5,33,2016.0,5,103.54545454545455,999,1841.0,44171.78787878788,999999.0,5,94.72727272727273,999,9801.0,83376.21212121213,999999.0,2.0,0.0,68,72.66666666666667,78,12491.0,13160.666666666666,13774.0,67,71.33333333333333,74,63307.0,76225.66666666667,89572.0,0.0,0.0,0.06060606060606061,0.0,PRT,411.0,70.0,Lampre - Merida,-,0.0,10773.8,PRT,368.0,59.0,Lampre - Merida,-,1.0,9615.5,PRT,1004.0,56.0,UAE Team Emirates,216,0.0,8901.0,PRT,1728.0,34.0,UAE Team Emirates,-,0.0,4660.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
