,name,nation,age,height,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,biker_sys_nr,team_sys_nr,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,date,stage_type,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
138,L.Mangel,Netherlands,33,1.87,FDJ.fr,2014,1,139,21337.0,140,21337.0,0,0,0,1,0,3,726,3474,1,7,2014.0,31,103.42857142857143,148,1979.0,16007.285714285714,21337.0,109,129.57142857142858,140,21337.0,72117.57142857143,112051.0,0.0,0.0,86,110.66666666666667,129,1979.0,12473.333333333334,18091.0,109,120.66666666666667,139,91981.0,104701.33333333333,112051.0,0.0,0.0,0.0,0.0,PRT,1428.0,60.0,Team LottoNL-Jumbo,182,0.0,9257.8,,,,,,,,,,,,,,,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
139,R.Flens,Latvia,31,1.88,Belkin Pro Cycling Team,2014,1,140,21337.0,141,21337.0,0,0,0,0,1,17,849,3482,2,14,2014.5,3,112.85714285714286,154,1784.0,15191.92857142857,22846.0,111,134.5,154,9846.0,64836.42857142857,112980.0,1.0,0.0,3,75.66666666666667,118,1784.0,14605.0,22846.0,111,117.66666666666667,131,78738.0,92122.66666666667,99707.0,1.0,0.0,0.07142857142857142,0.0,PRT,788.0,74.0,Team Katusha,182,0.0,11465.5,PRT,635.0,83.0,Astana Pro Team,-,0.0,12134.4,PROF,2479.0,52.0,Delko Marseille - Provence KTM,-,0.0,8715.7,PROF,3262.0,50.0,Delko Marseille - Provence KTM,-,0.0,8056.2,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
140,K.Gradek,Poland,24,,BDC - Marcpol Team,2014,1,141,21337.0,136,21333.0,0,0,1,0,1,7,6555,3484,5,33,2016.0,33,165.75757575757575,999,1842.0,74337.54545454546,999999.0,6,163.0,999,9801.0,111717.87878787878,999999.0,0.0,0.0,112,408.3333333333333,999,12955.0,342086.3333333333,999999.0,132,422.6666666666667,999,64609.0,380724.0,999999.0,0.0,0.0,0.0,0.0,CONT,759.0,50.0,ActiveJet Team,-,0.0,7996.5,PROF,1024.0,41.0,Verva - ActiveJet Pro Cycling Team,-,0.0,6385.4,CONT,891.0,31.0,ONE Pro Cycling,-,1.0,4864.5,PROF,395.0,66.0,CCC Sprandi Polkowice,-,0.0,9482.2,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
141,F.Beppu,Japan,31,1.80,Trek Factory Racing,2014,1,142,21407.0,142,21407.0,1,1,0,0,0,7,190,4450,5,33,2016.060606060606,22,167.93939393939394,999,1916.0,104358.63636363637,999999.0,36,178.1818181818182,999,9801.0,137439.66666666666,999999.0,0.0,0.0,88,399.0,999,12491.0,341931.6666666667,999999.0,107,408.6666666666667,999,64258.0,380335.3333333333,999999.0,0.0,0.0,0.0,0.0,PRT,1610,57.0,Trek Factory Racing,-,0.0,9537.2,PRT,1002,60.0,Trek - Segafredo,-,0.0,8957.6,PRT,1431,51.0,Trek - Segafredo,364,0.0,7956.2,PRT,608,43.0,Trek - Segafredo,387,1.0,5804.0,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
142,D.Appollonio,Spain,25,1.73,AG2R La Mondiale,2014,1,143,21492.0,143,21492.0,0,1,0,0,5,4,2340,10072,1,7,2014.0,6,88.28571428571429,155,1987.0,16132.714285714286,21492.0,126,140.28571428571428,153,21492.0,72580.57142857143,112929.0,2.0,0.0,73,116.33333333333333,155,1987.0,12728.0,18106.0,126,136.66666666666666,153,92851.0,105574.0,112929.0,0.0,0.0,0.2857142857142857,0.0,PRT,72,64.0,Movistar Team,133,3.0,10538.8,PRT,129,51.0,Movistar Team,-,4.0,7686.5,PRT,172,72.0,Team LottoNL - Jumbo,126,1.0,11221.3,PROF,245,37.0,Nippo Vini Fantini - Europa Ovini,-,1.0,5948.6,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
143,J.Jose Lobato Del Valle,Brazil,26,1.71,Movistar Team,2014,1,144,21492.0,144,21492.0,0,1,0,0,0,11,130,10081,2,10,2014.4,16,288.5,999,9864.0,212771.6,999999.0,137,313.0,999,9864.0,235073.2,999999.0,0.0,0.0,130,421.0,999,12012.0,341926.6666666667,999999.0,137,426.3333333333333,999,21876.0,352506.6666666667,999999.0,0.0,0.0,0.0,0.0,PRT,-,68.0,FDJ,-,0.0,10695.4,PRT,-,49.0,FDJ,-,0.0,7937.7,,,,,,,,,-,0.0,Ind-Brasil,-,0.0,0.0,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
144,A.Kamyshev,Russia,23,1.80,Astana Pro Team,2014,1,145,21492.0,145,21492.0,1,0,1,0,0,1,2778,10073,1,6,2014.0,14,239.83333333333334,999,13167.0,181921.0,999999.0,108,279.0,999,21492.0,213800.33333333334,999999.0,0.0,0.0,92,394.3333333333333,999,16804.0,345804.0,999999.0,108,415.3333333333333,999,74723.0,388749.6666666667,999999.0,0.0,0.0,0.0,0.0,PROF,2590.0,19.0,RusVelo,-,0.0,2893.6,,,,,,,,,,,,,,,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
145,P.Ignatenko,France,27,1.80,Team Katusha,2014,1,146,21492.0,146,21492.0,0,1,0,2,0,1,2993,8441,1,7,2014.0,81,113.14285714285714,146,1935.0,15944.142857142857,21492.0,95,127.0,146,21492.0,72044.28571428571,111609.0,0.0,0.0,81,90.0,99,1935.0,12276.666666666666,18091.0,95,103.33333333333333,115,91583.0,104288.66666666667,111609.0,0.0,0.0,0.0,0.0,PROF,909,75.0,Team Europcar,-,0.0,11777.7,PROF,1423,77.0,"Cofidis, Solutions Credits",-,0.0,12053.2,PROF,1489,31.0,"Cofidis, Solutions Credits",-,0.0,4616.4,PROF,872,64.0,Direct Energie,-,1.0,10118.8,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
146,J.Cousin,Italy,25,1.68,Team Europcar,2014,1,147,21492.0,147,21492.0,1,0,0,0,0,2,359,3472,1,7,2014.0,52,116.85714285714286,160,1930.0,15887.714285714286,21492.0,81,131.71428571428572,160,21492.0,72091.71428571429,111214.0,0.0,0.0,52,73.33333333333333,94,1930.0,11986.666666666666,17493.0,81,99.0,132,91791.0,104096.33333333333,111214.0,0.0,0.0,0.0,0.0,PRT,212,57.0,Astana Pro Team,116,2.0,8949.0,PRT,1999,58.0,Astana Pro Team,-,0.0,9026.2,PRT,-,47.0,Astana Pro Team,396,0.0,7555.9,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
147,P.Tiralongo,France,37,1.83,Astana Pro Team,2014,1,148,21495.0,148,21495.0,2,0,0,2,1,2,161,10073,2,12,2014.5833333333333,22,162.08333333333334,999,1875.0,97452.83333333333,999999.0,24,167.0,999,9801.0,131361.75,999999.0,0.0,0.0,22,33.333333333333336,46,1875.0,13410.0,21461.0,24,27.666666666666668,35,75884.0,87771.66666666667,94653.0,0.0,0.0,0.0,0.0,PRT,455,87.0,Etixx - Quick Step,196,0.0,13692.5,PRT,338,71.0,Etixx - Quick Step,162,0.0,10948.8,PROF,160,69.0,Fortuneo - Oscaro,-,0.0,10536.0,PROF,419,75.0,Team Fortuneo - Samsic,-,1.0,11035.3,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
148,F.Aru,Italy,24,1.81,Astana Pro Team,2014,1,149,21495.0,149,21495.0,0,0,0,2,17,8,10303,10073,3,21,2015.6666666666667,5,48.285714285714285,149,1821.0,13918.809523809523,21495.0,5,58.80952380952381,149,9801.0,58440.23809523809,110522.0,3.0,0.0,10,16.666666666666668,29,11772.0,12659.666666666666,13154.0,10,10.333333333333334,11,63053.0,75252.0,87878.0,1.0,0.0,0.14285714285714285,0.0,PRT,4,71.0,Astana Pro Team,5,3.0,11423.9,PRT,43,63.0,Astana Pro Team,112,1.0,10609.6,PRT,17,69.0,Astana Pro Team,26,1.0,11243.5,PRT,105,74.0,UAE Team Emirates,127,0.0,11660.7,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
149,C.Fairly,Portugal,27,1.84,Garmin - Sharp,2014,1,150,21562.0,150,21562.0,1,1,0,1,0,3,6535,3470,2,8,2014.125,60,206.0,999,1873.0,138928.375,999999.0,87,235.375,999,21562.0,188000.25,999999.0,0.0,0.0,60,382.3333333333333,999,1873.0,339987.6666666667,999999.0,87,393.0,999,109555.0,406994.0,999999.0,0.0,0.0,0.0,0.0,PRT,531,78.0,Trek Factory Racing,-,0.0,12379.5,CONT,1882,33.0,Leopard Pro Cycling,-,0.0,4582.5,CONT,1669,28.0,Sporting Clube de Portugal - Tavira,-,0.0,4452.6,CONT,-,1.0,Sporting Clube de Portugal - Tavira,-,0.0,146.6,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
150,F.Silvestre,Belgium,24,1.88,Trek Factory Racing,2014,1,151,21562.0,151,21562.0,1,1,0,0,3,17,549,4450,1,6,2014.0,12,227.83333333333334,999,13167.0,182023.66666666666,999999.0,145,289.5,999,21562.0,213949.66666666666,999999.0,0.0,0.0,59,394.3333333333333,999,17350.0,345986.0,999999.0,145,430.0,999,74793.0,388978.3333333333,999999.0,0.0,0.0,0.0,0.0,PRT,635.0,45.0,Lotto - Soudal,-,1.0,7169.5,PROF,96.0,55.0,Wanty - Groupe Gobert,-,3.0,9384.7,PROF,109.0,64.0,Wanty - Groupe Gobert,-,1.0,10887.3,PROF,127.0,51.0,WB Veranclassic Aqua Protect,-,2.0,8930.4,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
151,K.Dehaes,France,30,1.80,Lotto - Belisol,2014,1,152,21562.0,152,21562.0,1,0,0,2,2,9,2444,3473,1,7,2014.0,107,137.57142857142858,154,1960.0,16245.0,21562.0,129,148.42857142857142,157,21562.0,72907.71428571429,113715.0,0.0,0.0,107,131.33333333333334,150,1960.0,12918.333333333334,18752.0,129,139.66666666666666,155,93003.0,106157.66666666667,113715.0,0.0,0.0,0.0,0.0,PRT,218,49.0,FDJ,157,2.0,7742.8,PRT,312,71.0,FDJ,190,0.0,11037.7,PRT,335,59.0,FDJ,-,3.0,8853.7,PROF,650,50.0,Vital Concept,-,0.0,8036.7,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
152,J.Le Bon,France,24,1.80,FDJ.fr,2014,1,153,21562.0,153,21562.0,1,0,0,2,2,9,2444,3474,2,12,2014.8333333333333,20,166.58333333333334,999,1817.0,97761.91666666667,999999.0,63,196.33333333333334,999,10879.0,136847.58333333334,999999.0,0.0,0.0,108,407.6666666666667,999,18832.0,346552.3333333333,999999.0,102,406.0,999,43799.0,368809.6666666667,999999.0,0.0,0.0,0.0,0.0,PRT,218,49.0,FDJ,157,2.0,7742.8,PRT,312,71.0,FDJ,190,0.0,11037.7,PRT,335,59.0,FDJ,-,3.0,8853.7,PROF,650,50.0,Vital Concept,-,0.0,8036.7,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
153,J.Veikkanen,Norway,33,1.87,FDJ.fr,2014,1,154,21562.0,154,21562.0,0,1,0,0,3,2,774,3474,2,12,2014.5833333333333,48,186.25,999,1980.0,97732.0,999999.0,86,193.0,999,9801.0,132067.75,999999.0,0.0,0.0,72,99.33333333333333,123,1980.0,14408.0,22846.0,86,94.0,106,77464.0,90389.33333333333,97842.0,0.0,0.0,0.0,0.0,PRT,2045.0,28.0,Lotto - Soudal,-,0.0,4572.1,PROF,1533.0,76.0,Fortuneo - Vital Concept,-,0.0,12486.4,CONT,2384.0,20.0,Joker Icopal,-,0.0,3307.7,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
154,D.Malacarne,Italy,27,1.75,Team Europcar,2014,1,155,21562.0,155,21562.0,0,0,0,1,2,14,1973,3472,1,7,2014.0,49,100.85714285714286,155,2000.0,15955.42857142857,21562.0,99,131.71428571428572,155,21562.0,72075.57142857143,111688.0,0.0,0.0,76,100.0,124,2000.0,12298.333333333334,18091.0,99,105.66666666666667,117,91597.0,104324.33333333333,111688.0,0.0,0.0,0.0,0.0,PROF,287,52.0,Androni Giocattoli - Sidermec,-,2.0,8632.2,PRT,298,74.0,Tinkoff,-,1.0,11869.6,PRT,366,67.0,Astana Pro Team,133,1.0,10314.5,PRT,2050,47.0,Astana Pro Team,313,0.0,7291.2,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
155,O.Gatto,Italy,29,1.75,Cannondale Pro Cycling,2014,1,156,21562.0,156,21562.0,0,0,0,1,2,14,1973,3481,2,13,2015.6153846153845,14,238.23076923076923,999,10576.0,167655.61538461538,999999.0,75,256.3076923076923,999,10576.0,197447.84615384616,999999.0,0.0,0.0,49,387.0,999,10784.0,343468.3333333333,999999.0,75,387.6666666666667,999,68155.0,385310.3333333333,999999.0,0.0,0.0,0.0,0.0,PROF,287,52.0,Androni Giocattoli - Sidermec,-,2.0,8632.2,PRT,298,74.0,Tinkoff,-,1.0,11869.6,PRT,366,67.0,Astana Pro Team,133,1.0,10314.5,PRT,2050,47.0,Astana Pro Team,313,0.0,7291.2,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
156,B.Swift,France,27,1.83,Team Sky,2014,1,157,21562.0,157,21562.0,0,3,0,0,0,4,348,10086,1,5,2014.0,155,324.8,999,13167.0,215030.4,999999.0,157,326.2,999,21562.0,238461.8,999999.0,0.0,0.0,156,437.3333333333333,999,13167.0,344646.0,999999.0,158,438.3333333333333,999,54381.0,376511.0,999999.0,0.0,0.0,0.0,0.0,PRT,2392.0,74.0,FDJ,-,0.0,11911.2,PRT,2271.0,40.0,FDJ,-,0.0,6427.2,,,,,,,,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
157,S.Chavanel,Denmark,33,1.80,FDJ.fr,2014,1,158,21562.0,158,21562.0,1,1,0,0,3,11,6100,3474,1,7,2014.0,13,90.71428571428571,158,1911.0,16115.142857142857,21562.0,124,143.85714285714286,158,21562.0,72485.71428571429,112806.0,0.0,0.0,86,112.33333333333333,131,1911.0,12671.0,18752.0,124,133.33333333333334,146,92143.0,105281.33333333333,112806.0,0.0,0.0,0.0,0.0,PRT,475,49.0,Team Cannondale - Garmin,-,1.0,8014.7,PROF,1679,15.0,Stölting Service Group,-,0.0,2324.0,PROF,467,69.0,Aqua Blue Sport,-,0.0,11065.1,PROF,310,31.0,Aqua Blue Sport,-,2.0,4808.0,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
158,L.Norman Hansen,France,22,1.84,Garmin - Sharp,2014,1,159,21623.0,159,21623.0,0,0,0,0,0,3,842,3470,2,13,2014.4615384615386,7,161.84615384615384,999,1827.0,91482.30769230769,999999.0,33,180.23076923076923,999,9801.0,131200.15384615384,999999.0,2.0,0.0,7,371.3333333333333,999,18889.0,347244.6666666667,999999.0,33,376.3333333333333,999,54423.0,377230.3333333333,999999.0,1.0,0.0,0.15384615384615385,0.0,PRT,1558.0,53.0,AG2R La Mondiale,-,0.0,8261.6,PRT,1441.0,60.0,AG2R La Mondiale,-,0.0,9878.6,PROF,2573.0,67.0,"Cofidis, Solutions Credits",-,0.0,10565.1,PROF,2463.0,34.0,"Cofidis, Solutions Credits",-,0.0,5724.0,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
159,K.Fernandez,Great Britain,33,1.81,Garmin - Sharp,2014,1,160,21623.0,160,21623.0,1,0,0,0,0,1,10331,3470,1,7,2014.0,48,97.28571428571429,160,1941.0,15955.714285714286,21623.0,100,135.28571428571428,160,21623.0,72128.14285714286,111690.0,0.0,0.0,85,93.66666666666667,102,1941.0,12278.666666666666,18091.0,100,108.66666666666667,123,91658.0,104365.66666666667,111690.0,0.0,0.0,0.0,0.0,CONT,601.0,31.0,An Post - Chainreaction,-,3.0,4715.4,CONT,2047.0,12.0,NFTO,-,0.0,1936.1,,,,,,,,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
160,J.Edmondson,USA,22,1.72,Team Sky,2014,1,161,21980.0,161,21980.0,0,1,0,0,0,6,3354,10086,1,7,2014.0,51,128.0,162,1939.0,16013.42857142857,21980.0,110,144.85714285714286,162,21980.0,72649.85714285714,112091.0,0.0,0.0,51,87.0,110,1939.0,12112.333333333334,18091.0,110,122.33333333333333,142,92061.0,104768.0,112091.0,0.0,0.0,0.0,0.0,PRT,808,62.0,Team Cannondale - Garmin,-,0.0,9480.3,PRT,835,46.0,Cannondale - Drapac Pro Cycling,200,0.0,7289.5,PRT,861,76.0,Cannondale - Drapac Pro Cycling,250,0.0,11279.5,PRT,903,69.0,Team EF Education First - Drapac,228,0.0,10255.6,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
161,N.Brown,Australia,23,1.80,Garmin - Sharp,2014,1,162,22010.0,162,22010.0,1,0,0,0,0,5,768,3470,1,7,2014.0,40,109.57142857142857,162,1852.0,15948.57142857143,22010.0,97,142.14285714285714,162,22010.0,72470.28571428571,111640.0,0.0,0.0,40,70.0,104,1852.0,12094.666666666666,17617.0,97,116.66666666666667,148,92171.0,104533.0,111640.0,0.0,0.0,0.0,0.0,CONT,921,24.0,Team Budget Forklifts,-,1.0,3416.7,PRT,880,37.0,Trek - Segafredo,-,0.0,5255.7,,,,,,,,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
162,J.Bobridge,France,25,1.78,Belkin Pro Cycling Team,2014,1,163,22010.0,163,22010.0,0,0,0,0,0,0,192,3482,1,7,2014.0,56,140.42857142857142,164,1870.0,16475.14285714286,22010.0,131,154.28571428571428,164,22010.0,74262.0,115326.0,0.0,0.0,56,111.33333333333333,156,1870.0,12909.333333333334,18752.0,131,141.66666666666666,157,94704.0,107828.66666666667,115326.0,0.0,0.0,0.0,0.0,PRT,3830.0,68.0,Team Giant - Alpecin,-,0.0,10412.8,PROF,1475.0,67.0,Delko Marseille - Provence KTM,-,0.0,10596.6,PROF,1268.0,70.0,Delko Marseille - Provence KTM,-,0.0,11326.4,,,,,,,,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
163,T.Hupond,Slovenia,30,1.77,Team Giant - Shimano,2014,1,164,22040.0,164,22040.0,0,0,0,3,1,7,252,3469,1,7,2014.0,72,135.42857142857142,164,1888.0,16316.714285714286,22040.0,130,153.57142857142858,164,22040.0,73706.14285714286,114217.0,0.0,0.0,72,100.0,151,1888.0,12674.0,18091.0,130,140.66666666666666,156,94238.0,106928.0,114217.0,0.0,0.0,0.0,0.0,PROF,332.0,56.0,UnitedHealthcare,-,0.0,7840.5,PROF,396.0,46.0,UnitedHealthcare Pro Cycling Team,-,0.0,6743.6,PRT,1704.0,66.0,Bahrain - Merida,216,0.0,10099.6,CONT,686.0,27.0,Adria Mobil,-,0.0,4056.7,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
164,J.Brajkovic,Italy,31,1.72,Astana Pro Team,2014,1,999,999999.0,999,999999.0,0,1,0,0,5,13,16823,10073,1,1,2014.0,999,999.0,999,999999.0,999999.0,999999.0,999,999.0,999,999999.0,999999.0,999999.0,0.0,0.0,999,999.0,999,999999.0,999999.0,999999.0,999,999.0,999,999999.0,999999.0,999999.0,0.0,0.0,0.0,0.0,PRT,96,47.0,Lampre - Merida,64,2.0,7333.3,PRT,145,54.0,Trek - Segafredo,131,1.0,8241.4,PRT,197,51.0,Bahrain - Merida,213,0.0,8084.4,PRT,168,59.0,Bahrain - Merida,147,1.0,9517.1,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
165,N.Bonifazio,Italy,21,1.72,Lampre - Merida,2014,1,999,999999.0,999,999999.0,0,1,0,0,5,13,16823,6418,5,26,2016.5,1,164.8846153846154,999,9793.0,128193.57692307692,999999.0,2,166.26923076923077,999,9789.0,156688.0,999999.0,9.0,1.0,98,101.66666666666667,108,12555.0,13219.0,13834.0,89,92.0,96,63772.0,76753.33333333333,90161.0,0.0,0.0,0.34615384615384615,0.038461538461538464,PRT,96,47.0,Lampre - Merida,64,2.0,7333.3,PRT,145,54.0,Trek - Segafredo,131,1.0,8241.4,PRT,197,51.0,Bahrain - Merida,213,0.0,8084.4,PRT,168,59.0,Bahrain - Merida,147,1.0,9517.1,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
166,S.Armee,Belgium,29,1.90,Lotto - Belisol,2014,1,999,999999.0,999,999999.0,2,0,0,0,1,3,2503,3473,5,28,2016.4285714285713,22,113.85714285714286,999,1966.0,48966.642857142855,999999.0,29,112.92857142857143,999,9801.0,86636.89285714286,999999.0,0.0,0.0,22,35.666666666666664,49,12056.0,12784.666666666666,13154.0,32,36.666666666666664,41,63074.0,75492.66666666667,88274.0,0.0,0.0,0.0,0.0,PRT,3830,71.0,Lotto - Soudal,-,0.0,11314.6,PRT,424,87.0,Lotto - Soudal,-,0.0,13093.7,PRT,183,78.0,Lotto - Soudal,140,1.0,12089.1,PRT,1152,71.0,Lotto - Soudal,287,0.0,11080.5,2014-08-03,flat,1,226.0,Bygdoszcz,31.5,38,ESE,2,6,9,0
167,Y.Hutarovich,Belarus,31,1.79,AG2R La Mondiale,2014,2,5,19455.0,2,40315.0,0,6,0,0,0,8,100,10072,1,7,2014.0,1,55.57142857142857,131,1975.0,16025.42857142857,20870.0,1,47.857142857142854,117,20860.0,71792.85714285714,112168.0,4.0,1.0,114,123.66666666666667,131,1975.0,12692.333333333334,18752.0,98,109.0,117,91441.0,104600.66666666667,112168.0,0.0,0.0,0.5714285714285714,0.14285714285714285,PROF,115.0,70.0,Bretagne - Séché Environnement,-,3.0,11430.9,PROF,430.0,59.0,Fortuneo - Vital Concept,-,1.0,9262.8,,,,,,,,,,,,,,,2014-08-04,flat,1,226.0,Warszawa,26.6,61, NW,4,5,7,1
168,R.Maikin,Russia,24,,RusVelo,2014,2,11,19455.0,3,40319.0,0,2,0,0,2,0,14004,3482,3,17,2015.8235294117646,2,215.64705882352942,999,10576.0,189751.35294117648,999999.0,2,212.05882352941177,999,10576.0,212703.17647058822,999999.0,2.0,0.0,120,415.3333333333333,999,11649.0,343756.6666666667,999999.0,118,416.6666666666667,999,69665.0,386317.0,999999.0,0.0,0.0,0.11764705882352941,0.0,PROF,301.0,54.0,RusVelo,-,1.0,8473.1,PROF,161.0,63.0,Gazprom - RusVelo,-,2.0,10287.0,PROF,428.0,52.0,Gazprom - RusVelo,-,0.0,8936.9,PROF,756.0,44.0,Gazprom - RusVelo,-,0.0,7349.7,2014-08-04,flat,1,226.0,Warszawa,26.6,61, NW,4,5,7,0
169,M.Mori,Italy,34,1.72,Lampre - Merida,2014,2,13,19455.0,5,40321.0,0,0,0,0,0,4,492,6418,3,20,2014.95,3,99.05,999,1916.0,64551.9,999999.0,3,88.85,999,9801.0,104339.8,999999.0,1.0,0.0,46,66.66666666666667,79,1963.0,14590.0,23031.0,39,41.333333333333336,45,62397.0,78405.33333333333,87391.0,0.0,0.0,0.05,0.0,PRT,640.0,73.0,Lampre - Merida,-,0.0,11960.4,PRT,375.0,70.0,Lampre - Merida,-,0.0,11537.7,PRT,1257.0,55.0,UAE Team Emirates,330,0.0,8602.1,PRT,1174.0,65.0,UAE Team Emirates,295,0.0,10322.1,2014-08-04,flat,1,226.0,Warszawa,26.6,61, NW,4,5,7,0
170,G.Boivin,Canada,25,1.80,Cannondale Pro Cycling,2014,2,8,19455.0,10,40325.0,0,1,0,0,3,4,1937,3481,1,7,2014.0,4,70.0,151,1919.0,15905.285714285714,20870.0,6,51.42857142857143,95,20870.0,71552.85714285714,111337.0,2.0,0.0,91,100.0,110,1919.0,12412.0,18091.0,84,89.33333333333333,95,91327.0,104027.33333333333,111337.0,0.0,0.0,0.2857142857142857,0.0,CONT,460,62.0,Optum p/b Kelly Benefit Strategies,-,1.0,8655.5,CONT,619,40.0,Cycling Academy Team,-,1.0,5630.7,PROF,276,61.0,Israel Cycling Academy,-,1.0,9546.0,PROF,336,63.0,Israel Cycling Academy,-,0.0,10485.0,2014-08-04,flat,1,226.0,Warszawa,26.6,61, NW,4,5,7,1
171,M.Haller,Austria,23,1.78,Team Katusha,2014,2,7,19455.0,9,40325.0,1,0,0,1,3,2,6246,8441,1,7,2014.0,5,65.14285714285714,133,1981.0,16026.285714285714,20870.0,7,53.42857142857143,118,20870.0,71803.28571428571,112183.0,2.0,0.0,117,122.66666666666667,133,1981.0,12694.333333333334,18752.0,100,110.66666666666667,118,91450.0,104611.66666666667,112183.0,0.0,0.0,0.2857142857142857,0.0,PRT,360,72.0,Team Katusha,196,1.0,11969.9,PRT,1340,85.0,Team Katusha,-,0.0,14288.5,PRT,765,85.0,Team Katusha - Alpecin,-,0.0,13660.8,PRT,1025,17.0,Team Katusha - Alpecin,-,0.0,2733.3,2014-08-04,flat,1,226.0,Warszawa,26.6,61, NW,4,5,7,1
172,N.Maes,Belgium,28,1.90,Omega Pharma-Quick Step,2014,2,6,19455.0,8,40325.0,0,1,0,1,0,4,762,3475,2,12,2014.8333333333333,6,139.58333333333334,999,1976.0,97913.66666666667,999999.0,8,140.58333333333334,999,10870.0,136984.91666666666,999999.0,3.0,0.0,29,377.6666666666667,999,18776.0,346525.3333333333,999999.0,85,392.3333333333333,999,43641.0,368685.6666666667,999999.0,0.0,0.0,0.25,0.0,PRT,243,83.0,Etixx - Quick Step,182,0.0,13853.0,PRT,648,53.0,Etixx - Quick Step,-,0.0,9654.4,PRT,541,66.0,Lotto - Soudal,197,0.0,11288.0,PRT,847,55.0,Lotto - Soudal,287,0.0,9365.4,2014-08-04,flat,1,226.0,Warszawa,26.6,61, NW,4,5,7,1
