name,biker_sys_nr,age,team,team_sys_nr,time_in_s,gc,gc_time_in_s,year,stage,position
Y.Hutarovich,100,31,AG2R La Mondiale,10072,20870.0,1,20860.0,2014,1,1
R.Maikin,14004,24,RusVelo,3482,20870.0,2,20864.0,2014,1,2
M.Mori,492,34,Lampre - Merida,6418,20870.0,3,20866.0,2014,1,3
G.Boivin,1937,25,Cannondale Pro Cycling,3481,20870.0,6,20870.0,2014,1,4
M.Haller,6246,23,Team Katusha,8441,20870.0,7,20870.0,2014,1,5
N.Maes,762,28,Omega Pharma-Quick Step,3475,20870.0,8,20870.0,2014,1,6
B.Vallee,6553,21,Lotto - Belisol,3473,20870.0,9,20870.0,2014,1,7
S.Lander,1710,23,BMC Racing Team,10075,20870.0,10,20870.0,2014,1,8
D.Formolo,11011,22,Cannondale Pro Cycling,3481,20870.0,11,20870.0,2014,1,9
E.Gasparotto,358,32,Astana Pro Team,10073,20870.0,12,20870.0,2014,1,10
G.Stepniak,6556,25,CCC Polsat Polkowice,3733,20870.0,13,20870.0,2014,1,11
G.Brambilla,2741,27,Omega Pharma-Quick Step,3475,20870.0,14,20870.0,2014,1,12
C.Meier,532,29,Orica - GreenEDGE,4434,20870.0,15,20870.0,2014,1,13
T.Bos,797,31,Belkin Pro Cycling Team,3482,20870.0,16,20870.0,2014,1,14
T.Kritskiy,830,27,RusVelo,3482,20870.0,17,20870.0,2014,1,15
D.Nerz,844,25,BMC Racing Team,10075,20870.0,18,20870.0,2014,1,16
A.Amador,745,28,Movistar Team,10081,20870.0,19,20870.0,2014,1,17
P.Poljanski,10994,24,Tinkoff - Saxo,4449,20870.0,20,20870.0,2014,1,18
A.Vuillermoz,14716,26,AG2R La Mondiale,10072,20870.0,21,20870.0,2014,1,19
B.Matysiak,2282,30,CCC Polsat Polkowice,3733,20870.0,22,20870.0,2014,1,20
G.Caruso,525,34,Team Katusha,8441,20870.0,23,20870.0,2014,1,21
A.Tulik,6515,24,Team Europcar,3472,20870.0,24,20870.0,2014,1,22
P.Niemiec,1836,34,Lampre - Merida,6418,20870.0,25,20870.0,2014,1,23
R.Majka,3991,25,Tinkoff - Saxo,4449,20870.0,26,20870.0,2014,1,24
O.Zaugg,363,33,Tinkoff - Saxo,4449,20870.0,27,20870.0,2014,1,25
M.Rutkiewicz,746,33,CCC Polsat Polkowice,3733,20870.0,28,20870.0,2014,1,26
P.Martens,369,31,Belkin Pro Cycling Team,3482,20870.0,29,20870.0,2014,1,27
P.Weening,300,33,Orica - GreenEDGE,4434,20870.0,30,20870.0,2014,1,28
W.Barguil,6104,23,Team Giant - Shimano,3469,20870.0,31,20870.0,2014,1,29
D.Cunego,149,33,Lampre - Merida,6418,20870.0,32,20870.0,2014,1,30
K.De Weert,365,32,Omega Pharma-Quick Step,3475,20870.0,33,20870.0,2014,1,31
T.Marczynski,2281,30,CCC Polsat Polkowice,3733,20870.0,34,20870.0,2014,1,32
R.Sinkeldam,4589,25,Team Giant - Shimano,3469,20870.0,35,20870.0,2014,1,33
A.Ovechkin,831,28,RusVelo,3482,20870.0,36,20870.0,2014,1,34
M.Paterski,783,28,CCC Polsat Polkowice,3733,20870.0,4,20868.0,2014,1,35
P.Velits,24,29,BMC Racing Team,10075,20870.0,37,20870.0,2014,1,36
M.Velits,703,29,Omega Pharma-Quick Step,3475,20870.0,38,20870.0,2014,1,37
I.Izagirre,2977,25,Movistar Team,10081,20870.0,39,20870.0,2014,1,38
S.Henao,9114,21,Team Sky,10086,20870.0,40,20870.0,2014,1,39
C.Jose Sarmiento,1005,27,Cannondale Pro Cycling,3481,20870.0,41,20870.0,2014,1,40
R.Gesink,41,28,Belkin Pro Cycling Team,3482,20870.0,42,20870.0,2014,1,41
M.Bouet,6184,28,AG2R La Mondiale,10072,20870.0,43,20870.0,2014,1,42
M.Monfort,96,31,Lotto - Belisol,3473,20870.0,44,20870.0,2014,1,43
D.Caruso,1006,27,Cannondale Pro Cycling,3481,20870.0,45,20870.0,2014,1,44
J.Van Genechten,5297,28,Lotto - Belisol,3473,20870.0,46,20870.0,2014,1,45
G.Preidler,6244,24,Team Giant - Shimano,3469,20870.0,47,20870.0,2014,1,46
B.Markus,4400,23,Belkin Pro Cycling Team,3482,20870.0,48,20870.0,2014,1,47
S.Morabito,674,31,BMC Racing Team,10075,20870.0,49,20870.0,2014,1,48
D.Rebellin,3052,43,CCC Polsat Polkowice,3733,20870.0,50,20870.0,2014,1,49
P.Cieslik,6096,28,Bauknecht - Author,3732,20870.0,51,20870.0,2014,1,50
S.Firsanov,980,32,RusVelo,3482,20870.0,52,20870.0,2014,1,51
S.Sánchez,202,36,BMC Racing Team,10075,20870.0,53,20870.0,2014,1,52
R.Ferrari,2144,31,Lampre - Merida,6418,20870.0,54,20870.0,2014,1,53
B.Silva Pires,2983,33,Tinkoff - Saxo,4449,20870.0,55,20870.0,2014,1,54
E.Petrov,462,36,Tinkoff - Saxo,4449,20870.0,56,20870.0,2014,1,55
E.Capecchi,290,28,Movistar Team,10081,20870.0,57,20870.0,2014,1,56
G.Bagdonas,3276,29,AG2R La Mondiale,10072,20870.0,58,20870.0,2014,1,57
S.Szmyd,360,36,Movistar Team,10081,20870.0,59,20870.0,2014,1,58
V.Breen,811,24,Lotto - Belisol,3473,20870.0,60,20870.0,2014,1,59
R.Hesjedal,52,34,Garmin - Sharp,3470,20870.0,61,20870.0,2014,1,60
B.Warchol,22313,22,-,3474,20870.0,62,20870.0,2014,1,61
R.Kreder,1972,25,Garmin - Sharp,3470,20870.0,63,20870.0,2014,1,62
P.Franczak,11010,23,ActiveJet Team,5176,20870.0,64,20870.0,2014,1,63
M.Cattaneo,8868,24,Lampre - Merida,6418,20870.0,65,20870.0,2014,1,64
B.Samoilau,761,29,CCC Polsat Polkowice,3733,20870.0,66,20870.0,2014,1,65
B.Intxausti,294,28,Movistar Team,10081,20870.0,67,20870.0,2014,1,66
D.Villella,14126,23,Cannondale Pro Cycling,3481,20870.0,68,20870.0,2014,1,67
S.Pauwels,582,31,Omega Pharma-Quick Step,3475,20870.0,69,20870.0,2014,1,68
R.Sutherland,1206,32,Tinkoff - Saxo,4449,20870.0,70,20870.0,2014,1,69
P.Deignan,1579,31,Team Sky,10086,20870.0,71,20870.0,2014,1,70
C.Riblon,188,33,AG2R La Mondiale,10072,20870.0,72,20870.0,2014,1,71
K.Zielinski,3196,26,Mexller,3482,20870.0,73,20870.0,2014,1,72
J.Fröhlinger,32,29,Team Giant - Shimano,3469,20870.0,74,20870.0,2014,1,73
K.Vandewalle,294,29,Trek Factory Racing,4450,20870.0,75,20870.0,2014,1,74
A.Geniez,948,26,FDJ.fr,3474,20870.0,76,20870.0,2014,1,75
K.Dabkowski,7762,25,ActiveJet Team,5176,20870.0,77,20870.0,2014,1,76
M.Krizek,14110,26,Cannondale Pro Cycling,3481,20870.0,5,20868.0,2014,1,77
M.Mederel,2522,34,Team Europcar,3472,20870.0,78,20870.0,2014,1,78
P.Vakoc,6266,22,Omega Pharma-Quick Step,3475,20870.0,79,20870.0,2014,1,79
P.Kasperkiewicz,16679,20,Bauknecht - Author,3732,20870.0,80,20870.0,2014,1,80
M.Taciak,3195,30,CCC Polsat Polkowice,3733,20870.0,81,20870.0,2014,1,81
I.Zakarin,9128,25,RusVelo,3482,20870.0,82,20870.0,2014,1,82
C.Kern,83,33,Team Europcar,3472,20896.0,84,20896.0,2014,1,83
P.Ligthart,2149,26,Lotto - Belisol,3473,20896.0,85,20896.0,2014,1,84
W.Poels,929,27,Omega Pharma-Quick Step,3475,20896.0,86,20896.0,2014,1,85
G.Bernaudeau,297,31,Team Europcar,3472,20896.0,87,20896.0,2014,1,86
E.Boasson Hagen,31,27,Team Sky,10086,20896.0,88,20896.0,2014,1,87
F.Felline,1580,24,Trek Factory Racing,4450,20896.0,89,20896.0,2014,1,88
B.De Clercq,3052,28,Lotto - Belisol,3473,20896.0,90,20896.0,2014,1,89
N.Sørensen,16,39,Tinkoff - Saxo,4449,20896.0,91,20896.0,2014,1,90
S.Cummings,271,33,BMC Racing Team,10075,20896.0,92,20896.0,2014,1,91
P.Bernas,6553,24,BDC - Marcpol Team,3484,20896.0,93,20896.0,2014,1,92
E.Vorganov,834,32,Team Katusha,8441,20905.0,94,20905.0,2014,1,93
G.Izagirre,872,27,Movistar Team,10081,20905.0,95,20905.0,2014,1,94
T.Ludvigsson,4317,23,Team Giant - Shimano,3469,20905.0,96,20905.0,2014,1,95
S.Lagutin,899,33,RusVelo,3482,20905.0,97,20905.0,2014,1,96
J.Engoulvent,958,35,Team Europcar,3472,20910.0,98,20906.0,2014,1,97
I.Santaromita,778,30,Orica - GreenEDGE,4434,20910.0,99,20910.0,2014,1,98
I.Balykin,14118,24,RusVelo,3482,20918.0,100,20918.0,2014,1,99
S.Modolo,1579,27,Lampre - Merida,6418,20924.0,101,20924.0,2014,1,100
L.Petter Nordhaug,408,30,Belkin Pro Cycling Team,3482,20936.0,102,20936.0,2014,1,101
B.Jungels,6413,22,Trek Factory Racing,4450,20938.0,103,20938.0,2014,1,102
D.Cataldo,532,29,Team Sky,10086,20938.0,104,20938.0,2014,1,103
A.Zeits,737,28,Astana Pro Team,10073,20938.0,105,20938.0,2014,1,104
L.Warbasse,14123,24,BMC Racing Team,10075,20938.0,106,20938.0,2014,1,105
A.Malori,791,26,Movistar Team,10081,20941.0,107,20941.0,2014,1,106
M.Fischer,130,35,FDJ.fr,3474,20941.0,108,20941.0,2014,1,107
T.De Gendt,1783,28,Omega Pharma-Quick Step,3475,20992.0,109,20992.0,2014,1,108
M.Belkov,2147,29,Team Katusha,8441,21000.0,110,21000.0,2014,1,109
B.Lancaster,2340,35,Orica - GreenEDGE,4434,21022.0,111,21022.0,2014,1,110
S.Bewley,704,27,Orica - GreenEDGE,4434,21022.0,112,21022.0,2014,1,111
A.Vorobyev,6406,24,Team Katusha,8441,21022.0,113,21022.0,2014,1,112
A.Solomennikov,9127,27,RusVelo,3482,21022.0,114,21022.0,2014,1,113
L.Mezgec,9234,26,Team Giant - Shimano,3469,20870.0,83,20870.0,2014,1,114
H.Houle,3199,24,AG2R La Mondiale,10072,21024.0,115,21024.0,2014,1,115
M.Bono,617,31,Lampre - Merida,6418,21057.0,116,21057.0,2014,1,116
N.Arndt,5306,23,Team Giant - Shimano,3469,21057.0,117,21057.0,2014,1,117
M.Docker,941,28,Orica - GreenEDGE,4434,21057.0,118,21057.0,2014,1,118
B.Thurau,2398,26,Team Europcar,3472,21057.0,119,21057.0,2014,1,119
Y.Popovych,6269,34,Trek Factory Racing,4450,21086.0,120,21086.0,2014,1,120
A.Rybakov,7900,26,Team Katusha,8441,21088.0,121,21088.0,2014,1,121
S.von Hoff,842,27,Garmin - Sharp,3470,21111.0,122,21111.0,2014,1,122
G.Bonnafond,2280,27,AG2R La Mondiale,10072,21111.0,123,21111.0,2014,1,123
D.Boucher,397,34,FDJ.fr,3474,21174.0,124,21174.0,2014,1,124
K.Sivtsov,397,32,Team Sky,10086,21215.0,125,21215.0,2014,1,125
S.Puccio,3929,25,Team Sky,10086,21215.0,126,21215.0,2014,1,126
S.Chernetski,6526,24,Team Katusha,8441,21215.0,127,21215.0,2014,1,127
D.Tanner,118,30,Belkin Pro Cycling Team,3482,21216.0,128,21216.0,2014,1,128
T.Hushovd,322,36,BMC Racing Team,10075,21233.0,129,21233.0,2014,1,129
J.Hernández,322,33,Tinkoff - Saxo,4449,21233.0,130,21233.0,2014,1,130
J.Arredondo,7565,26,Trek Factory Racing,4450,21243.0,131,21243.0,2014,1,131
M.Moser,7565,24,Cannondale Pro Cycling,3481,21246.0,132,21246.0,2014,1,132
P.Lecuisinier,580,21,FDJ.fr,3474,21252.0,133,21252.0,2014,1,133
F.Gavazzi,605,30,Astana Pro Team,10073,21326.0,134,21326.0,2014,1,134
J.Guarnieri,53,27,Astana Pro Team,10073,21326.0,135,21326.0,2014,1,135
T.Farrar,53,30,Garmin - Sharp,3470,21337.0,137,21337.0,2014,1,136
C.Meyer,2211,26,Orica - GreenEDGE,4434,21337.0,138,21337.0,2014,1,137
M.Matthews,961,24,Orica - GreenEDGE,4434,21337.0,139,21337.0,2014,1,138
L.Mangel,726,33,FDJ.fr,3474,21337.0,140,21337.0,2014,1,139
R.Flens,849,31,Belkin Pro Cycling Team,3482,21337.0,141,21337.0,2014,1,140
K.Gradek,6555,24,BDC - Marcpol Team,3484,21337.0,136,21333.0,2014,1,141
F.Beppu,190,31,Trek Factory Racing,4450,21407.0,142,21407.0,2014,1,142
D.Appollonio,2340,25,AG2R La Mondiale,10072,21492.0,143,21492.0,2014,1,143
J.Jose Lobato Del Valle,130,26,Movistar Team,10081,21492.0,144,21492.0,2014,1,144
A.Kamyshev,2778,23,Astana Pro Team,10073,21492.0,145,21492.0,2014,1,145
P.Ignatenko,2993,27,Team Katusha,8441,21492.0,146,21492.0,2014,1,146
J.Cousin,359,25,Team Europcar,3472,21492.0,147,21492.0,2014,1,147
P.Tiralongo,161,37,Astana Pro Team,10073,21495.0,148,21495.0,2014,1,148
F.Aru,10303,24,Astana Pro Team,10073,21495.0,149,21495.0,2014,1,149
C.Fairly,6535,27,Garmin - Sharp,3470,21562.0,150,21562.0,2014,1,150
F.Silvestre,549,24,Trek Factory Racing,4450,21562.0,151,21562.0,2014,1,151
K.Dehaes,2444,30,Lotto - Belisol,3473,21562.0,152,21562.0,2014,1,152
J.Le Bon,2444,24,FDJ.fr,3474,21562.0,153,21562.0,2014,1,153
J.Veikkanen,774,33,FDJ.fr,3474,21562.0,154,21562.0,2014,1,154
D.Malacarne,1973,27,Team Europcar,3472,21562.0,155,21562.0,2014,1,155
O.Gatto,1973,29,Cannondale Pro Cycling,3481,21562.0,156,21562.0,2014,1,156
B.Swift,348,27,Team Sky,10086,21562.0,157,21562.0,2014,1,157
S.Chavanel,6100,33,FDJ.fr,3474,21562.0,158,21562.0,2014,1,158
L.Norman Hansen,842,22,Garmin - Sharp,3470,21623.0,159,21623.0,2014,1,159
K.Fernandez,10331,33,Garmin - Sharp,3470,21623.0,160,21623.0,2014,1,160
J.Edmondson,3354,22,Team Sky,10086,21980.0,161,21980.0,2014,1,161
N.Brown,768,23,Garmin - Sharp,3470,22010.0,162,22010.0,2014,1,162
J.Bobridge,192,25,Belkin Pro Cycling Team,3482,22010.0,163,22010.0,2014,1,163
T.Hupond,252,30,Team Giant - Shimano,3469,22040.0,164,22040.0,2014,1,164
J.Brajkovic,16823,31,Astana Pro Team,10073,999999.0,999,999999.0,2014,1,999
N.Bonifazio,16823,21,Lampre - Merida,6418,999999.0,999,999999.0,2014,1,999
S.Armee,2503,29,Lotto - Belisol,3473,999999.0,999,999999.0,2014,1,999
P.Vakoc,6266,22,Omega Pharma-Quick Step,3475,19434.0,1,40288.0,2014,2,1
M.Matthews,961,24,Orica - GreenEDGE,4434,19455.0,133,40786.0,2014,2,2
B.Vallee,6553,21,Lotto - Belisol,3473,19455.0,4,40321.0,2014,2,3
R.Sinkeldam,4589,25,Team Giant - Shimano,3469,19455.0,14,40325.0,2014,2,4
Y.Hutarovich,100,31,AG2R La Mondiale,10072,19455.0,2,40315.0,2014,2,5
N.Maes,762,28,Omega Pharma-Quick Step,3475,19455.0,8,40325.0,2014,2,6
M.Haller,6246,23,Team Katusha,8441,19455.0,9,40325.0,2014,2,7
G.Boivin,1937,25,Cannondale Pro Cycling,3481,19455.0,10,40325.0,2014,2,8
L.Mezgec,9234,26,Team Giant - Shimano,3469,19455.0,54,40325.0,2014,2,9
T.Farrar,53,30,Garmin - Sharp,3470,19455.0,135,40792.0,2014,2,10
R.Maikin,14004,24,RusVelo,3482,19455.0,3,40319.0,2014,2,11
F.Silvestre,549,24,Trek Factory Racing,4450,19455.0,149,41017.0,2014,2,12
M.Mori,492,34,Lampre - Merida,6418,19455.0,5,40321.0,2014,2,13
G.Stepniak,6556,25,CCC Polsat Polkowice,3733,19455.0,11,40325.0,2014,2,14
D.Caruso,1006,27,Cannondale Pro Cycling,3481,19455.0,21,40325.0,2014,2,15
S.Morabito,674,31,BMC Racing Team,10075,19455.0,23,40325.0,2014,2,16
D.Formolo,11011,22,Cannondale Pro Cycling,3481,19455.0,12,40325.0,2014,2,17
K.Zielinski,3196,26,Mexller,3482,19455.0,39,40325.0,2014,2,18
G.Preidler,6244,24,Team Giant - Shimano,3469,19455.0,26,40325.0,2014,2,19
E.Boasson Hagen,31,27,Team Sky,10086,19455.0,73,40351.0,2014,2,20
E.Gasparotto,358,32,Astana Pro Team,10073,19455.0,13,40325.0,2014,2,21
J.Jose Lobato Del Valle,130,26,Movistar Team,10081,19455.0,142,40947.0,2014,2,22
T.Kritskiy,830,27,RusVelo,3482,19455.0,15,40325.0,2014,2,23
Y.Popovych,6269,34,Trek Factory Racing,4450,19455.0,110,40541.0,2014,2,24
A.Geniez,948,26,FDJ.fr,3474,19455.0,45,40325.0,2014,2,25
P.Poljanski,10994,24,Tinkoff - Saxo,4449,19455.0,16,40325.0,2014,2,26
R.Majka,3991,25,Tinkoff - Saxo,4449,19455.0,19,40325.0,2014,2,27
P.Velits,24,29,BMC Racing Team,10075,19455.0,24,40325.0,2014,2,28
D.Nerz,844,25,BMC Racing Team,10075,19455.0,17,40325.0,2014,2,29
D.Villella,14126,23,Cannondale Pro Cycling,3481,19455.0,43,40325.0,2014,2,30
I.Izagirre,2977,25,Movistar Team,10081,19455.0,28,40325.0,2014,2,31
F.Felline,1580,24,Trek Factory Racing,4450,19455.0,74,40351.0,2014,2,32
G.Caruso,525,34,Team Katusha,8441,19455.0,20,40325.0,2014,2,33
K.De Weert,365,32,Omega Pharma-Quick Step,3475,19455.0,27,40325.0,2014,2,34
G.Brambilla,2741,27,Omega Pharma-Quick Step,3475,19455.0,18,40325.0,2014,2,35
M.Rutkiewicz,746,33,CCC Polsat Polkowice,3733,19455.0,22,40325.0,2014,2,36
E.Vorganov,834,32,Team Katusha,8441,19455.0,80,40360.0,2014,2,37
T.Hushovd,322,36,BMC Racing Team,10075,19455.0,125,40688.0,2014,2,38
R.Gesink,41,28,Belkin Pro Cycling Team,3482,19455.0,35,40325.0,2014,2,39
T.Marczynski,2281,30,CCC Polsat Polkowice,3733,19455.0,32,40325.0,2014,2,40
W.Barguil,6104,23,Team Giant - Shimano,3469,19455.0,30,40325.0,2014,2,41
A.Ovechkin,831,28,RusVelo,3482,19455.0,34,40325.0,2014,2,42
M.Velits,703,29,Omega Pharma-Quick Step,3475,19455.0,36,40325.0,2014,2,43
S.Sánchez,202,36,BMC Racing Team,10075,19455.0,42,40325.0,2014,2,44
P.Deignan,1579,31,Team Sky,10086,19455.0,49,40325.0,2014,2,45
O.Zaugg,363,33,Tinkoff - Saxo,4449,19455.0,31,40325.0,2014,2,46
S.Lagutin,899,33,RusVelo,3482,19455.0,81,40360.0,2014,2,47
M.Paterski,783,28,CCC Polsat Polkowice,3733,19455.0,6,40323.0,2014,2,48
P.Ligthart,2149,26,Lotto - Belisol,3473,19455.0,75,40351.0,2014,2,49
T.Bos,797,31,Belkin Pro Cycling Team,3482,19455.0,25,40325.0,2014,2,50
T.Ludvigsson,4317,23,Team Giant - Shimano,3469,19455.0,82,40360.0,2014,2,51
M.Monfort,96,31,Lotto - Belisol,3473,19455.0,41,40325.0,2014,2,52
B.Silva Pires,2983,33,Tinkoff - Saxo,4449,19455.0,46,40325.0,2014,2,53
V.Breen,811,24,Lotto - Belisol,3473,19455.0,48,40325.0,2014,2,54
A.Amador,745,28,Movistar Team,10081,19455.0,33,40325.0,2014,2,55
E.Capecchi,290,28,Movistar Team,10081,19455.0,47,40325.0,2014,2,56
K.Dabkowski,7762,25,ActiveJet Team,5176,19455.0,57,40325.0,2014,2,57
P.Weening,300,33,Orica - GreenEDGE,4434,19455.0,37,40325.0,2014,2,58
R.Hesjedal,52,34,Garmin - Sharp,3470,19455.0,51,40325.0,2014,2,59
D.Malacarne,1973,27,Team Europcar,3472,19455.0,150,41017.0,2014,2,60
S.Lander,1710,23,BMC Racing Team,10075,19455.0,29,40325.0,2014,2,61
A.Solomennikov,9127,27,RusVelo,3482,19455.0,104,40477.0,2014,2,62
R.Sutherland,1206,32,Tinkoff - Saxo,4449,19455.0,56,40325.0,2014,2,63
E.Petrov,462,36,Tinkoff - Saxo,4449,19455.0,52,40325.0,2014,2,64
S.Modolo,1579,27,Lampre - Merida,6418,19455.0,86,40379.0,2014,2,65
C.Riblon,188,33,AG2R La Mondiale,10072,19455.0,60,40325.0,2014,2,66
A.Vuillermoz,14716,26,AG2R La Mondiale,10072,19455.0,38,40325.0,2014,2,67
P.Niemiec,1836,34,Lampre - Merida,6418,19455.0,40,40325.0,2014,2,68
D.Cunego,149,33,Lampre - Merida,6418,19455.0,44,40325.0,2014,2,69
M.Krizek,14110,26,Cannondale Pro Cycling,3481,19455.0,7,40323.0,2014,2,70
W.Poels,929,27,Omega Pharma-Quick Step,3475,19455.0,76,40351.0,2014,2,71
B.Jungels,6413,22,Trek Factory Racing,4450,19455.0,91,40393.0,2014,2,72
A.Malori,791,26,Movistar Team,10081,19455.0,94,40396.0,2014,2,73
L.Mangel,726,33,FDJ.fr,3474,19455.0,136,40792.0,2014,2,74
C.Jose Sarmiento,1005,27,Cannondale Pro Cycling,3481,19455.0,50,40325.0,2014,2,75
L.Warbasse,14123,24,BMC Racing Team,10075,19455.0,92,40393.0,2014,2,76
J.Guarnieri,53,27,Astana Pro Team,10073,19455.0,132,40781.0,2014,2,77
D.Cataldo,532,29,Team Sky,10086,19455.0,93,40393.0,2014,2,78
K.Vandewalle,294,29,Trek Factory Racing,4450,19455.0,63,40325.0,2014,2,79
C.Fairly,6535,27,Garmin - Sharp,3470,19455.0,151,41017.0,2014,2,80
G.Izagirre,872,27,Movistar Team,10081,19455.0,83,40360.0,2014,2,81
F.Aru,10303,24,Astana Pro Team,10073,19455.0,144,40950.0,2014,2,82
S.Henao,9114,21,Team Sky,10086,19455.0,53,40325.0,2014,2,83
S.Firsanov,980,32,RusVelo,3482,19455.0,58,40325.0,2014,2,84
I.Santaromita,778,30,Orica - GreenEDGE,4434,19455.0,84,40365.0,2014,2,85
K.Fernandez,10331,33,Garmin - Sharp,3470,19455.0,155,41078.0,2014,2,86
D.Rebellin,3052,43,CCC Polsat Polkowice,3733,19455.0,59,40325.0,2014,2,87
S.Pauwels,582,31,Omega Pharma-Quick Step,3475,19455.0,65,40325.0,2014,2,88
M.Bouet,6184,28,AG2R La Mondiale,10072,19455.0,55,40325.0,2014,2,89
G.Bernaudeau,297,31,Team Europcar,3472,19455.0,77,40351.0,2014,2,90
B.Samoilau,761,29,CCC Polsat Polkowice,3733,19455.0,66,40325.0,2014,2,91
S.Szmyd,360,36,Movistar Team,10081,19455.0,61,40325.0,2014,2,92
C.Kern,83,33,Team Europcar,3472,19455.0,78,40351.0,2014,2,93
D.Tanner,118,30,Belkin Pro Cycling Team,3482,19455.0,124,40671.0,2014,2,94
I.Zakarin,9128,25,RusVelo,3482,19455.0,70,40325.0,2014,2,95
M.Mederel,2522,34,Team Europcar,3472,19455.0,69,40325.0,2014,2,96
A.Kamyshev,2778,23,Astana Pro Team,10073,19455.0,143,40947.0,2014,2,97
S.Puccio,3929,25,Team Sky,10086,19455.0,122,40670.0,2014,2,98
O.Gatto,1973,29,Cannondale Pro Cycling,3481,19455.0,152,41017.0,2014,2,99
S.Cummings,271,33,BMC Racing Team,10075,19455.0,79,40351.0,2014,2,100
K.Sivtsov,397,32,Team Sky,10086,19455.0,123,40670.0,2014,2,101
J.Le Bon,2444,24,FDJ.fr,3474,19455.0,153,41017.0,2014,2,102
M.Cattaneo,8868,24,Lampre - Merida,6418,19455.0,68,40325.0,2014,2,103
S.Chavanel,6100,33,FDJ.fr,3474,19455.0,154,41017.0,2014,2,104
K.Gradek,6555,24,BDC - Marcpol Team,3484,19455.0,134,40788.0,2014,2,105
P.Cieslik,6096,28,Bauknecht - Author,3732,19455.0,67,40325.0,2014,2,106
J.Van Genechten,5297,28,Lotto - Belisol,3473,19455.0,62,40325.0,2014,2,107
B.Markus,4400,23,Belkin Pro Cycling Team,3482,19455.0,64,40325.0,2014,2,108
M.Docker,941,28,Orica - GreenEDGE,4434,19475.0,112,40552.0,2014,2,109
B.Lancaster,2340,35,Orica - GreenEDGE,4434,19477.0,105,40499.0,2014,2,110
D.Appollonio,2340,25,AG2R La Mondiale,10072,19477.0,145,40969.0,2014,2,111
I.Balykin,14118,24,RusVelo,3482,19494.0,97,40412.0,2014,2,112
F.Gavazzi,605,30,Astana Pro Team,10073,19502.0,138,40828.0,2014,2,113
P.Martens,369,31,Belkin Pro Cycling Team,3482,19506.0,85,40376.0,2014,2,114
N.Arndt,5306,23,Team Giant - Shimano,3469,19506.0,113,40563.0,2014,2,115
T.De Gendt,1783,28,Omega Pharma-Quick Step,3475,19511.0,107,40503.0,2014,2,116
M.Taciak,3195,30,CCC Polsat Polkowice,3733,19511.0,90,40381.0,2014,2,117
P.Franczak,11010,23,ActiveJet Team,5176,19511.0,88,40381.0,2014,2,118
A.Zeits,737,28,Astana Pro Team,10073,19511.0,102,40449.0,2014,2,119
B.Warchol,22313,22,-,3474,19511.0,89,40381.0,2014,2,120
J.Hernández,322,33,Tinkoff - Saxo,4449,19511.0,129,40744.0,2014,2,121
S.von Hoff,842,27,Garmin - Sharp,3470,19511.0,118,40622.0,2014,2,122
B.De Clercq,3052,28,Lotto - Belisol,3473,19511.0,95,40407.0,2014,2,123
A.Vorobyev,6406,24,Team Katusha,8441,19511.0,108,40533.0,2014,2,124
J.Engoulvent,958,35,Team Europcar,3472,19511.0,98,40417.0,2014,2,125
P.Ignatenko,2993,27,Team Katusha,8441,19511.0,146,41003.0,2014,2,126
A.Rybakov,7900,26,Team Katusha,8441,19511.0,117,40599.0,2014,2,127
P.Tiralongo,161,37,Astana Pro Team,10073,19511.0,147,41006.0,2014,2,128
S.Chernetski,6526,24,Team Katusha,8441,19511.0,128,40726.0,2014,2,129
P.Bernas,6553,24,BDC - Marcpol Team,3484,19511.0,96,40407.0,2014,2,130
C.Meier,532,29,Orica - GreenEDGE,4434,19511.0,87,40381.0,2014,2,131
P.Lecuisinier,580,21,FDJ.fr,3474,19511.0,130,40763.0,2014,2,132
M.Fischer,130,35,FDJ.fr,3474,19511.0,103,40452.0,2014,2,133
S.Bewley,704,27,Orica - GreenEDGE,4434,19511.0,109,40533.0,2014,2,134
B.Thurau,2398,26,Team Europcar,3472,19524.0,114,40581.0,2014,2,135
B.Intxausti,294,28,Movistar Team,10081,19455.0,72,40325.0,2014,2,136
K.Dehaes,2444,30,Lotto - Belisol,3473,19534.0,156,41096.0,2014,2,137
D.Boucher,397,34,FDJ.fr,3474,19542.0,126,40716.0,2014,2,138
J.Veikkanen,774,33,FDJ.fr,3474,19542.0,157,41104.0,2014,2,139
M.Belkov,2147,29,Team Katusha,8441,19542.0,111,40542.0,2014,2,140
R.Kreder,1972,25,Garmin - Sharp,3470,19558.0,99,40428.0,2014,2,141
G.Bonnafond,2280,27,AG2R La Mondiale,10072,19558.0,121,40669.0,2014,2,142
J.Fröhlinger,32,29,Team Giant - Shimano,3469,19563.0,100,40433.0,2014,2,143
L.Norman Hansen,842,22,Garmin - Sharp,3470,19563.0,158,41186.0,2014,2,144
R.Flens,849,31,Belkin Pro Cycling Team,3482,19563.0,140,40900.0,2014,2,145
N.Brown,768,23,Garmin - Sharp,3470,19570.0,161,41580.0,2014,2,146
M.Bono,617,31,Lampre - Merida,6418,19577.0,120,40634.0,2014,2,147
R.Ferrari,2144,31,Lampre - Merida,6418,19577.0,101,40447.0,2014,2,148
M.Moser,7565,24,Cannondale Pro Cycling,3481,19577.0,137,40823.0,2014,2,149
