name,biker_sys_nr,age,team,team_sys_nr,time_in_s,gc,gc_time_in_s,year,stage,position
L.Mezgec,9234,28,Orica - BikeExchange,6421,999999.0,999,999999.0,2016,5,999
M.Docker,941,30,Orica - BikeExchange,6421,999999.0,999,999999.0,2016,5,999
S.Bewley,704,29,Orica - BikeExchange,6421,999999.0,999,999999.0,2016,5,999
P.Konwa,27074,21,Tc Chrobry Scott Głogów,7877,999999.0,999,999999.0,2016,5,999
N.Arndt,5306,25,Team Giant - Alpecin,6422,999999.0,999,999999.0,2016,5,999
T.Ludvigsson,4317,25,Team Giant - Alpecin,6422,999999.0,999,999999.0,2016,5,999
T.Stamsnijder,728,31,Team Giant - Alpecin,6422,999999.0,999,999999.0,2016,5,999
M.Walscheid,9210,23,Team Giant - Alpecin,6422,999999.0,999,999999.0,2016,5,999
J.Restrepo,10916,22,Team Katusha,8441,999999.0,999,999999.0,2016,5,999
S.Spilak,147,30,Team Katusha,8441,999999.0,999,999999.0,2016,5,999
A.Vorobyev,6406,26,Team Katusha,8441,999999.0,999,999999.0,2016,5,999
T.Leezer,368,31,Team LottoNL-Jumbo,6425,999999.0,999,999999.0,2016,5,999
M.Verschoor,3210,31,Team Novo Nordisk,8462,999999.0,999,999999.0,2016,5,999
D.Lozano Riba,6040,28,Team Novo Nordisk,8462,999999.0,999,999999.0,2016,5,999
C.Williams,7632,35,Team Novo Nordisk,8462,999999.0,999,999999.0,2016,5,999
S.Clancy,18129,24,Team Novo Nordisk,8462,999999.0,999,999999.0,2016,5,999
L.König,2349,29,Team Sky,10086,999999.0,999,999999.0,2016,5,999
E.Viviani,1310,27,Team Sky,10086,999999.0,999,999999.0,2016,5,999
J.Sagan,2172,28,Tinkoff,6427,999999.0,999,999999.0,2016,5,999
E.Petrov,462,38,Tinkoff,6427,999999.0,999,999999.0,2016,5,999
Y.Trofimov,166,32,Tinkoff,6427,999999.0,999,999999.0,2016,5,999
E.Alafaci,6517,26,Trek - Segafredo,10088,999999.0,999,999999.0,2016,5,999
N.Bonifazio,16823,23,Trek - Segafredo,10088,999999.0,999,999999.0,2016,5,999
M.Coledan,7574,28,Trek - Segafredo,10088,999999.0,999,999999.0,2016,5,999
S.Devolder,28,37,Trek - Segafredo,10088,999999.0,999,999999.0,2016,5,999
R.Hesjedal,52,36,Trek - Segafredo,10088,999999.0,999,999999.0,2016,5,999
K.Gradek,6555,26,Verva - ActiveJet,6567,999999.0,999,999999.0,2016,5,999
D.Batek,3188,30,Wibatech - Fuji,8693,999999.0,999,999999.0,2016,5,999
A.Dowsett,1009,28,Movistar Team,10081,1739.0,88,89659.0,2016,7,1
J.Castroviejo,871,29,Movistar Team,10081,1761.0,17,86301.0,2016,7,2
P.Roglic,18655,27,Team LottoNL-Jumbo,6425,1778.0,22,86542.0,2016,7,3
B.Hermans,705,30,BMC Racing Team,10075,1780.0,15,86222.0,2016,7,4
V.Campenaerts,19274,25,Team LottoNL-Jumbo,6425,1787.0,29,87022.0,2016,7,5
F.Felline,1580,26,Trek - Segafredo,10088,1788.0,2,85905.0,2016,7,6
S.Tuft,304,39,Orica - BikeExchange,6421,1810.0,78,89128.0,2016,7,7
A.Bettiol,20584,23,Cannondale - Drapac,8434,1812.0,3,85937.0,2016,7,8
D.Bennati,129,36,Tinkoff,6427,1818.0,53,88501.0,2016,7,9
V.De La Parte,5395,30,CCC Sprandi Polkowice,10093,1820.0,31,87248.0,2016,7,10
A.Ovechkin,831,30,Gazprom - RusVelo,10098,1824.0,46,87744.0,2016,7,11
H.Houle,3199,26,AG2R La Mondiale,10072,1829.0,32,87257.0,2016,7,12
T.Wellens,6228,25,Lotto - Soudal,10080,1830.0,1,85643.0,2016,7,13
R.Fernandez,10807,25,Movistar Team,10081,1831.0,6,85988.0,2016,7,14
D.Cataldo,532,31,Astana Pro Team,10073,1834.0,9,86023.0,2016,7,15
L.Vervaeke,8078,23,Lotto - Soudal,10080,1836.0,67,88659.0,2016,7,16
G.Visconti,486,33,Movistar Team,10081,1837.0,21,86505.0,2016,7,17
L.Warbasse,14123,26,IAM Cycling,6417,1839.0,7,85990.0,2016,7,18
J.Marycz,1340,29,CCC Sprandi Polkowice,10093,1840.0,66,88657.0,2016,7,19
D.Ulissi,794,27,Lampre - Merida,6418,1841.0,27,86744.0,2016,7,20
P.Brutt,557,34,Tinkoff,6427,1846.0,48,88483.0,2016,7,21
J.Haig,19784,23,Orica - BikeExchange,6421,1847.0,49,88484.0,2016,7,22
F.Grossschartner,9302,23,CCC Sprandi Polkowice,10093,1849.0,24,86617.0,2016,7,23
M.Paterski,783,30,CCC Sprandi Polkowice,10093,1852.0,30,87087.0,2016,7,24
S.Chernetski,6526,26,Team Katusha,8441,1853.0,23,86561.0,2016,7,25
M.Monfort,96,33,Lotto - Soudal,10080,1853.0,18,86388.0,2016,7,26
N.Roche,189,32,Team Sky,10086,1854.0,26,86705.0,2016,7,27
S.Yates,6242,24,Orica - BikeExchange,6421,1854.0,20,86447.0,2016,7,28
A.Vermeulen,16710,22,Team LottoNL-Jumbo,6425,1857.0,90,89741.0,2016,7,29
P.Gilbert,174,34,BMC Racing Team,10075,1857.0,16,86253.0,2016,7,30
P.Kennaugh,714,27,Team Sky,10086,1858.0,51,88495.0,2016,7,31
A.De Marchi,3103,30,BMC Racing Team,10075,1859.0,45,87628.0,2016,7,32
L.De Plus,27333,21,Etixx - Quick Step,6415,1861.0,50,88489.0,2016,7,33
T.Benoot,16786,22,Lotto - Soudal,10080,1862.0,5,85965.0,2016,7,34
B.Samoilau,761,31,CCC Sprandi Polkowice,10093,1863.0,86,89419.0,2016,7,35
A.Stachowiak,8081,27,Verva - ActiveJet,6567,1863.0,84,89369.0,2016,7,36
A.Zeits,737,30,Astana Pro Team,10073,1869.0,8,86011.0,2016,7,37
O.Fraile,7640,26,Dimension Data,10078,1871.0,75,88894.0,2016,7,38
M.Maestri,22010,25,Bardiani - CSF,6430,1871.0,13,86196.0,2016,7,39
R.Taaramäe,346,29,Team Katusha,8441,1872.0,54,88509.0,2016,7,40
M.Hofland,2524,25,Team LottoNL-Jumbo,6425,1872.0,82,89266.0,2016,7,41
L.Manzin,5811,22,FDJ,8437,1872.0,52,88500.0,2016,7,42
S.Firsanov,980,34,Gazprom - RusVelo,10098,1876.0,55,88513.0,2016,7,43
S.Paulinho,88,36,Tinkoff,6427,1876.0,59,88574.0,2016,7,44
J.Koch,9349,23,Verva - ActiveJet,6567,1877.0,85,89374.0,2016,7,45
K.De Kort,191,34,Team Giant - Alpecin,6422,1877.0,56,88514.0,2016,7,46
M.Kwiatkowski,2961,26,Team Sky,10086,1879.0,34,87291.0,2016,7,47
B.Van Poppel,3187,28,Trek - Segafredo,10088,1881.0,76,89120.0,2016,7,48
D.Smith,10975,23,ONE Pro Cycling,10462,1883.0,35,87311.0,2016,7,49
N.Denz,16817,22,AG2R La Mondiale,10072,1887.0,28,87018.0,2016,7,50
B.De Clercq,3052,30,Lotto - Soudal,10080,1888.0,11,86139.0,2016,7,51
D.Formolo,11011,24,Cannondale - Drapac,8434,1891.0,4,85950.0,2016,7,52
M.Golas,926,32,Team Sky,10086,1891.0,42,87421.0,2016,7,53
J.Hansen,6326,26,Tinkoff,6427,1892.0,12,86139.0,2016,7,54
S.Lagutin,899,35,Team Katusha,8441,1899.0,37,87327.0,2016,7,55
K.Reza,2995,28,FDJ,8437,1899.0,73,88839.0,2016,7,56
M.Mamykin,20705,22,Team Katusha,8441,1899.0,14,86211.0,2016,7,57
Z.Stybar,4669,31,Etixx - Quick Step,6415,1900.0,36,87319.0,2016,7,58
S.Minard,85,34,AG2R La Mondiale,10072,1900.0,57,88537.0,2016,7,59
K.Elissonde,4004,25,FDJ,8437,1902.0,58,88539.0,2016,7,60
T.Skujins,3930,25,Cannondale - Drapac,8434,1902.0,74,88885.0,2016,7,61
P.Cieslik,6096,30,Verva - ActiveJet,6567,1902.0,19,86442.0,2016,7,62
M.Paluta,27075,21,CCC Sprandi Polkowice,10093,1903.0,83,89312.0,2016,7,63
B.De Backer,939,32,Team Giant - Alpecin,6422,1909.0,91,89888.0,2016,7,64
F.Gerts,20003,24,BMC Racing Team,10075,1909.0,38,87328.0,2016,7,65
S.Puccio,3929,27,Team Sky,10086,1921.0,39,87349.0,2016,7,66
E.Battaglin,2312,27,Team LottoNL-Jumbo,6425,1925.0,62,88623.0,2016,7,67
D.Villella,14126,25,Cannondale - Drapac,8434,1926.0,10,86124.0,2016,7,68
D.Van Winden,731,29,Team LottoNL-Jumbo,6425,1927.0,89,89689.0,2016,7,69
P.Simion,14160,24,Bardiani - CSF,6430,1928.0,96,90266.0,2016,7,70
Z.Waeytens,6097,25,Team Giant - Alpecin,6422,1931.0,81,89198.0,2016,7,71
R.Sutherland,1206,34,Movistar Team,10081,1932.0,71,88726.0,2016,7,72
S.Nikolaev,18406,28,Gazprom - RusVelo,10098,1936.0,77,89126.0,2016,7,73
L.Owsian,7771,26,CCC Sprandi Polkowice,10093,1940.0,69,88673.0,2016,7,74
S.Clarke,568,30,Cannondale - Drapac,8434,1945.0,25,86704.0,2016,7,75
J.Janse Van Rensburg,9176,29,Dimension Data,10078,1950.0,60,88587.0,2016,7,76
J.Fröhlinger,32,31,Team Giant - Alpecin,6422,1954.0,47,88029.0,2016,7,77
F.Bidard,22267,24,AG2R La Mondiale,10072,1956.0,61,88593.0,2016,7,78
M.Mori,492,36,Lampre - Merida,6418,1963.0,40,87391.0,2016,7,79
S.Armee,2503,31,Lotto - Soudal,10080,1966.0,80,89193.0,2016,7,80
I.Boev,9120,27,Gazprom - RusVelo,10098,1968.0,79,89169.0,2016,7,81
J.Berard,850,29,AG2R La Mondiale,10072,1979.0,70,88677.0,2016,7,82
M.Aregger,6263,26,IAM Cycling,6417,1980.0,92,89961.0,2016,7,83
C.Planet,30361,23,Team Novo Nordisk,8462,1984.0,97,90327.0,2016,7,84
J.Mejias,1948,33,Team Novo Nordisk,8462,1984.0,41,87412.0,2016,7,85
K.Hnik,8196,25,Verva - ActiveJet,6567,1988.0,63,88625.0,2016,7,86
S.Petilli,20378,23,Lampre - Merida,6418,1994.0,44,87503.0,2016,7,87
P.Franczak,11010,25,Verva - ActiveJet,6567,1997.0,93,90158.0,2016,7,88
A.Solomennikov,9127,29,Gazprom - RusVelo,10098,2001.0,72,88749.0,2016,7,89
K.Zielinski,3196,28,Domin Sport,9087,2004.0,64,88632.0,2016,7,90
A.Cardoso,2220,32,Cannondale - Drapac,8434,2007.0,65,88644.0,2016,7,91
D.Quintana,25680,24,Movistar Team,10081,2032.0,33,87267.0,2016,7,92
A.Detko,8083,33,Domin Sport,9087,2037.0,68,88669.0,2016,7,93
R.Uran,117,29,Cannondale - Drapac,8434,2046.0,43,87474.0,2016,7,94
S.Jim,8239,26,Dimension Data,10078,2123.0,94,90183.0,2016,7,95
F.Beppu,190,33,Trek - Segafredo,10088,2194.0,87,89603.0,2016,7,96
Y.Barker,8009,36,ONE Pro Cycling,10462,2302.0,95,90186.0,2016,7,97
S.Colbrelli,2338,26,Bardiani - CSF,6430,999999.0,999,999999.0,2016,7,999
K.Bouwman,18564,23,Team LottoNL-Jumbo,6425,999999.0,999,999999.0,2016,7,999
J.Simon,4333,26,Verva - ActiveJet,6567,999999.0,999,999999.0,2016,7,999
P.Sagan,784,27,Bora - Hansgrohe,10076,10576.0,1,10566.0,2017,1,1
C.Ewan,16573,23,Orica - Scott,8440,10576.0,2,10570.0,2017,1,2
D.Van Poppel,7730,24,Team Sky,10086,10576.0,3,10572.0,2017,1,3
R.Minali,33307,22,Astana Pro Team,10073,10576.0,5,10576.0,2017,1,4
N.Bonifazio,16823,24,Bahrain - Merida,10074,10576.0,6,10576.0,2017,1,5
N.Haas,7208,28,Team Dimension Data,8435,10576.0,4,10575.0,2017,1,6
R.Ferrari,2144,34,UAE Team Emirates,10089,10576.0,7,10576.0,2017,1,7
P.Franczak,11010,26,Team Hurom,11090,10576.0,8,10576.0,2017,1,8
B.Van Poppel,3187,29,Trek - Segafredo,10088,10576.0,9,10576.0,2017,1,9
J.Debusschere,1966,28,Lotto - Soudal,10080,10576.0,10,10576.0,2017,1,10
M.Walscheid,9210,24,Team Sunweb,10087,10576.0,11,10576.0,2017,1,11
K.Bouwman,18564,24,LottoNL - Jumbo,8442,10576.0,12,10576.0,2017,1,12
A.Banaszek,37464,20,CCC Sprandi Polkowice,10093,10576.0,13,10576.0,2017,1,13
T.Van Asbroeck,7579,27,Cannondale - Drapac,8434,10576.0,14,10576.0,2017,1,14
R.Maikin,14004,27,Gazprom - RusVelo,10098,10576.0,15,10576.0,2017,1,15
S.Holst Enger,7330,24,AG2R La Mondiale,10072,10576.0,16,10576.0,2017,1,16
Y.Reguigui,6584,27,Team Dimension Data,8435,10576.0,17,10576.0,2017,1,17
F.Gerts,20003,25,BMC Racing Team,10075,10576.0,18,10576.0,2017,1,18
A.Tsatevitch,6528,28,Gazprom - RusVelo,10098,10576.0,19,10576.0,2017,1,19
J.Goncalves,6536,28,Team Katusha,8441,10576.0,20,10576.0,2017,1,20
A.Porsev,2346,31,Gazprom - RusVelo,10098,10576.0,21,10576.0,2017,1,21
W.Poels,929,30,Team Sky,10086,10576.0,22,10576.0,2017,1,22
B.Hermans,705,31,BMC Racing Team,10075,10576.0,23,10576.0,2017,1,23
N.Oliveira,1008,28,Movistar Team,10081,10576.0,24,10576.0,2017,1,24
L.León Sánchez,26,34,Astana Pro Team,10073,10576.0,25,10576.0,2017,1,25
I.Rovny,709,30,Gazprom - RusVelo,10098,10576.0,26,10576.0,2017,1,26
S.Oomen,16988,22,Team Sunweb,10087,10576.0,27,10576.0,2017,1,27
F.Bidard,22267,25,AG2R La Mondiale,10072,10576.0,28,10576.0,2017,1,28
J.Joaquin Rojas,116,32,Movistar Team,10081,10576.0,29,10576.0,2017,1,29
R.Costa,114,31,UAE Team Emirates,10089,10576.0,30,10576.0,2017,1,30
R.Valls,886,30,Lotto - Soudal,10080,10576.0,31,10576.0,2017,1,31
W.Anacona,6496,29,Movistar Team,10081,10576.0,32,10576.0,2017,1,32
R.Cavagna,27111,22,Quick-Step Floors,10083,10576.0,33,10576.0,2017,1,33
T.Marczynski,2281,33,Lotto - Soudal,10080,10576.0,34,10576.0,2017,1,34
J.Haig,19784,24,Orica - Scott,8440,10576.0,35,10576.0,2017,1,35
D.Quintana,25680,25,Movistar Team,10081,10576.0,36,10576.0,2017,1,36
T.Van Garderen,799,29,BMC Racing Team,10075,10576.0,37,10576.0,2017,1,37
D.Teuns,8068,25,BMC Racing Team,10075,10576.0,38,10576.0,2017,1,38
S.Puccio,3929,28,Team Sky,10086,10576.0,39,10576.0,2017,1,39
N.Denz,16817,23,AG2R La Mondiale,10072,10576.0,40,10576.0,2017,1,40
G.Muhlberger,16578,23,Bora - Hansgrohe,10076,10576.0,41,10576.0,2017,1,41
B.De Clercq,3052,31,Lotto - Soudal,10080,10576.0,42,10576.0,2017,1,42
W.Kelderman,2165,26,Team Sunweb,10087,10576.0,43,10576.0,2017,1,43
D.Martinelli,14717,24,Quick-Step Floors,10083,10576.0,44,10576.0,2017,1,44
P.Vakoc,6266,25,Quick-Step Floors,10083,10576.0,45,10576.0,2017,1,45
B.O'Connor,42186,22,Team Dimension Data,8435,10576.0,46,10576.0,2017,1,46
S.Modolo,1579,30,UAE Team Emirates,10089,10576.0,47,10576.0,2017,1,47
J.Hirt,6269,26,CCC Sprandi Polkowice,10093,10576.0,48,10576.0,2017,1,48
M.Breschel,265,33,Astana Pro Team,10073,10576.0,49,10576.0,2017,1,49
L.De Plus,27333,22,Quick-Step Floors,10083,10576.0,50,10576.0,2017,1,50
S.Lagutin,899,36,Gazprom - RusVelo,10098,10576.0,51,10576.0,2017,1,51
F.De Tier,22679,25,LottoNL - Jumbo,8442,10576.0,52,10576.0,2017,1,52
P.Cieslik,6096,31,Elkov - Author,8633,10576.0,53,10576.0,2017,1,53
M.Schlegel,16608,22,CCC Sprandi Polkowice,10093,10576.0,54,10576.0,2017,1,54
M.Mohoric,16687,23,UAE Team Emirates,10089,10576.0,55,10576.0,2017,1,55
M.Golas,926,33,Team Sky,10086,10576.0,56,10576.0,2017,1,56
I.Zakarin,9128,28,Team Katusha,8441,10576.0,57,10576.0,2017,1,57
A.Tolhoek,22143,23,LottoNL - Jumbo,8442,10576.0,58,10576.0,2017,1,58
D.Olivier,4588,25,LottoNL - Jumbo,8442,10576.0,59,10576.0,2017,1,59
D.Villella,14126,26,Cannondale - Drapac,8434,10576.0,60,10576.0,2017,1,60
S.Spilak,147,31,Team Katusha,8441,10576.0,61,10576.0,2017,1,61
P.Kochetkov,2320,31,Team Katusha,8441,10576.0,62,10576.0,2017,1,62
G.Visconti,486,34,Bahrain - Merida,10074,10576.0,63,10576.0,2017,1,63
K.Gradek,6555,27,ONE Pro Cycling,10462,10576.0,64,10576.0,2017,1,64
P.Brutt,557,35,Gazprom - RusVelo,10098,10576.0,65,10576.0,2017,1,65
S.Armee,2503,32,Lotto - Soudal,10080,10576.0,66,10576.0,2017,1,66
V.Nibali,133,33,Bahrain - Merida,10074,10576.0,67,10576.0,2017,1,67
A.Losada,749,35,Team Katusha,8441,10576.0,68,10576.0,2017,1,68
K.Koren,782,31,Cannondale - Drapac,8434,10576.0,69,10576.0,2017,1,69
M.Montaguti,2145,33,AG2R La Mondiale,10072,10576.0,70,10576.0,2017,1,70
M.Monfort,96,34,Lotto - Soudal,10080,10576.0,71,10576.0,2017,1,71
A.Yates,20147,25,Orica - Scott,8440,10576.0,72,10576.0,2017,1,72
J.Dombrowski,3356,26,Cannondale - Drapac,8434,10576.0,73,10576.0,2017,1,73
G.Izagirre,872,30,Movistar Team,10081,10576.0,74,10576.0,2017,1,74
B.Lindeman,4001,28,LottoNL - Jumbo,8442,10576.0,75,10576.0,2017,1,75
T.Jelte Slagter,1714,28,Cannondale - Drapac,8434,10576.0,76,10576.0,2017,1,76
S.Sánchez,202,39,BMC Racing Team,10075,10576.0,77,10576.0,2017,1,77
A.Stachowiak,8081,28,Voster Uniwheels,10440,10576.0,78,10576.0,2017,1,78
D.Lozano Riba,6040,29,Team Novo Nordisk,8462,10576.0,79,10576.0,2017,1,79
T.Skujins,3930,26,Cannondale - Drapac,8434,10576.0,80,10576.0,2017,1,80
M.Schachmann,16643,23,Quick-Step Floors,10083,10576.0,81,10576.0,2017,1,81
P.Niemiec,1836,37,UAE Team Emirates,10089,10576.0,82,10576.0,2017,1,82
R.Power,27139,22,Orica - Scott,8440,10576.0,83,10576.0,2017,1,83
D.Pozzovivo,452,35,AG2R La Mondiale,10072,10576.0,84,10576.0,2017,1,84
A.Kurek,7585,29,CCC Sprandi Polkowice,10093,10576.0,85,10576.0,2017,1,85
O.Christian Eiking,17252,23,FDJ,8437,10576.0,86,10576.0,2017,1,86
M.Mamykin,20705,23,Team Katusha,8441,10576.0,87,10576.0,2017,1,87
N.Berhane,6257,26,Team Dimension Data,8435,10576.0,88,10576.0,2017,1,88
J.Maison,17184,24,FDJ,8437,10576.0,89,10576.0,2017,1,89
R.Dennis,2322,27,BMC Racing Team,10075,10576.0,90,10576.0,2017,1,90
F.Sisr,9006,24,CCC Sprandi Polkowice,10093,10576.0,91,10576.0,2017,1,91
M.Fournier,19766,23,FDJ,8437,10576.0,92,10576.0,2017,1,92
J.Mejias,1948,34,Team Novo Nordisk,8462,10576.0,93,10576.0,2017,1,93
N.Terpstra,29,33,Quick-Step Floors,10083,10576.0,94,10576.0,2017,1,94
J.Henttala,11899,26,Team Novo Nordisk,8462,10576.0,95,10576.0,2017,1,95
J.Hernández,322,36,Trek - Segafredo,10088,10576.0,96,10576.0,2017,1,96
S.Reichenbach,6184,28,FDJ,8437,10576.0,97,10576.0,2017,1,97
J.Bernard,17182,25,Trek - Segafredo,10088,10576.0,98,10576.0,2017,1,98
V.Conti,20511,24,UAE Team Emirates,10089,10576.0,99,10576.0,2017,1,99
L.Kämna,27289,21,Team Sunweb,10087,10576.0,100,10576.0,2017,1,100
A.Peron,23358,29,Team Novo Nordisk,8462,10576.0,101,10576.0,2017,1,101
M.Boaro,3096,30,Bahrain - Merida,10074,10576.0,102,10576.0,2017,1,102
R.Majka,3991,28,Bora - Hansgrohe,10076,10576.0,103,10576.0,2017,1,103
D.Fominykh,6234,26,Astana Pro Team,10073,10576.0,104,10576.0,2017,1,104
B.De Backer,939,33,Team Sunweb,10087,10576.0,105,10576.0,2017,1,105
C.Haga,9322,29,Team Sunweb,10087,10576.0,106,10576.0,2017,1,106
D.Novak,27210,22,Bahrain - Merida,10074,10576.0,107,10576.0,2017,1,107
A.Nibali,20616,25,Bahrain - Merida,10074,10576.0,108,10576.0,2017,1,108
H.Dupont,186,37,AG2R La Mondiale,10072,10576.0,109,10576.0,2017,1,109
R.Sutherland,1206,35,Movistar Team,10081,10576.0,110,10576.0,2017,1,110
R.Plaza,666,37,Orica - Scott,8440,10576.0,111,10576.0,2017,1,111
C.Riblon,188,36,AG2R La Mondiale,10072,10576.0,112,10576.0,2017,1,112
F.Pellizotti,134,39,Bahrain - Merida,10074,10576.0,113,10576.0,2017,1,113
E.Piaskowy,14134,26,Team Hurom,11090,10576.0,114,10576.0,2017,1,114
B.Jungels,6413,25,Quick-Step Floors,10083,10576.0,115,10576.0,2017,1,115
D.Rosa,14122,28,Team Sky,10086,10576.0,116,10576.0,2017,1,116
M.Moser,7565,27,Astana Pro Team,10073,10576.0,117,10576.0,2017,1,117
P.Konrad,6245,26,Bora - Hansgrohe,10076,10576.0,118,10576.0,2017,1,118
M.Belkov,2147,32,Team Katusha,8441,10576.0,119,10576.0,2017,1,119
J.Tratnik,3050,27,CCC Sprandi Polkowice,10093,10576.0,120,10576.0,2017,1,120
F.Beppu,190,34,Trek - Segafredo,10088,10576.0,121,10576.0,2017,1,121
G.Daniel,16708,23,Trek - Segafredo,10088,10576.0,122,10576.0,2017,1,122
J.Fröhlinger,32,32,Team Sunweb,10087,10576.0,123,10576.0,2017,1,123
O.Gatto,1973,32,Astana Pro Team,10073,10576.0,124,10576.0,2017,1,124
M.Coledan,7574,29,Trek - Segafredo,10088,10576.0,125,10576.0,2017,1,125
M.Verschoor,3210,32,Team Novo Nordisk,8462,10576.0,126,10576.0,2017,1,126
R.Tleubayev,2531,30,Astana Pro Team,10073,10576.0,127,10576.0,2017,1,127
K.Reza,2995,29,FDJ,8437,10576.0,128,10576.0,2017,1,128
E.Shalunov,6381,25,Gazprom - RusVelo,10098,10636.0,139,10636.0,2017,1,129
N.Dougall,16174,25,Team Dimension Data,8435,10576.0,129,10576.0,2017,1,130
L.Mezgec,9234,29,Orica - Scott,8440,10645.0,140,10645.0,2017,1,131
D.Oss,777,30,BMC Racing Team,10075,10666.0,141,10666.0,2017,1,132
C.Benedetti,3224,30,Bora - Hansgrohe,10076,10576.0,130,10576.0,2017,1,133
J.Wallays,1276,28,Lotto - Soudal,10080,10667.0,142,10667.0,2017,1,134
E.Baska,16694,23,Bora - Hansgrohe,10076,10576.0,131,10576.0,2017,1,135
T.Farrar,53,33,Team Dimension Data,8435,10576.0,132,10576.0,2017,1,136
M.Rutkiewicz,746,36,Wibatech - Fuji,8693,10576.0,133,10576.0,2017,1,137
I.Boswell,3353,26,Team Sky,10086,10720.0,143,10720.0,2017,1,138
S.Bewley,704,30,Orica - Scott,8440,10720.0,144,10720.0,2017,1,139
C.Williams,7632,36,Team Novo Nordisk,8462,10720.0,145,10720.0,2017,1,140
D.Hoelgaard,11190,24,FDJ,8437,10576.0,134,10576.0,2017,1,141
A.Ait El Abdia,16762,24,UAE Team Emirates,10089,10576.0,135,10576.0,2017,1,142
L.Wisniowski,6557,26,Team Sky,10086,10576.0,136,10576.0,2017,1,143
K.Sbaragli,10862,27,Team Dimension Data,8435,10576.0,137,10576.0,2017,1,144
E.Battaglin,2312,28,LottoNL - Jumbo,8442,10855.0,146,10855.0,2017,1,145
A.Saramotins,813,35,Bora - Hansgrohe,10076,10873.0,147,10873.0,2017,1,146
L.Manzin,5811,23,FDJ,8437,10873.0,148,10873.0,2017,1,147
C.Planet,30361,24,Team Novo Nordisk,8462,10899.0,151,10899.0,2017,1,148
M.Paterski,783,31,CCC Sprandi Polkowice,10093,10899.0,150,10897.0,2017,1,149
M.Keizer,1716,29,LottoNL - Jumbo,8442,10899.0,149,10896.0,2017,1,150
P.Bernas,6553,27,Domin Sport,9087,10900.0,152,10900.0,2017,1,151
A.Dowsett,1009,29,Movistar Team,10081,10576.0,138,10576.0,2017,1,152
R.Guerreiro,16992,23,Trek - Segafredo,10088,999999.0,999,999999.0,2017,1,999
S.Modolo,1579,30,UAE Team Emirates,10089,11721.0,3,22287.0,2017,2,1
D.Van Poppel,7730,24,Team Sky,10086,11721.0,1,22287.0,2017,2,2
M.Walscheid,9210,24,Team Sunweb,10087,11721.0,5,22293.0,2017,2,3
B.Van Poppel,3187,29,Trek - Segafredo,10088,11721.0,10,22297.0,2017,2,4
Y.Reguigui,6584,27,Team Dimension Data,8435,11721.0,13,22297.0,2017,2,5
T.Van Asbroeck,7579,27,Cannondale - Drapac,8434,11721.0,12,22297.0,2017,2,6
N.Bonifazio,16823,24,Bahrain - Merida,10074,11721.0,9,22297.0,2017,2,7
P.Sagan,784,27,Bora - Hansgrohe,10076,11721.0,2,22287.0,2017,2,8
R.Minali,33307,22,Astana Pro Team,10073,11721.0,11,22297.0,2017,2,9
N.Haas,7208,28,Team Dimension Data,8435,11721.0,7,22296.0,2017,2,10
E.Battaglin,2312,28,LottoNL - Jumbo,8442,11721.0,138,22576.0,2017,2,11
L.Manzin,5811,23,FDJ,8437,11721.0,141,22594.0,2017,2,12
F.Gerts,20003,25,BMC Racing Team,10075,11721.0,16,22297.0,2017,2,13
A.Porsev,2346,31,Gazprom - RusVelo,10098,11721.0,17,22297.0,2017,2,14
J.Debusschere,1966,28,Lotto - Soudal,10080,11721.0,14,22297.0,2017,2,15
T.Marczynski,2281,33,Lotto - Soudal,10080,11721.0,20,22297.0,2017,2,16
E.Baska,16694,23,Bora - Hansgrohe,10076,11721.0,72,22297.0,2017,2,17
D.Martinelli,14717,24,Quick-Step Floors,10083,11721.0,23,22297.0,2017,2,18
M.Mohoric,16687,23,UAE Team Emirates,10089,11721.0,32,22297.0,2017,2,19
R.Ferrari,2144,34,UAE Team Emirates,10089,11721.0,15,22297.0,2017,2,20
C.Ewan,16573,23,Orica - Scott,8440,11721.0,4,22291.0,2017,2,21
K.Sbaragli,10862,27,Team Dimension Data,8435,11721.0,80,22297.0,2017,2,22
I.Rovny,709,30,Gazprom - RusVelo,10098,11721.0,19,22297.0,2017,2,23
M.Paterski,783,31,CCC Sprandi Polkowice,10093,11721.0,145,22618.0,2017,2,24
C.Planet,30361,24,Team Novo Nordisk,8462,11721.0,146,22620.0,2017,2,25
D.Quintana,25680,25,Movistar Team,10081,11721.0,24,22297.0,2017,2,26
R.Maikin,14004,27,Gazprom - RusVelo,10098,11721.0,18,22297.0,2017,2,27
W.Poels,929,30,Team Sky,10086,11721.0,8,22296.0,2017,2,28
N.Oliveira,1008,28,Movistar Team,10081,11721.0,21,22297.0,2017,2,29
S.Oomen,16988,22,Team Sunweb,10087,11721.0,22,22297.0,2017,2,30
L.Wisniowski,6557,26,Team Sky,10086,11721.0,83,22297.0,2017,2,31
D.Pozzovivo,452,35,AG2R La Mondiale,10072,11721.0,51,22297.0,2017,2,32
R.Costa,114,31,UAE Team Emirates,10089,11721.0,25,22297.0,2017,2,33
J.Hernández,322,36,Trek - Segafredo,10088,11721.0,59,22297.0,2017,2,34
F.Bidard,22267,25,AG2R La Mondiale,10072,11721.0,26,22297.0,2017,2,35
V.Nibali,133,33,Bahrain - Merida,10074,11721.0,44,22297.0,2017,2,36
